sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_V_L
127,-705.0951891264401,779245.1222041659,686225.8469137809,120498.12777154354,59542.82124506786,48000.00000001899,17215.309532141688,11219.3512004403,2695.483814517337,3115.819942804643,221.59257317322925,210.3069838806988,832.4232002586477,57944.91811798891,3190.1398705188744,400.61727044332713,9.127620092789863e-06,0.0004431081977744361,0.09530361095165299
128,-652.1566572230956,737425.0635695341,712066.1728742331,123168.80518302818,66626.8482533705,48000.000000422726,17709.917283418534,2645.878040277259,3030.0928088060436,3133.8153142631904,364.1414240327122,691.0740257902719,1217.0653600155201,53950.07370041928,3418.9835907673655,414.00282644094966,8.509358020864273e-06,0.00044928195823953264,0.07852382934410068
129,-587.6831509526942,768044.7746578032,728702.9489504013,126650.44734235691,73103.04227344821,48000.000000000146,17378.794570881055,6757.904043910621,2637.9856126929476,2968.835063278602,421.84097733623423,1032.692145862359,1606.9400579773705,52807.12996450792,3216.1735771392355,414.168492798719,9.728941152085828e-06,0.00043556077335224453,0.089036897755895
130,-812.1436868862462,788710.6421213591,649071.6452345883,120947.42131907972,73035.52064151506,48144.27523170878,17152.40510681966,12884.489250906669,2896.403600149908,3025.9244354537827,236.90444145978387,940.4747439055709,1734.0184054216545,42262.4902180066,4839.804275442399,522.4988385422947,8.754447871477428e-06,0.00034344440375804424,0.08136289634229274
131,-535.5931501593843,769595.323198493,758873.5715093861,120572.1299283195,72897.08137870669,48000.00000046698,17104.072793303705,9278.196836873874,2385.5242305748284,2841.214893679584,183.56692340390637,1019.0641382004467,1684.0507519834034,46560.29218486004,3762.232769977143,464.11891155248685,1.1011479972195337e-05,0.0003922308529875452,0.07728876101113988
132,-655.58144216399,740172.7615221736,643017.5383149496,118328.13890803247,66553.62486201609,48000.00000000433,17640.43329307132,9792.633088568171,2785.8753222670166,3060.102560959081,117.61825659901487,846.9517603869785,1304.7900933333178,38941.11111898915,4830.283914756722,556.1380682355109,8.69047021358982e-06,0.0003388389488535881,0.07351803975563946
133,-653.3546936271225,794370.6694823495,753011.9041020472,121405.4971271164,76367.47928196535,48000.00000034888,16711.25387198568,8056.924234950552,2773.1389490794604,2992.020520034975,299.60400664692287,1461.0363459545572,1779.0655109208446,47934.729992531065,3695.9856459043067,482.62285107146096,9.20372391848314e-06,0.000369695445549672,0.07006211534418832
134,-680.8140839539625,768496.9666476365,692101.7368983547,121324.87623973755,68448.92454612578,48000.00000023667,17298.08237005868,13327.172545309577,2704.527177164668,2903.142718274656,236.59760279978013,883.1011228204644,1606.9364181016717,47940.22975010084,3642.0382770503447,459.9296723651404,1.0331599549000686e-05,0.0003839162441107191,0.08967445623711001
135,-629.915176319307,787832.8475114604,627248.0292913757,119944.57908738585,68497.49175849141,48000.000000209984,17255.502658209214,16147.583588297013,2630.2140458211725,2938.923538113195,183.99186622185732,846.5653496757009,1261.8336702144345,55827.80657685496,3297.480366355744,413.94642208271864,9.232772488391636e-06,0.0004611902974104056,0.0972315364652821
136,-641.9477393459754,774908.2257973108,606450.1935491542,121540.33889489707,70081.55891761121,48000.000000029395,17245.24316609229,16471.02694532981,2755.2573629567282,2903.7272626281633,253.4746285098074,1153.2429405089545,1410.2921637978259,46925.8968731899,3582.9836642318896,470.89288535210443,9.305912417568606e-06,0.0003976046330736215,0.09637591134524376
137,-566.6922781404605,809222.6694060744,717131.0930252154,117640.52947008083,64720.241503935504,48000.00000003843,16380.447998214235,15042.621449943743,2608.940471952874,3052.6844585520466,105.36903902201533,590.7146318001942,1202.9511864466278,50219.20968715738,3837.3157951762714,471.1586061687015,9.878429521704383e-06,0.00038282523622209987,0.07986418179306536
138,-497.6197751610441,790244.2311423174,706693.38391705,123976.84588008978,67526.95895137056,48000.000000205124,16806.70020705045,15165.626671579437,2777.1634516296494,2893.7535176576416,408.32874044549425,969.6499686119636,1154.3422117959112,51125.24215181944,3797.694262703883,439.0434440221068,1.0392967184993402e-05,0.000440678504659023,0.08278554811468392
139,-558.2591777539795,806601.9323823202,772082.8235987517,119212.8348459889,63166.92708462735,48000.000000000065,16481.53546380624,9085.70693777493,2597.5576259985683,3046.055242211033,159.58656476887577,450.78876269193444,1204.6366851569728,50716.60764534246,3762.0281716881595,448.7919690228366,1.0019544580366941e-05,0.00041399335726963893,0.07755512515142028
140,-817.5827329754873,760996.5024794627,709707.4267409743,118970.5079983736,60073.59303817022,48000.0000000172,17424.346650392214,7584.333593909438,2764.625267333859,3103.370727662615,157.1050656418781,235.00940075811175,1018.2601295248269,40704.177067662094,4607.29907985526,505.84326567670973,9.446328072296378e-06,0.0003813623075153038,0.08785464762428948
141,-654.6100811847484,755962.1992660526,570064.128972671,125117.17012050659,79275.16739893811,48000.000000000065,17563.070776375356,23185.387265061985,2345.3653466635574,2606.019966479872,396.9921179646629,1313.2920021988723,1865.1953294685761,49042.837682734855,3426.687766175982,435.70996769366826,1.1574223490738878e-05,0.0004119470147032063,0.09003603440115276
142,-595.9046688438872,732270.378904234,703256.9878930871,120015.58055718247,67795.01508727792,48000.000000241875,18115.210832364075,4068.9515393318247,2889.206374855693,2977.7581344280943,197.250021822084,1097.1853553306125,1464.5742518337638,60998.166747681804,2873.422391865261,399.6382995565296,1.0303850464848608e-05,0.0004933361979457002,0.11143950651426562
143,-755.2011431147653,738058.2828832469,721271.9811900787,121475.26121420477,64476.38855378125,48000.00000029184,17672.6011981075,2650.866519684231,2738.0031855708758,3082.9763104562408,306.04589462242683,599.6065046653923,1158.9937585881285,49819.958157267414,3447.557218439842,434.1559608952491,9.74239776928089e-06,0.00042484162318132704,0.07726903864940543
144,-738.7984234938576,782968.2979854409,739347.1534629766,118957.71571905847,62571.54587068298,48000.00000017409,17108.55665232001,5674.793489549888,2867.439279945924,3235.653565019301,186.41995283370267,451.9056393108708,942.4291721453759,46510.61565705239,3741.2232767713185,453.7439363493347,8.602759729347832e-06,0.0003808454351854021,0.07895913407888296
145,-567.8975017400178,786664.5712451615,752824.2606434987,118228.58774654205,60407.83913884948,48000.0000002122,17216.52853282965,6457.053955822644,2823.755143308898,3136.752180029421,110.78743864026363,274.9330857270847,880.499564181378,57367.78144960153,3265.4912241413253,445.0056258830969,9.639909529613818e-06,0.0004384803409838552,0.07116724657100414
146,-606.0237106205816,752579.6786605886,667641.5337000359,120089.22325553659,63504.647438294,48000.00000041087,17431.10958529737,11505.232483547981,2888.280882038299,2974.452200246278,208.41938037075883,553.4293536051316,1219.7133615245025,53881.15612250539,3602.6424115871614,444.35095937962336,1.0447997809980127e-05,0.00042065407464372053,0.08214661887472749
147,-773.2288740541703,779759.150927872,766687.9804387989,118494.00084784572,66843.17800964894,48000.000000480104,17132.884240460997,6638.366857551294,2604.252057732448,2976.100635492069,134.03492985325545,900.2235214252539,1294.567051207121,45928.37995986262,3828.3788391486964,516.8988955157592,1.0681176286154351e-05,0.000382111965267446,0.07982461983818301
148,-574.0294669778344,795716.6046767186,621807.2571295865,121469.80089829252,69215.53441858994,48000.000000038264,16840.84111870023,14225.819203498213,2611.737920922053,3005.363084201428,309.8917937529658,868.9029137863836,1526.336738421335,54748.140904490174,3098.5763529742617,420.006203411578,8.669510424256067e-06,0.0004822390989678534,0.10814033462076802
149,-706.5616877215185,795739.63495752,786836.734147147,118315.13651645159,63202.493643726615,48000.000000036474,16663.037956145752,1949.3725279561304,2801.3967711519317,3108.092576834028,143.49006248009292,399.11256961518035,1099.3625063068694,45498.48243360482,4780.665096891347,474.2141852211794,9.343194214325378e-06,0.00039186607349598837,0.08750927113274029
150,-605.6790481872799,764329.6769593799,697042.035056439,118528.85896876332,61903.24105797908,48000.00000032953,17236.27165734757,9351.249559964104,2671.517175034597,3064.553179100589,149.42876750614897,397.54153136398486,941.5684038092975,43855.6313222581,4115.689862504992,516.0443352858697,9.426540998733595e-06,0.0003390794807679258,0.06499044138910814
151,-740.9569313274536,768869.423377953,628075.1096159752,117908.41461061459,63903.585505925665,48000.00000006631,17227.42778695294,11449.68075291091,2852.766107171074,3182.7686977583085,104.3682787727296,578.4272531201067,1054.4458543464368,46978.42563467319,3723.0630426955363,471.6492375936698,7.766400705579916e-06,0.0003815029757689771,0.09173932614635129
152,-708.8851241273916,779331.7646490039,619649.9598956433,121669.95520694487,61011.26238788982,48000.00000037967,17023.015275612437,18038.046039361518,2457.34193719064,2990.653805164054,250.11215083368688,386.26192307515043,861.7554350721183,44076.67284843451,4191.428330973002,473.413774952012,9.53382822148951e-06,0.00035369286859650436,0.06949902113226296
153,-642.6989851033575,790071.2537980168,683782.8123499147,118729.88554063556,62495.07893683914,48000.00000045956,16963.305911604108,13586.994293142223,2748.962255123964,3046.851728988994,136.07917551514058,438.54461241413,1090.7672932833234,47576.61804884515,3678.742714933924,466.03269377949357,9.42696842754883e-06,0.0003910539303363756,0.08979766535107647
154,-689.8070702471687,751558.1844576928,697742.192157381,120511.06889513385,58749.82282100427,48000.000000000065,18022.166054681722,5301.722739495928,3005.5306320332948,3242.119506514499,223.0835153076722,209.8345994130031,1000.6257493294187,61107.25151442672,2870.908704552143,419.82864528453814,8.637707771820954e-06,0.00047497513526592285,0.08406194335318101
155,-752.3883168865727,759098.058446484,657083.81700879,122975.13216371197,75988.31177995977,48000.00000000041,17861.066380204527,16820.58727835517,2578.8369661047163,2802.4204858702724,308.45667349128047,1356.0749442191263,1959.0843608498008,56786.45631323587,2946.049939667802,416.7862856226231,1.1368690674965833e-05,0.00046228182282361874,0.11465661608536684
156,-574.2046600192291,732199.6666841729,694302.008970726,129819.41847992456,79829.59871077938,48000.00000007885,18058.811003160605,10338.568071544734,2504.3787104008725,2706.107908095322,550.5052847524612,1303.0074975074917,2520.8072167455016,45119.29921392529,3907.4483239291562,471.59987542788156,1.1395744960182526e-05,0.00040372108932127667,0.08353154973012629
157,-688.6518022592443,778125.3652924179,683567.85309631,118903.28347642024,65419.66104960019,48000.000000050284,17294.646872974652,13673.981795399437,2716.5447957498113,3014.389627161005,158.16522795824196,689.2589026309928,1318.1288080379204,52807.72611770045,3554.2693928620565,443.2598284992435,9.955241998517568e-06,0.0004412797692221166,0.0929097471565946
158,-751.3123671401488,772107.4480511358,655570.5123571686,120770.44725320752,65734.27578150968,48000.00000005634,17265.95928464847,13267.355776485847,2733.465597727197,2979.9760562450106,199.4025228245878,762.985431562298,1232.640735718487,51960.95535783125,3225.237406010329,446.99906027949515,9.689151632375613e-06,0.0004386244176770227,0.09414190125535504
159,-673.9892525983844,756945.681783098,659059.586380056,119075.97844708896,59957.895172093704,48000.000000000065,17252.86015704898,11369.518200031906,2750.409797465214,3063.393085357219,151.00921938691303,239.62216396483896,843.1584519113012,44365.893444674795,4162.375125257841,516.2917255846409,9.185511198295555e-06,0.00035639122579382847,0.0661917281174644
160,-712.0145415836593,747580.9992200575,747111.8296434603,119347.6421370367,65254.07375703871,48000.000000019245,17703.474211782403,120.04154783588008,2910.6087069146874,2939.185353495521,168.56442736411822,580.4587685754018,1618.347702643709,51228.14671933743,3606.7778117885714,470.19641148772627,1.1024707110492013e-05,0.0004441001033696842,0.07373531856367138
161,-734.0308643567398,781858.708442939,623200.7173088152,119248.95692674462,67307.4161597258,48000.000000029395,17082.60826565181,13841.2573242797,2694.699993035654,3120.844186740291,156.81622688478063,812.7942930904635,1232.9866651372838,50357.048794044,3509.724894083893,461.69111962516615,7.982514116255794e-06,0.00040049778107421126,0.08874615178499201
162,-594.3774630858444,787628.8868571871,785502.366003382,125815.02159419737,67739.73229270606,48000.00000015525,17005.02790463617,531.9833963578836,2807.9461465587447,3045.3945622109404,493.0196323094603,792.6889543031984,1258.8927766451588,42892.76401009275,4594.0000785572265,546.2687913775331,9.809218912230325e-06,0.0003267668370792491,0.06364335673741141
163,-579.5469457960401,792662.6784482274,655212.0159973898,119779.88699018108,65360.940760432415,48000.00000003221,17188.206306991637,13785.182142180296,2863.519683723132,3169.8284242350915,164.9190807905683,762.1263585173978,1291.8068976875143,56265.014630062185,2927.8492855555696,421.694203144997,8.776804662042598e-06,0.0004747035384286328,0.10565736719880393
164,-644.664543339691,796719.7514656784,614034.7737665017,118055.686252136,59872.237382120635,48000.00000038836,17307.730083902297,14025.139379901295,2865.352856437363,3179.6980403422567,99.0000911906216,238.34678648587342,998.8967684442891,56924.25903283034,3052.8440004629965,437.5451272277272,8.10695138612175e-06,0.00046317069341321855,0.0978632137586174
165,-855.6748103320037,742682.5767710014,740888.7231889749,117077.56485566271,63100.062081059674,48000.00000012924,17585.568624501902,463.5978124376246,2545.76662605754,3034.5940640180365,74.35779459325306,369.171932627621,878.7016992139636,45236.44987456184,3891.748254078578,492.07056847055975,1.0334231530290658e-05,0.0003984139851586453,0.0922715256437718
166,-615.9595706050143,783109.020860982,711727.7849725399,118688.75738620332,67564.27844018766,48000.000000517284,16728.783804258215,9513.360283691123,2606.142668321832,3012.3152152321654,128.57331817899262,686.2006677486667,1262.3955153705215,43532.761123018034,4856.028930218459,534.7314095022119,9.88035011147734e-06,0.00037069846425350877,0.07464832764812177
167,-771.3709323320538,811426.4833165109,811147.5696132961,119813.81989562059,61857.46578727904,48000.000000411295,16819.517969013054,101.55922223247025,2733.3117187892235,3076.5704738746454,227.59033772609328,491.24838194484363,1079.8146311416401,46546.595796177724,4090.7391305628903,491.02581385103997,1.0352966832227908e-05,0.00041150948714204925,0.1088996654623782
168,-641.136259539675,773220.1405072005,623294.6597561531,117927.22305523347,64905.44486674396,48000.00000043816,17532.559074809076,14582.068764772359,2729.8635843896786,2924.7060906486245,103.00611246856536,571.2806336628669,1259.3214568305075,52443.08896010397,3574.880014537867,449.8442936135061,9.187304717489843e-06,0.0004574215945704811,0.10576906021374273
169,-783.8735131526362,809432.7105054181,800430.5187637246,121913.00737184442,69289.20160384238,48000.000000000065,16866.67237009486,3277.2279475456385,2669.636473474179,2986.980000999005,296.85040890429394,886.1600900497931,1331.897493976562,53789.819302513424,3650.8594023045102,454.0164665790629,1.012777747834076e-05,0.00042369442051602756,0.08772770855082852
170,-523.0082732992279,832513.2827405266,619053.240504977,120294.25033154782,66267.16752806249,48000.00000020078,16504.19322721072,17265.169816423084,2710.5318224779253,3118.1827962657267,191.66293902410732,568.7263392871806,1097.0848401482474,51299.6088120629,3630.5368227918043,457.8687428214557,7.679235412417533e-06,0.0004060099412102555,0.09266802314243171
171,-644.1645915983491,773757.857467446,773241.3631907431,120799.88357219896,59954.671214784576,48000.00000039586,17811.77330506962,100.50816308229936,2768.4684906613047,3116.0765131426774,206.69573876235856,287.51091910202825,934.4920467153587,74161.27160423678,2556.283929604623,376.3303326845063,1.0304914469796784e-05,0.0005524341662844387,0.11365738689832719
172,-587.4394039282815,794516.6473440852,620324.6378646068,123856.25856839851,71650.74470182299,48000.00000047703,17076.278968615305,20245.795974281093,2669.083346651538,2817.321472278829,358.73016482211966,1488.1661021364373,1536.0728519782238,70905.66431123794,2825.817103439235,384.3715989383466,1.054241725471716e-05,0.0005053509134348735,0.10497516104664766
173,-546.0001622307175,752226.1747056718,728931.806932571,120336.16182545407,69701.82794023138,48000.000000544394,17237.32486290089,3401.072354191104,2662.8892511661866,3102.2126497737186,204.5997643414196,1141.2938380492167,1423.9705305137702,43185.78319937893,4499.984147792023,518.1712246033503,8.91232997992013e-06,0.0003251320265893514,0.06204404107724922
174,-665.6404313733312,787023.6490150407,741356.1777933235,120832.99754631793,62631.866480817494,48000.00000000032,17271.10916326119,5558.230715955857,2730.07089777966,3171.4727125845266,262.03030171241767,394.1156725826891,1108.4582346266805,57625.65664062736,2978.117093294244,426.0441490163609,8.81020618760759e-06,0.00043578322174396816,0.09446332625929894
175,-792.1583581291599,775100.111500933,630478.3066462011,123945.89976472556,78527.21879946416,48000.00000017153,17284.542792281016,16061.355686405148,2782.8702665003443,2831.366217449061,397.8975756291172,1476.5877770512718,1886.0365113285725,56640.71781338183,3164.5135731157807,433.6063814780607,1.0099759238573757e-05,0.00044818824690493457,0.09201582827922565
176,-548.9009588225495,769992.1968745372,667887.2303671872,118593.8327521875,64112.469281074045,48000.00000005813,16972.70975024403,11441.562614496266,2876.615409439003,3068.8475709463646,136.16034477756136,484.248032613549,996.6756117213507,44761.21798320914,4152.084560350419,493.09959652049173,8.805819847962495e-06,0.00038262325280455427,0.07210734311516924
177,-689.7476618119897,785334.4408434569,630281.2889744822,126022.3641846832,75989.85123212585,48000.00000000927,16877.775235978985,16225.061936199305,2707.9988894004123,2908.9969032298322,384.25737254779494,1175.76722445303,1684.7030411742858,51278.90101468569,3259.8330650444227,432.14503578857824,9.524392531924344e-06,0.00043438722673512075,0.07727676994549396
178,-695.8534265889584,773634.8358237055,674447.6707616118,120043.78289459845,63455.13985220926,48000.000000120795,17263.76242723337,8641.444125817408,2876.6648659310354,3137.4490465277067,209.8371522603787,406.8297012211819,1067.8798607378822,51186.31147614073,3553.8231371512334,441.8877304679945,7.774015534917945e-06,0.00043626502366604105,0.08764223462294891
179,-678.7438530748293,769126.53274295,638349.7228903191,121783.96628999259,69297.15990651435,48000.00000007629,17154.74546292286,25921.47843276939,2572.3019854756526,2783.6369374181018,251.98060978844833,1034.5729667023945,1360.6629216324397,39729.86912127017,4753.076987493108,540.7353192331934,1.0833188628527406e-05,0.00033938935182077683,0.07849792171939615
180,-912.9727653625896,706699.1755987788,644960.2795417906,119117.09209801878,63954.42107389616,48000.00000009053,18183.99743465393,7111.0841492630825,2629.406210615607,3067.296869296789,168.9161312384364,404.1074718156896,952.2973271855583,51234.9813725892,3148.305233389524,401.01894727367403,9.048563432028405e-06,0.00045069926136001966,0.08314322480457584
181,-815.4587981502602,749549.082653568,685577.4986868514,119158.31824337882,61187.518089962476,48000.00000000518,17560.158941990547,8947.463901657551,2789.528472607361,3089.669863327604,217.50001675220477,371.37313370650065,1066.0086111183857,53006.467291952074,3369.2917832911626,425.62547839927515,9.763643080027205e-06,0.00043976409790897274,0.09006421441796071
182,-584.0557346343436,798417.3991597517,798185.5060686087,122525.04364337916,67704.34956271532,48000.00000036406,17000.696862526172,405.99091882592626,2692.9910417521096,2930.165662853122,293.47046203709016,780.6664014545269,1426.8730517941822,56790.69953344719,3230.275628641593,435.07379672491004,1.1384036803456924e-05,0.0004457165665413731,0.09355546439726577
183,-646.7313219031566,786804.9203039642,646441.7330386585,119410.2904245274,65950.74010158768,48000.00000034726,17134.738057657058,12368.492126262538,2825.4590373724136,3092.222265167831,188.80705369798136,648.8218749073341,1349.2529993031199,51730.55203981675,3299.612693147055,467.9315012299404,8.470529956895859e-06,0.0004443202881805911,0.09144022227017523
184,-789.488545634036,807897.273458888,785003.0122497408,127053.6045984032,78280.62145878006,48000.00000000552,17024.81640497495,16235.423183042329,2520.655194646801,2817.6457620431593,432.113923982715,1310.380881419879,2057.2298310526394,53777.26292719713,3146.380258668639,438.1824569987609,1.06009506773467e-05,0.0004562358480315576,0.11658193327703795
185,-774.8880323194779,785533.1472084763,710061.7329896535,118611.66282019996,61043.852287917005,48000.000000386055,17222.179164750687,7981.994245680398,2746.244703716437,3228.954758628423,130.8447589674564,331.383037516466,1030.6423474629994,49297.029151720904,3615.8066548073925,469.78524277393643,8.722322675366199e-06,0.0003945513452747267,0.08599247149503259
186,-670.2505239653433,750973.1381822455,703482.3573981068,121504.19312056246,64760.89914236702,48000.00000001055,17842.26273429166,6043.302284561633,2810.1159810913086,3146.769857423918,241.69794934625494,573.7793901220882,1191.8100981846983,54822.95142993033,3116.573815715482,428.77121855579327,9.293360269824994e-06,0.0004324248112460008,0.09415935153546752
187,-728.6431241993281,764553.4048922452,705587.981289972,122442.27300464665,72861.81571590168,48000.00000000032,17328.202620844608,10069.667024617464,2786.715666160498,2917.511978887434,288.0139424929217,1181.16880971104,1929.9329488027686,48241.919776591014,3779.0218744446743,474.92235119877876,1.0596096365585049e-05,0.0004019865333791143,0.08200274151325687
188,-589.0738252684566,717529.9129902276,692953.0848174846,118682.8789283078,59814.02928411352,48000.00000001447,17987.198066729543,2975.3837942399114,2734.615069725337,3093.009901136238,175.05632838959653,222.70978987918892,855.1728921766606,44047.26972969602,3878.224253054149,468.89700565783465,9.290587212272232e-06,0.0003661089897884888,0.07821279277292936
189,-570.0986412281682,764077.7896929429,591133.227330336,117717.38992610027,60169.46731615734,48000.000000158914,17352.11897613194,12797.35190523054,2924.4216411391217,3182.5279959553873,104.8854657739486,233.17367299909185,1145.0459848655935,53838.9717013898,3307.983081078039,424.1310334366377,7.38623806556025e-06,0.0004439252984258409,0.07166400352659844
190,-618.8326431942905,792873.8449429434,740326.0279943516,119088.09917814478,61721.22842431853,48000.000000521715,16551.4150638981,24383.769803236453,2580.998769435634,2957.6004670463885,183.04978386091676,444.61029970497225,1150.0877505990654,47081.40985510779,4276.188854088403,484.60927083490384,1.1323803629437298e-05,0.00038039679809087845,0.07988248082598066
191,-653.1503139115125,799496.5210561997,735871.162069332,118734.21745602178,60789.092141584006,48000.00000027189,16935.0131749908,11609.578743963897,2582.7321228913816,3112.2903471974605,122.1444996461955,356.8008966651984,918.0262785922025,57522.73737909985,2930.2915274542383,443.1512213156566,9.713160018518967e-06,0.000433187011255457,0.08974652448593634
192,-775.9147349755411,793630.2213590457,778661.8527291649,123650.33638106853,69650.97112957659,48000.000000023,17349.96862805098,6079.28155454588,2760.015673382223,2911.5796482544247,349.94588669115313,999.2018483456593,2451.130964355877,52469.615538358004,3394.8335622713917,452.1363422897878,1.0990524711355899e-05,0.0004111439411278722,0.08836606573154
193,-605.3606043967901,775178.7748696813,617433.2372982532,120432.21928429483,64573.665120487,48000.00000000509,17395.807699003224,15862.94774022787,2624.9065635590614,2996.183789809871,222.4807970197256,577.7547746287199,1299.5697550989612,53922.33033348778,3476.541234072385,470.12313070067114,9.394671638590865e-06,0.00042357983288848533,0.07405997889848076
194,-675.5175825236836,780967.6498903015,713050.8301605347,119627.08650170363,61536.142949769346,48000.0000000056,17236.13196109117,12494.796250432273,2845.6641796685544,3052.8490368691564,220.58844428350878,429.4229262835761,1469.8128546931382,52415.07764000199,3620.967256810638,468.1823195107351,1.0466986832597652e-05,0.0004458438405419121,0.0731495073945874
195,-622.4865314362069,774250.793330589,727408.33411012,122234.78846765126,63270.65560619915,48000.000000372755,17001.358918813065,6737.823029130104,2890.8817424738354,3089.0541564644727,348.66134967717346,508.36676387945886,995.1517411183995,43925.33591401515,4060.936169187153,512.9123911016975,9.252417449441062e-06,0.00035060251177172194,0.06864440181233783
196,-741.4723519820476,782808.0223843777,767269.1046318738,120857.03547011915,63954.7699559912,48000.00000019455,17088.698830011308,1875.814570487686,2868.809301491457,3221.8675372197504,200.98686246164073,473.03152255053305,1214.1401995794101,57988.750027808106,3077.618421914154,439.9012805732125,8.409892028204136e-06,0.0004812941736954437,0.0964772841445753
197,-646.5797990349324,816120.0232989867,694728.5329539713,121915.31346829669,61142.72011011507,48000.00000007697,16360.38791445525,10796.58476082392,2973.2302981351795,3287.6515687026867,291.37238339527886,339.2132974310837,859.9104982191812,54945.54003799455,3115.1688228571898,458.9462298022621,7.60600565817077e-06,0.0004328023140074262,0.0944245503920399
198,-657.5907950123992,770250.2491091052,607850.6475894547,126583.55911023614,77299.29822398844,48000.000000128726,17265.022180408807,17402.392874190715,2534.639930525309,2715.001321672761,482.09647034346847,1424.4642122476332,1954.0948669659701,57168.39436795825,2984.8072808557113,411.0116335537382,1.0636754724425274e-05,0.0004547368908110992,0.09269322661754056
199,-570.0076226477929,743809.6520299605,742464.2554102726,117558.39935932629,61755.428829713055,48000.000000521206,17817.459948710348,313.22818279743905,2611.2459075059032,3048.143944524792,87.5378031330941,326.3887355945862,844.0581489179593,46330.9912023957,3869.9028251995364,477.06324103237796,1.0767908062677503e-05,0.00041527572097621774,0.09376409072703151
200,-527.8189583154982,741411.1250882176,738700.2722393691,119120.85673018867,63283.34625359339,48000.0000002186,17751.10240197246,365.29305064250985,2690.764818098852,3095.5552169748767,141.0340236446298,370.63265810065224,1022.7867362689786,48077.99786249124,3903.6743768265255,437.07778612567756,9.276304653876115e-06,0.00041143926872940916,0.10164183499846986
201,-625.9032342964176,800630.8121771807,615813.31107167,119118.80154450267,58659.70029861009,48000.00000034556,16941.688445487474,16562.512418363018,2557.0411509416977,3077.655829154779,148.77238287219222,176.91126978980697,794.1004276499949,56073.71749517623,3477.9190548639212,415.3970231349745,8.427331202296565e-06,0.00043349132534809047,0.08845177446241545
202,-852.9877626296311,712427.1805579554,694343.8203549798,119987.53259271345,62438.28496048298,48000.113691234976,18259.19365065006,2899.8938200549937,2743.9793801855653,3075.6526359524,185.41630209158978,523.6267443538514,1196.6870661500113,41328.251144671274,4227.851710087935,525.5898987917445,9.713518738948684e-06,0.0003790095615965938,0.07559499635393284
203,-629.4339521746763,813675.962104362,720283.0449443248,121565.84349859961,64859.641562410085,48672.16794621892,16773.640937299566,12868.226357162139,2856.3700608647837,3138.746580926969,285.1742749297795,519.1709172431476,1157.1259189784726,46854.49917489564,4656.410762724237,528.5302736149973,9.051801843948317e-06,0.0003979920379102494,0.08304478239773766
204,-600.1553471679001,772703.7055314049,633267.5988858521,120180.15032157853,59232.299335280215,48000.00000001618,17572.61806378702,14198.416118972144,2640.927416155334,3102.4081428442023,204.90196730613192,233.47441537750439,779.0767308272146,46573.70338679578,3643.7123621720434,480.3809732443726,8.689635665692519e-06,0.0003859893235173913,0.0904066969483218
205,-683.5004451195288,755923.7882678487,637934.9593701045,122305.64883300019,64352.350081070035,48000.000000075524,17698.023586867017,11805.087313722966,2635.0743202466156,3005.4729066634177,295.8506427999876,503.68628341453683,1273.976565743757,60669.81742041807,3391.3542343247027,401.97758369310503,8.866368052807898e-06,0.00048413311377577416,0.08723145318819547
206,-520.0214347233242,773699.7103585383,660078.6899150942,119221.28929030137,60962.045837871345,48000.000000127446,17486.970952664662,14186.152115921524,2555.6342778992876,2983.859272355213,157.8728226351417,296.8024508174796,988.4897201409577,43374.65912037352,3928.29261312168,495.21619225003974,1.0007727084741362e-05,0.00038621482809308457,0.08786382550693328
207,-551.2781484766963,778262.6720118085,700697.4339599636,120044.87239300147,63819.9951548526,48000.00000026208,17188.797828519524,18634.794847810736,2501.9193871611083,2968.586650091503,184.96398626692576,543.1087424907709,1320.5805943231298,42041.51813100153,4564.012563490206,519.6539940231103,1.0491164148405404e-05,0.00037251349331112436,0.08666372735181085
208,-560.4647642737337,837913.1412814836,764925.6454755886,121630.01170857453,67758.30198407559,48000.00000028391,15806.131898524416,17867.99432780324,2542.6528431947504,3049.3689619184734,245.11334505336262,752.6397225992655,1230.8479452513807,47898.18572758326,4087.054371004328,479.95854894200386,9.856631715772217e-06,0.00036615699368846286,0.08829887990643245
209,-531.5266610232034,779666.7165468383,653891.2354256227,120469.15519395724,64569.03370966682,48000.00000000041,17213.5053304686,10398.41026516206,2721.807125112703,3165.0023967759107,244.11195339230858,616.2537852002894,1108.871850131455,52708.97100969693,3508.5633480357365,458.33713860692797,8.025049207488258e-06,0.0004168167053803224,0.081124115238144
210,-567.5868986138506,789242.788667093,648243.8502875014,122613.4531544912,70832.65319734943,48000.00000045427,16788.850661594308,21814.032873922963,2542.7109133085046,2746.5990297224844,335.5512123999041,973.905240310945,1437.139481866476,56418.05917458763,3319.8930532623062,459.8717524863946,1.0819175038550007e-05,0.0004486336299823581,0.08469675247326953
211,-679.0037991341576,756472.8496678986,666717.2915080432,120331.68082106503,62561.1141200141,48000.000000119864,17318.604687284922,9309.867135959756,2597.7651789991955,3111.1389237411954,194.27967278748645,428.9029006132573,889.053907688196,46169.67512530502,4139.308161713576,524.1944642866084,9.157339521268834e-06,0.0003704054689181863,0.074343706887905
