sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_H_N,p_H_WN,m_ND
12,-406.583516154583,755445.0771537784,682988.6937020019,118415.73427188951,57610.78041502796,17909.910686377272,27166.316766648484,2705.2561651221513,3693.0639019547957,2554.584826212921,170.16936382468464,95.18585762430699,666.583953271183,0.09869344985727888,0.012315342977919835,2.0866620804380524e-06
13,-435.05014281392937,778160.3220712282,609174.9624329831,119032.53147988055,63254.44820622923,17236.549981944467,28609.727376420073,5863.925778134404,3796.4713441446565,2434.3750461127943,247.95105815593723,425.20559260918515,1064.5424863352798,0.1094813056866356,0.013665479216860496,1.019595885061758e-06
14,-365.9687289619785,748037.5229589314,727959.278577621,127850.98107581036,60687.19781516243,17539.686815890367,26515.974932304824,680.1212788409887,4064.4480413122697,2729.816409479443,607.3963876615683,216.581138790818,772.8075136314418,0.090019265588615,0.008233686514561182,6.580626656459846e-07
15,-397.91359935060746,786927.9992785593,630747.805086124,118805.58873864653,63438.10068524905,16932.121708395287,28663.94352481799,5438.325536307689,3617.7158970673972,2514.4434773248618,203.8808808491337,268.64267366427816,943.7161086781027,0.11008345573522585,0.011042612160083183,1.0000000028480739e-08
16,-415.3966010164374,715392.9990914564,662068.7929868506,116657.27154076664,61822.34433106824,18432.940546773796,25333.025455832387,1809.3879631906736,3801.8713395927866,2709.6920321515104,60.39948940188261,296.49697171497786,890.4305489422148,0.09922265781064935,0.008719704445594535,6.79059280004433e-08
17,-365.206629017389,772962.6786858708,733411.5598146778,125732.93361064617,66282.77324086611,17156.63803419237,27270.57756461198,1465.9035944770321,3533.201719462021,2711.1561804952426,513.6330224907077,496.38105730144827,1032.2961645998296,0.07972375732268507,0.010898060096362615,1.3793245985428672e-06
18,-290.75375045731266,759471.4600535769,667643.4761885088,124534.26497422432,71345.68102578842,17224.86622984148,27727.318850121097,3775.8682868998258,3361.8268897917083,2319.6482103704348,580.4155953916294,721.3236747955133,1414.7653585780104,0.10713840886629186,0.010941197029815176,2.662828455667741e-06
19,-312.6666477548835,734171.3548552865,682813.9059514962,117589.98763752545,61263.40115741487,17759.690043617153,27877.305637827736,3206.5094355273077,3033.897048246325,2278.887603388439,108.82112760359911,237.33847451092618,1014.4732821230298,0.09256233220263713,0.01265451244416477,5.844816175498746e-06
20,-303.6637535598436,771673.9362951327,659660.1530883032,168701.8938544348,104826.56553614305,17381.281741569,27489.915940432802,3790.966735326979,3781.459813194032,1799.255844726107,3098.7948213918007,3292.2311379372923,3424.962430149883,0.09632249039616685,0.01489863151975537,1.0000000007704149e-08
21,-309.38661319162543,798080.8817604963,729652.5340687667,119177.25524623919,60426.883022122754,16737.62719773507,28338.86764485986,3348.0101750027943,3283.8840640786298,2515.257718151699,178.397360528928,228.6407649249724,805.1276861673338,0.0932037997076207,0.008019031685522506,4.165535264668142e-06
22,-369.66243562479644,730337.8492523214,674982.0799017516,117920.13212500114,62113.05084710959,17731.507637534927,26663.27416109525,2248.0831964596196,3535.625384061161,2485.2346053074843,117.53071283521524,273.5729005294889,843.0024493536386,0.1090455551942608,0.008842471030883942,2.2896162000417117e-06
23,-413.22026327479716,769381.438625961,743296.2912452267,116995.32148623386,61157.90380001161,17185.62969182529,27623.730728857874,1070.8590451803052,3498.4159115162306,2544.2729558634824,97.24921312996543,292.74606171952803,894.287853211099,0.08814589569652591,0.013307491043306136,2.872631873827519e-06
24,-325.8921709260786,783881.2723515681,732853.3557922712,124433.05698777182,66616.23463818514,17189.51005030161,28861.884584356052,1735.9113646630633,4184.103148559013,2621.31119251223,639.5277169563523,530.2501665103673,1376.272521122988,0.09242668923672942,0.012396999571622182,5.427711920164592e-07
25,-371.2256851743318,778234.93481428,677391.5711435167,119420.01133089486,61912.247947047064,17049.069877976322,27506.989810485513,3761.925904990523,3559.1209161415286,2512.5301254717283,236.74280663961622,273.4122660892205,843.2306890520638,0.10707757723884206,0.010317942163279269,1.5885205254241422e-06
26,-580.74992584978,771361.8480418838,674458.3800218675,117931.96291604127,58753.82887730875,17587.347179103093,27083.452963800537,3339.2312410899167,3847.446055853579,2580.587193797173,177.95234248167668,134.1483645776074,660.2446701276506,0.10581828829115886,0.014270738234938537,9.093540316563338e-07
27,-347.90294156584883,751871.3627760774,719780.0123716524,124917.43464102369,65057.076413217655,17530.79504570514,26355.604200008707,1346.0906181143832,3807.369760795062,2551.8642688929112,620.1972219756702,418.91775670673053,970.3253116469607,0.08093852202927922,0.015367008658548228,2.2599385414422678e-06
28,-405.31832340424853,759429.851145799,681966.0552819257,117940.86146227256,58610.66496396109,17105.752827687284,27085.461622726532,7755.5314180038595,2735.241410639263,2306.1991927067784,155.00394499920353,144.23173790218064,800.4748230748199,0.055508555821592656,0.018954903835378095,8.19388423918017e-06
29,-360.1671090013753,767404.475623839,689643.8983384477,141621.21421870674,80846.56037246973,17024.097243783643,28271.474674167748,3353.6422847587473,3437.823310784958,2289.0670823506816,1428.984885935519,1087.4929829468304,2002.3682932565528,0.07523739758053884,0.013082706350146054,2.8856416055132677e-06
30,-292.2413339921454,753764.3892874517,674354.371199495,124174.5455415356,62146.445068118905,17195.391983033423,27422.721318576638,2535.7826287428993,4087.504804461523,2488.771568030053,592.0155756305501,324.322296994839,1001.3335693997172,0.10509493900023954,0.012609087574684845,1.019049550902755e-07
31,-453.56440969249337,777361.4908835478,749669.1857229889,117601.88374613067,59861.70065416529,16909.51158402345,28350.356082594855,979.5052335623554,3879.429349981473,2516.970538301124,115.73642151132904,225.38165287120873,708.4210739108208,0.09567296061023778,0.010851896226356572,1.9844866818970618e-06
32,-376.1127724222672,789638.1325966675,750481.4551116856,121348.42134986751,58572.08662621862,16748.298634165105,26768.675825855735,1720.1539823461687,3612.665480709838,2745.3250451430426,506.40778132986554,139.28043758040477,702.3494772928843,0.06448736549393252,0.0118033688555774,2.474148719092225e-06
33,-263.22431843024935,753730.5048829352,728227.4884935534,141979.3791564581,73337.65815915399,17501.50243195563,27698.2739010246,877.1667760597467,4234.513364318753,2616.313303263829,2112.8031647593502,934.4892978204756,1467.726980839697,0.07453477465511646,0.014776381425620698,1.2262867679721962e-07
34,-405.4569657343611,820225.6355442593,730291.3956290062,116443.31554967932,59458.0170739769,16264.452482620907,29150.52609604458,3518.762072334663,3704.2787309990817,2637.059812315119,54.55429896600547,156.55959663659524,773.7474579164979,0.09163356352398427,0.012167982632472504,2.328680464572463e-06
35,-485.87438080026084,799812.3686787962,677237.6443555005,117332.35728161967,59234.33262462807,16740.31789759887,28830.623991791825,7498.449475827797,2811.942760970191,2685.1578167986663,89.72151257125026,141.80455157283774,715.097726204911,0.055583544995575794,0.012972213988896074,5.352146499439612e-06
36,-387.86634068748754,763055.0151500797,711379.5292575657,117677.94551807523,62946.4772746277,17269.40716392726,27292.36016929737,1938.5373122786996,3771.5125543108325,2600.6912433653674,120.7685958912226,387.0569814630921,1102.6061923748553,0.09694875408730225,0.009293543260847494,1.2692052467012423e-06
37,-369.0238017265172,761453.261530076,742574.6828040511,117532.8454340624,65196.5477543395,17654.242425411438,29386.2917927508,733.1338066172285,3861.4069482451796,2617.868119595865,126.39162267516889,480.9956556455772,1127.5135209226075,0.09651881523871486,0.008443921079511788,2.3508792353123772e-06
38,-276.6936353471996,766342.9691600183,733808.4853815234,156137.01489584363,89608.95061465979,17378.998650183148,26770.575096846154,1049.2810641945225,4082.2120722059644,2090.9318368345666,2469.357501690333,1624.158509743526,2941.0748282355885,0.09675351617419818,0.014233619365796256,1.0000000044212617e-08
39,-338.0133490095278,745730.546038614,648882.7851928022,126801.44954850977,68697.39452538938,17606.716761427073,28204.59184517887,3350.907240408731,4044.6064861790237,2536.7147358081716,785.379196206469,718.0147755300889,1327.6596413731788,0.1017567183877021,0.0090280503969093,3.822698728712525e-08
40,-311.3538910866589,815985.5268825543,790543.6486783841,117711.49540275634,61003.5123380425,16599.978720551833,28331.639890327686,1376.9460889942136,3425.1187151809936,2547.362613755674,119.04838418532576,341.77451789989,879.7294322319939,0.08048201207269895,0.010609481207299558,4.676621317479909e-06
41,-486.4853152577978,781677.4886790658,722842.8725798792,127102.35959463494,64980.4957838288,17286.428413451704,27382.77337003197,2183.9961198320098,3567.1951920353895,2628.968895333852,713.2774783408486,430.8630259649884,1021.0909106540144,0.09124323907384316,0.009331939813100319,1.5477128119922623e-06
42,-382.8540482608772,751176.6112675881,682949.7005676151,116769.95380225196,62926.50250480705,17561.861282943417,28013.590175195935,2568.1142229664,3972.3671286201165,2454.9459148507776,79.86865437728336,329.09520751037434,1027.1674763886838,0.12114182950028625,0.007253067637714068,1.413570291127737e-06
43,-462.22813736961,774771.1067978793,755458.1422731035,119330.78619086438,61842.27722565868,17449.46278370156,28026.178112344904,788.3423825641621,3761.5715862590428,2679.455682928985,206.31892533639456,264.3318638437307,918.7418143194609,0.09341658669225855,0.009836514006501543,2.503984758431108e-06
44,-422.4067066595684,767504.7655074913,738521.2706676712,118855.4293636306,62890.02582255547,17259.47989280146,28292.67624170237,1171.804076551527,3573.8127708018988,2504.519262773292,168.82195396002476,352.0207653011125,948.2816382691952,0.09851123678831007,0.011483286152642597,2.5327818861398556e-06
45,-542.2693184042287,758536.380106212,676493.7611658579,118577.15133035058,62052.76890116926,17413.290864855775,26924.508542975498,3420.176030446331,3654.79573874229,2591.950277907177,186.9055980449527,348.73842893343607,995.9133572136354,0.08975089566025314,0.00999927492553643,2.3633056967382623e-06
46,-392.9803515228627,750532.6130219087,715562.5051967513,128617.70454082522,62483.18200927318,17269.88079157287,27830.072770219773,1480.9131885793777,3885.208668219259,2781.9725647009413,888.6481786990342,301.50570890716716,838.8225593452238,0.06396946990168151,0.01271893314900718,2.4704220804529807e-06
47,-621.8015904253434,722104.7502706823,716126.0776407244,117073.89910509603,59546.43692455093,17930.818727669088,26519.347232476215,210.36580090133324,3703.0315282225192,2494.6586092814327,85.97061543327355,146.45908146701427,728.5948238515904,0.11128831766793788,0.010113561816918309,1.1316265511747306e-06
48,-263.07881907749106,757522.0319889227,654693.1624454255,118012.01067655032,63012.759491150704,17260.366729605925,27402.05918585369,3892.6724366853773,3492.1432737739133,2387.4234433934566,150.66637118024215,343.0429185602266,870.8083454384038,0.10871967099032957,0.011296790727056485,1.526379783962981e-06
49,-431.3671332162519,801051.2070117041,730364.201961601,116620.3904497845,61696.41459184478,17000.030133744654,27933.36158206161,3223.8620542144163,3330.567980336056,2492.2135389189857,68.7686828504643,227.04985732835405,768.1342451475809,0.09082990994998721,0.01542172681319528,3.2812722468238125e-06
50,-470.6136124195811,802358.5568298345,767006.945505189,125065.77778771298,66093.51656126032,17059.12179090569,29462.79422707068,1479.584556606398,3558.9648170561504,2640.280297970211,550.2059989279517,564.7497212357465,1344.5807657466978,0.08732580481993127,0.008798441460531598,2.9328904066195797e-06
51,-336.4200140595723,742224.7208775884,698526.2645272728,123469.29349763985,63836.151187031646,17745.320492115028,27769.91983957151,1710.0133947637428,3676.2672533149325,2614.906488007075,439.0939603620513,396.1127681119325,938.4119851549596,0.08274444808199816,0.01001973298402809,1.7401010059678192e-06
52,-463.41610662496794,787600.1653698762,743212.3239880295,129323.42710053883,69653.74902852069,16657.161767021127,29361.456809716507,1559.0257522197746,3704.0167081601016,2591.607069712766,1000.4184338040504,696.6493606788737,1151.8019707016979,0.09348114208169958,0.010920233001136561,8.858404365930225e-07
53,-376.56966349386903,767687.4552026642,618238.4657637845,157400.43879608205,108032.10536661677,17572.954442391496,27832.51927855754,5319.7893351579605,3675.264068725464,1755.2227389182056,3061.4981989703124,2368.242488379063,3730.6880808881347,0.12072604664991518,0.010812347234653213,1.179742112494112e-07
54,-286.8374077003068,752783.4989675432,737980.3156351693,143305.84109815967,82696.36507973413,17616.18659775461,27720.515261800374,530.0751826470829,3977.330713891956,2160.997230351899,1841.330701090179,1561.4958440579246,2109.7357394661453,0.09799957644963381,0.012399249251126112,1.1186184006787063e-06
55,-271.1426569587892,722197.0401961849,712156.1436315337,118702.61347219722,61793.36339876749,17920.5002444399,27211.664505765155,401.3880433844943,3816.1354333657077,2761.512521351281,185.75154717437917,239.19035776954541,707.1709713118828,0.08545419683675987,0.013437234432017754,1.7343460480693583e-06
56,-390.59585467280476,747095.2222916846,659597.4607775672,123412.63274574159,61760.63544239887,17510.94719617661,28176.97540969032,3047.7418251644694,3819.3326083259335,2593.0147273691055,572.3173794739713,277.2029544077177,844.9333999417868,0.09262092431405484,0.01601036523923289,1.8129290868026973e-07
57,-331.94758282395594,715784.6512092935,697091.481146812,120529.84045141931,60815.35819039558,18241.091798630565,27122.312325987754,659.6217156231485,3940.9708999410796,2720.8048771808412,282.7187210626893,215.38464560460264,868.7797697144789,0.09275872695044353,0.009054050166000905,2.1317847615392083e-07
58,-368.9087770059929,748575.910200988,698965.9632375198,118774.9269489043,66124.4774095768,17478.541260523878,27583.843255854666,1961.3687403171375,3578.334900159067,2556.3513777995304,159.14824415340567,491.84369496695143,1083.516840601768,0.0905673335738666,0.007427340204471453,2.475260910738495e-06
59,-337.2447710618835,781133.0352503185,753558.138414506,118018.75522254645,58513.18185982314,17076.965242158527,27049.56514546112,1133.5651850715728,3801.928332515007,2642.4456951843877,139.17943802975321,140.61628215901337,660.4236037539862,0.08727643186677612,0.011000064630593965,2.6196109371598475e-06
60,-476.7023169763713,781618.0563273967,702613.7613370878,125465.77246609636,64359.5609264156,16848.074606969545,27840.555165635935,2633.9920433086927,4131.926395795644,2668.9048133309448,590.5088230876414,368.7391344248105,864.052642195558,0.08886726301223045,0.012587489768456262,1.0000000032750496e-08
61,-310.4285590606848,777058.4118992327,763489.6787296386,117947.59216010067,65839.04874092233,17154.780775300213,28112.89930777189,576.0627893665899,3644.161745675959,2411.9902844785847,134.99546218101653,490.083173325334,1005.8871900823684,0.11069754426246424,0.010835272360638377,2.705323334106838e-06
62,-359.4407486116461,749170.0129185476,720921.2989739707,129036.92587733269,65002.130360399526,17563.669913962705,27577.00359543551,1020.5672919388198,3891.1478436055495,2486.969056119495,1170.2626424727111,404.9217722579157,1116.9907765686899,0.0859674974790472,0.013911528996492176,6.594522575882038e-07
63,-376.73333638722204,744895.5454249035,722131.9499460382,133500.26494225158,64405.88951803622,17466.140562604436,28343.66228343244,772.2312852292392,3895.7910076953153,2650.5868333283215,1556.4153015874704,425.97005033650714,1154.8790134300511,0.0782845604344785,0.014043394657800036,1.355123726283823e-07
64,-218.79086318538873,765574.7324607427,744011.221124568,119097.78969769487,63072.681093622436,17348.31082797345,27787.32839201464,801.8730940383422,4006.610843635438,2736.8191760873024,194.32482641877016,326.165513351049,1041.8691820989332,0.0979837902352773,0.004501723182585567,1.5777438733945113e-06
65,-362.21411448689196,801265.4659401998,742548.9348528337,117074.26233234204,59169.8449732493,16773.04225218355,29397.981327468253,3138.2203855198536,3056.0222669805935,2533.567768940329,115.21837716790938,161.9752478894212,696.2612442231297,0.07787212375705253,0.014897308749367984,4.764754342896215e-06
66,-385.80495576290616,725892.8687859058,706433.5927082042,132551.63249385593,66780.79839115783,17869.14309192259,26221.71235818573,693.523193343446,3961.951030532885,2658.6616613690294,1101.7144888082291,512.3806771142772,1192.1891737079907,0.08081752303503113,0.010684877640927761,1.0000000012245086e-08
67,-362.2836044113499,714105.47968308,702289.953246594,119411.80345827194,58791.05003187923,18118.414269336416,26241.343087856465,458.73398126408443,3694.9477316378266,2679.7710399227367,265.14923740191205,138.84829169519588,740.6365044365152,0.08852077779259539,0.011322038112597643,1.6129116310813107e-06
68,-373.87202377427445,771809.1709449758,751923.193669293,123608.21842501906,59137.86824774087,17236.129774896584,27317.25081026213,656.5402464890598,4012.862340958257,2837.1828465340805,685.6772185148237,145.72267322077445,843.9823880969199,0.07744701872834474,0.017087774784180637,7.382176523935303e-08
69,-367.1822110860861,735297.8129117873,719615.5971808478,122859.00610123706,66764.70462668284,17627.85708814466,26470.1774628815,579.5838369010944,3922.861473983102,2448.178628857741,474.78588476457105,523.3866859919007,1069.0510362654745,0.10538019265450828,0.013254356468340068,1.193659073994613e-06
70,-404.7854677277272,698676.2434562555,670694.5915620291,127157.54493497967,64886.22390275232,18299.733348118287,26322.182446812996,1010.3751296172751,3751.605162888537,2623.339624111291,886.6495964818723,461.87105268516916,904.156421924646,0.08181924082971406,0.015233304851125772,2.162736206087336e-07
71,-369.9815608626747,769645.8595535107,749282.609674022,120418.02367770906,61767.00358672146,17216.116618099146,27118.38679365772,1464.1461281373963,3102.7289162863585,2394.717771161276,259.45661826616,297.9950410408244,876.3279417965725,0.08199862082832975,0.01087947268265213,6.376777985371827e-06
72,-439.7005247390402,741610.2342333994,722063.5622909574,125052.08276446989,61497.96993951414,18105.430533992814,26807.205324819475,757.9495239612017,3758.4216979229964,2834.26911144754,502.47412431772403,242.97622411490482,838.6676320119046,0.07661564082892214,0.009854284819959829,1.7003209286243534e-06
73,-370.45890870123355,767684.5117213809,716414.152915932,121295.55893829493,65488.331484880175,16981.928237634456,28972.78305904577,2223.169280105248,3327.9701244093694,2515.659371865871,335.40195612658204,398.9004053090399,933.049425431969,0.08199777837931785,0.013926008581718097,2.7717092559671734e-06
74,-377.30911654181784,748189.4919331572,709190.5335092911,123361.00335446006,62528.980598559756,17353.143069651753,27299.768365779917,1453.3828466009593,3758.721534051407,2552.6971841100208,519.1527680598816,302.3351611911839,915.810988652883,0.09621194661168511,0.011187973864742465,1.2496474171858632e-06
75,-332.41339354020687,775920.5703064095,749760.9030233761,129520.67251016859,67212.48706720494,17085.004094793967,28161.33149401804,1044.210112543676,3843.965667779878,2643.380970194608,847.766813271835,555.5612997427188,1418.492643719227,0.07499494044874878,0.010799632031098643,1.6495032990337715e-06
76,-391.03755876635705,722538.9651713907,714354.1457424873,130058.11354718097,62001.358954840594,17785.9901580894,27238.56527924283,330.0075554461808,3676.5910695748184,2814.7751357650177,950.799735647403,251.37475141744966,1050.4731059335481,0.062442190793820955,0.014687347649658974,1.5061646655533244e-06
77,-345.4076359474489,755935.2647099963,682931.330935477,120945.68358801887,63766.814255982805,17412.293522758413,27806.464282424833,3096.383196380081,3458.3458411039733,2398.0960071237646,401.5959915985825,418.0095575529059,842.0533021247655,0.0947924902982181,0.014227344551214235,2.638587595799726e-06
78,-343.0485509858499,787769.7388518424,686397.8550103531,121934.7940974729,60035.72271605757,16536.416436286196,28910.550609869995,3892.2944771891985,3623.088861982477,2706.8300259063535,371.3018386188327,203.0124165474991,873.8366350600962,0.07641447683184924,0.011322538405777302,1.3803250327836013e-06
79,-395.569552029398,796438.712059842,718297.6347834747,120844.0944109107,62800.57517873373,16817.896114053485,28586.900624452337,2966.737867336452,3526.3467186711127,2493.21275084036,270.3181556573602,375.72820339257584,895.6859336450658,0.10307171720092514,0.013143272285438563,1.4607283781234376e-06
80,-380.5888423833535,794259.4786267567,709166.4439489057,127723.67074663682,64499.07365988125,16890.112577465505,27813.04840300175,2824.8091678504024,3876.919020482763,2681.2117609438114,726.184928398418,366.4694205129164,798.7305834130523,0.09574747034615216,0.010694788717188694,2.422554851214736e-07
81,-268.6616148718919,779760.0431452518,718791.0728573519,130621.07326874674,64630.9400291814,17007.5014882096,28420.60885657597,2581.5252097273487,3709.1683962006364,2652.219330493529,1094.268840581347,429.93716084877326,991.8488094272512,0.07588298800493085,0.011272634138567545,1.7713313601283796e-06
82,-422.18693342636584,775926.9540943925,737692.7000405402,125895.62819574108,62153.17227419304,17285.588157077782,27858.863598684507,1424.158244751018,3769.7891741987514,2715.353843545297,808.0075787205459,333.3247879439475,1034.0575777135716,0.08730605578887862,0.010138309339693768,1.4844558621781917e-06
83,-389.06486298578153,755943.0743175353,715493.8799654096,122546.20315421237,60342.11750251827,17530.756532665644,27930.212873839046,1590.7437698916958,3705.503130691764,2541.580705104907,429.3340110923541,219.1376569089675,947.0960136323554,0.08457683164715327,0.012610556987232187,2.1376683248498423e-06
84,-441.1596805334433,757309.285257139,648338.2400779492,118860.796174687,60690.3591614922,17319.306448530104,26712.495939417175,6088.314991093412,3458.495818832525,2571.4565051506866,260.3580641327563,261.1754697488621,749.3295857656625,0.06389717881824854,0.013549372395026637,4.687946522725467e-06
85,-325.68619418656544,748942.5992249618,683336.5489187818,119374.82410978852,61418.453646123,17657.991862832845,27931.104200593938,2575.0283528760383,3717.386667642957,2782.5146474262556,224.39960767769065,293.77525847921925,972.7173742375459,0.08527906435531594,0.010888511620302485,1.379112193280716e-06
86,-391.76225910058207,733307.6241018977,699899.6518995641,122401.64802156367,71399.59544855327,17571.891468080394,27289.996038158457,1311.427362440764,3530.849065422277,2553.4999544639873,351.85030185615454,671.641619411129,1119.1875142907877,0.09532625327529883,0.007305724355678158,1.39241476866983e-06
87,-336.4296064960568,781137.6674747723,729470.9438332507,118739.79165182664,62356.15528974441,16982.46167045471,29204.671663334342,2405.762799493678,3327.864702696792,2509.7114062411047,208.14753105716747,289.0258086543091,927.705475413662,0.0805648853212557,0.014040858301649545,3.814767399810179e-06
88,-310.44443672685634,737059.5237431043,721548.3327531022,128486.41920971648,65128.47758366101,17580.78712686453,27571.993980401767,512.6377280561942,4048.1773567745404,2698.5987179353765,979.5670277460171,399.2767673848533,842.405418516086,0.08361285563599109,0.0124451005267577,1.3177394390056115e-07
89,-302.2894613127016,748140.3884594373,716424.2034197069,134215.7888492908,78155.2565978499,17459.025891760855,28407.03297187333,2060.845586732952,3030.0384084787656,2350.774854378791,1336.1240000233995,1001.7725782614638,1770.1867205244137,0.06090464711748531,0.01188958554845967,5.395299020653646e-06
90,-315.09154899287194,748208.853186888,704277.9483155843,121877.21568499209,63129.316906789776,17659.996534494025,27594.702576184445,2188.5612401356493,3375.054555150963,2515.615762087924,381.2118183012134,374.4565097673051,1124.5427977531435,0.06582462834379545,0.013242409509913492,4.09918814702833e-06
91,-422.88382401083174,715112.6360759751,683689.1775078932,131443.288359193,64708.35449133057,17805.750165437,26387.738158320946,1125.4820022822214,3803.2851430093356,2755.3531930876943,1036.1060065158558,378.68797089138224,1007.5987044874984,0.07925299497519069,0.014035150154506865,1.0000032226532025e-08
92,-444.4137907845418,725309.2080633661,656659.7234751626,167493.08301467964,106550.6497751846,17841.83050473251,26626.653908623888,2407.981753651694,3690.2362590490807,1793.278380327121,3456.538701042666,1914.5713619311496,2982.6110529316825,0.0907884691351804,0.012698510712227065,1.0000000000134665e-08
93,-330.6505566118744,779152.3103701628,732918.3072433673,117050.54107875511,61001.43194583747,17316.637061895235,27387.913435536593,1611.0668575517,4074.367829471958,2596.4511833770007,104.0436718365394,298.1896117129295,894.9701639319397,0.10308469927279078,0.012093038811404428,1.0653472116762089e-06
94,-339.2875888580279,781002.4749956895,712421.93345147,117454.09069735072,60880.251739443374,17179.115623321784,28358.699185219637,2480.241260060099,3826.1564826618114,2606.8932114156264,125.21243849931092,228.75133796467676,828.0731168720476,0.10592867927212139,0.007377908393114088,1.5521205179127599e-06
95,-388.473671694822,748912.2768836649,729569.7969772511,123070.13683449641,62659.66726721495,17585.71606920018,29034.6667994293,740.1410685896394,3915.169866919134,2770.2409642032553,425.0302083522325,320.9554062514395,922.1043129581986,0.08642167877385312,0.006918560624189642,1.6055557142735927e-06
96,-344.1738349668383,768925.3765152121,707620.7497137716,117833.05143114159,60890.816281018895,17400.725571740753,27787.443203267998,2502.863477961301,3521.079004474827,2584.5448746792285,118.21185812813773,240.06667718234726,910.8405611377111,0.0947373510453053,0.011553513248338882,2.6132245014940308e-06
97,-548.4194472094229,818639.8182428188,672083.118403808,124188.86715377276,62685.54002403754,16689.930065901084,29405.267194818356,5512.860904489015,3533.408629634643,2524.6112504191874,633.9028395086241,308.2490518872131,1053.4636819703032,0.08867073666331601,0.01532299473026559,1.741031223834392e-06
98,-313.1560542437958,736464.6196250498,602323.7317817634,164016.4920290066,103457.2764140683,17506.131396564953,26713.347121544084,4815.089984993277,3614.7124108911803,1819.4511117702202,2524.2007110057093,1931.7219343754314,2781.6741363559054,0.09364035697210703,0.015498098149822498,1.0000000001658211e-08
99,-330.57980153281426,757579.8583446007,741845.3437186915,131319.29769893867,63217.09582201129,17171.516646950233,27339.66455542203,590.1834357191846,3586.7536310098867,2608.7835822847787,1247.0742249795924,453.87878445986985,1034.2656688260936,0.07307185760943644,0.011104142775235517,1.539889184986774e-06
100,-348.9736803505771,771860.1144050095,731331.5079818203,118627.85907978272,63237.899276502874,17317.761755472304,27561.098544302036,1485.556611268799,4198.656996616816,2680.039986103642,195.98575687133643,336.0937696040977,1123.5075767368194,0.10835800330805859,0.006079133188847337,1.0281229133727292e-06
101,-304.85096517731904,746121.4032807759,672332.9345549272,118212.30822757582,59826.31500479777,17297.9945382993,27904.68722634503,3664.6252474686507,3288.240556781085,2579.2586291404564,142.69612920808137,185.65401370118232,737.5113431708915,0.0751843339884443,0.011226978125710187,3.9746452521681744e-06
102,-426.0627482030626,740848.5551918234,696996.3733432284,132699.58790461704,60318.00921472326,17451.534187346086,27844.70802836359,1601.745704998296,3885.44335073319,2853.1067054265795,1436.9954330863368,194.10579720667045,734.295894506689,0.06989092313631788,0.014824058931227267,3.123239208465762e-08
103,-370.01408255865465,784335.0581305919,654142.1462135994,116391.57368665304,59623.082252281994,16863.37490271259,27625.014389080032,4151.776800755528,3637.4216354343584,2570.9466760083533,56.713000371542,155.3943920149823,740.7477803938867,0.11075646906969787,0.010456863112095349,1.805285210049307e-07
104,-393.4083291756114,752685.8869466635,724382.0861516054,128352.43173810632,67495.25015101481,17285.056531481965,28469.893502832678,1240.5342141911797,3588.479262994393,2612.681398179532,716.7839757287308,562.3803694265873,986.7441353336064,0.07187145984081382,0.012114225168271969,2.197956055283666e-06
105,-289.63205641949247,745755.0588753554,708903.4468852563,165795.1339695083,105064.89012046873,17243.70215178151,26473.921839586863,1198.5997380712993,4096.907722956543,1712.8758656642744,3367.3431114149007,1883.1010705146452,2840.805082916812,0.10004108738358053,0.015612255651126634,1.0000000031472904e-08
106,-407.9621275154026,731616.866479861,660894.6764023844,122798.98430793163,60457.373743587916,17629.752794247208,28289.53493047089,2472.5512599246367,3832.4289802107064,2734.2309679082605,494.2136602728886,208.35150584635886,907.9130676305224,0.07816834734112812,0.010639084498992405,2.7430017408339067e-07
107,-580.34696585288,762990.4701966023,691328.9646698942,126638.75903641453,61341.21908924736,17137.269703595146,27824.44178483954,2406.848777377453,4057.9732799971084,2645.6404409479446,642.2669419125153,225.0299158254764,808.7932858204949,0.10043244971444733,0.01343298332946354,6.162483275293813e-08
108,-344.31263990204957,727774.443129594,705687.3168123867,119702.95968777403,60933.6904068541,17914.94160474022,26951.734927063415,772.2407297996923,3920.2122595348173,2574.086816913298,224.406772762376,251.38437386537478,886.032326447285,0.10176248892706913,0.008902804356604782,1.0123471367426953e-06
109,-301.16430734401655,793115.4601224124,671550.2974415274,139239.50940584115,66507.01439636899,17307.917877781496,28072.918763689497,4223.870217174822,3773.704278860607,2569.9158733448976,2053.976200330807,636.2651285497326,1385.0117657868182,0.07370504238733246,0.017927642604518023,1.0000000002232152e-08
110,-396.84464091541815,750389.0278519349,717621.5596492436,116598.19642921482,64081.96491312396,17396.53622751438,27355.162716528983,1384.966748764506,3320.6404320696,2473.417095252776,55.852064497200914,394.49607321749625,1337.0890420776373,0.10868346783021848,0.0057130224794063374,3.1507051750792103e-06
111,-358.6429277565605,742834.770108713,708500.5610039512,117739.16039297334,61509.49293893161,18084.333848733,27315.33846555485,1202.4568791896377,3940.136773721054,2623.854090905287,142.15229531593192,277.07623928422436,956.9165527433628,0.10563646715441481,0.010624986110986528,1.0024889004847012e-06
