sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_V_L
127,-527.7680425776568,786700.2398255228,739689.3477526524,117858.05034384568,62452.709299929506,48000.00000032902,17069.881504417393,1960.3702993164393,3673.237912799665,2987.377105016644,116.65683030646926,362.6048560006119,970.1974599702706,36204.489063196925,6197.332218394168,632.2242937605142,2.8371760142631076e-06,0.00025898567648242443,0.07690409692239053,0.04830458742473863
128,-590.5078953111414,786720.6360611534,703060.8066260793,116618.62569190325,66347.94719338608,48000.000000775464,16580.27283609156,3200.907144724681,3582.343428885297,2903.168106667193,60.399214800565055,598.3591997843648,1101.239597452865,31400.70402152953,9818.2147879338,764.0082960670015,1.5574709013145877e-06,0.00014222165685251462,0.08507143769459154,0.017204281517265302
129,-620.8496417310745,725994.8635609085,649323.8202586506,117819.63339477399,65519.89219715983,48000.00000007467,18125.801525104518,2738.9291507694384,3860.1656193603367,2804.5805893199827,104.68633889641376,610.039515469569,1234.295806386427,32781.135689642026,6825.55511513352,683.6234050392047,1.0000000119509328e-08,0.00022092289912021542,0.09678978511642433,0.04592841406845616
130,-584.9061742669602,798561.7489974826,699234.8823708125,119869.78620438982,71031.33003342108,48000.00000004611,16986.438592582253,3319.4192607102523,3825.670195611958,2691.273585220274,230.28917595566497,683.1178860643935,1479.112001206746,36349.9587301098,6915.956688927749,650.8671960066673,1.4379458418399632e-06,0.00024408288456645105,0.10550985089233655,0.04270289119664422
131,-486.14429941451505,787438.3325883704,731064.9067397668,118713.38439006236,68071.60300237052,55589.791771790064,16836.436194851536,2382.0367779986027,3520.3367747253064,2632.422563331891,142.17310250611743,825.2854194721676,1484.4936108674976,31028.00182980021,10237.650198707292,887.4806064458561,3.1518791028890107e-06,0.00014241042105403234,0.10295836792158995,0.03344576410233436
132,-590.9145255646753,753137.949744473,688554.058629591,118551.87703386668,69408.15192964645,55747.40098253972,17599.316286073867,2347.904440980625,3897.9011138142523,2713.8938369261214,138.63253081627738,727.6460380265681,1242.177016093971,30268.337616564073,11594.817034523596,903.6137623016405,1.2286808444633179e-06,0.0001436547848045178,0.10660032257669597,0.02862946298177928
133,-605.3090630901172,785837.970830551,718628.7444836891,118113.73169224859,63400.97604980408,48000.000000315544,16901.63422055507,2270.7771637368573,3961.197021875255,2904.8820272731414,128.22219658079476,342.29210768846883,896.3198087127952,29711.408559786818,11964.28296165953,848.6271246654863,6.986511535947684e-07,0.00013180108908047707,0.0990108259267447,0.022937148262887258
134,-433.5617977173782,805795.0760344315,658257.8323595041,118726.03234247325,66063.20876942092,48000.00000052922,16176.645987639069,5290.641616995635,3769.8658328624456,2784.7501108961146,155.60067636722385,518.3241835028067,1106.0641233526223,35203.541767822535,7381.263587558493,685.8789166134435,9.971778420675526e-07,0.00020928370163795436,0.08803683522602634,0.03344035489653269
135,-561.6107650502942,758983.19253019,703624.7707279591,120697.55984297968,61802.1014257306,48000.00000091061,17585.331346327075,2249.645610268634,3667.487121456234,3257.683783185315,247.5782732121462,290.0221425321871,999.4989261561107,32800.90027023447,7522.134865736023,652.8352462378883,1.7450231115617439e-06,0.00022584099224288125,0.0551439006804451,0.048835238993390595
136,-463.35574071599456,779761.6184222016,706274.426653885,118534.50796567077,71574.4892334418,48000.000000000065,16909.792431959835,2538.9201649613124,3712.0110816571264,2867.904281118721,135.8828875582311,832.1076112118419,1248.7438590906131,34058.907984381454,8070.122332595917,729.1772654149576,7.724549792127216e-07,0.00018925024757924345,0.08209249311747438,0.02386964840064876
137,-518.4113816676111,763803.7869876754,707695.1571557953,118746.15466580793,62211.64759376309,51862.616698222744,17546.095114820775,1954.3084800839968,4092.4320398209493,2922.8807580552048,165.86440948216182,403.10715909423334,927.4606319637979,30515.233591417164,13650.632744297416,875.5340754086659,3.0360867158759713e-07,0.00014741791321421462,0.10083846004098161,0.02030952873608521
138,-502.80000263796774,772879.8295455249,748597.0891983478,119681.85356185556,59838.92253832053,48000.00000014356,17221.21042248277,1098.7610850549631,3420.9735910360782,2914.546241073686,189.24729031876043,208.36299317762925,758.9141054499653,33355.5544435932,6604.383679374798,689.1922251562606,3.579055814090333e-06,0.0002271976467362527,0.06575921229744265,0.051748854558375024
139,-542.2505220466469,768469.2851684993,691799.7282304242,118781.86329110024,64881.62672251425,48000.000001706816,17186.985083116928,3127.218059661201,3807.1085285487734,2986.8516192746492,171.3442093198291,469.548796518421,1150.5757151743799,31577.842669286078,9503.18360383718,763.4110244042693,1.8126098358920102e-06,0.00018149006989196895,0.07889423166979626,0.024772691142528013
140,-673.3991783243214,808078.488934392,757139.5707582256,118076.07134078903,61985.7640598021,48000.00000010639,16688.244849873066,1930.8784634053413,3808.419574335816,2960.385397974615,116.59588671462869,325.49235972966795,968.6332732728731,37145.22751915678,5677.079171745671,616.8434681901458,2.2403924021370185e-06,0.0002779372365479327,0.08391775332458697,0.058861765760045
141,-758.7176201169283,787054.4713832187,769203.6716704798,116546.73059886039,59059.98671030985,48202.98212917394,17156.4306831207,573.6884703672395,4367.417834072644,3142.8681897239294,54.09436229308722,212.16014596257972,791.1517859056441,30309.363704534946,9352.81866142345,792.2893298731559,4.3896499468279296e-07,0.0001572075555694783,0.0923136369415312,0.025598696326079147
142,-588.1526810264986,762141.4037596972,712916.7215212622,119363.58093354947,62610.80555837918,54717.04027982053,17112.324110990266,2152.383040981751,3753.3012186370597,3045.1345339413824,184.67274791336007,350.0619772008129,965.6342285323941,32465.548799218897,8284.814212077436,866.6191928048546,2.5152646106203233e-06,0.00017682216209290755,0.06451074078540782,0.03462186264283329
