sample,ll,T_NDH,T_OOA,T_LS,T_L_S,N_Anc,N_Vin,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY,p_H_N,p_N_OOA,p_L_S
150,-153.9742100315106,807467.6209322935,53862.60362486756,52777.7296640274,20711.448668311103,16639.41141472484,2403.8175123407145,28481.529833572244,22258.611485346373,81.07766162225772,4963.038692376037,19999.999999899264,1569.3303985127245,1.000000002450994e-08,4.2374870733039325e-05,0.11320235988380055,0.019401887150221852,0.4413461972277556
151,-156.32588529552822,765471.9989451887,54134.00580232073,52193.745242687204,24894.971939834253,17157.35366910645,2564.272498028773,30156.64234812563,14318.195140477583,125.39221874169267,5910.07167047707,5696.64987610295,1416.2504983325045,4.713846328525889e-05,6.342851511284847e-05,0.10066447085839318,0.023640853813440534,0.5114491021840257
152,-135.37063759506498,824983.7315245974,53361.4445561054,51945.396683705694,26283.775365172947,16636.898365817946,2260.0482739780387,28459.36679204464,23161.08269789152,104.21148516778248,7054.223717956036,2877.444343165009,1296.2352462460192,3.617091500007756e-06,6.214953923593573e-05,0.13518743782257492,0.024703252262135638,0.5284682381975548
153,-181.04544855028738,780351.9337932117,57152.126468585986,55550.187450458376,24588.142906653837,17190.489270450307,2325.7683222760033,27814.680429159707,19861.500494403608,122.32621008338836,5682.490525992563,19999.482811232207,1432.453491241865,1.000000002683537e-08,6.402815447241559e-05,0.13310343554826992,0.024939146124590306,0.5242865988117374
154,-169.35239047953468,803051.9211339646,55992.82045007373,54707.3703796655,13128.25970240297,17096.660350358612,2536.7077875263335,30740.577456665756,15282.25333512445,96.14946565910222,3105.828123263544,2007.4105221136037,1519.5156989640739,1.0000000049506053e-08,7.641537588682265e-05,0.1186072366517926,0.007508624398416959,0.3654378898013346
155,-150.97130326875663,806471.9831139183,53556.40074911501,52139.59091303181,25270.330900708275,17155.29533734702,2296.5952650940935,28841.375333251046,24024.04717036815,98.78778748990996,5079.990215047509,659.6494392992311,1642.3070562189266,2.168934496078025e-05,4.016451058335735e-05,0.15686439193286553,0.02344576005174713,0.4508154187071012
156,-203.3116132681617,787064.5360256307,56748.44136241188,55046.89219969873,20578.44598940132,17441.648304018196,2278.0338874749746,28831.355343782117,18880.234135569972,119.21524177218551,4213.475299704729,2106.895539881886,1388.5931841942931,1.0000000076251379e-08,8.839604054329715e-05,0.15665118200393582,0.022132558694935436,0.4290535519939744
157,-138.16960715454366,805438.1712246712,56191.91782981606,55309.76070304443,22976.60255477025,16772.18591914246,2591.5176776833755,30684.749662517806,20226.913145815328,60.962487844036005,4691.40561752055,6321.146122020025,1581.1532756814893,3.778592110668305e-05,6.270056996697483e-05,0.10938783812717566,0.020624550166751476,0.5138864600298036
158,-204.73350660098635,813055.0794143894,51555.672140216506,49216.342951934996,9417.543643089286,16487.22304710548,2504.250811634952,29103.957655321192,21614.20610471035,160.80453439241978,4357.113266639513,19999.999999975043,1535.4927883572855,1.000000001002844e-08,5.330080299048858e-05,0.11082016802054415,0.01863578949075785,0.27708376065958734
159,-102.19812707089214,796013.2014133139,52803.31518393844,51125.52318259204,25789.29255345134,16903.433816960256,2357.543041123075,29476.062994183372,17038.851295198318,106.23837337558489,6334.982220350661,1342.5087162009659,1496.088885471657,1.6151475448619628e-05,6.543298284127826e-05,0.12487561247787984,0.018725559422038525,0.4737877383114365
160,-179.85504960082437,794285.8805755449,55925.48912888794,54294.63611939615,10147.804662875054,17367.959491787395,2290.0140846735508,29571.764281395746,16426.820861700096,98.76104214308371,3732.6265573292158,3364.3537829581273,1525.4910785951192,1.0000000003954686e-08,9.73825948335018e-05,0.16486554364768127,0.018425252210958757,0.35529890482773036
161,-150.3032141123692,837306.422875536,57248.42548872411,55719.967227119516,26632.168595358627,16315.64485577274,2348.489372689877,30226.53425269692,18693.619225054947,108.96700004684341,5594.305841052135,1270.2024594217678,1474.0768544592604,1.0000000026363783e-08,6.838401286542106e-05,0.1358989190044191,0.023869477150931948,0.48515421113975554
162,-146.7157203418792,808134.2063356072,52533.34863298313,52240.44178744751,24663.780779140998,16883.55279494224,2478.095972383975,28342.597690181083,30755.797870285063,22.324569890442337,6857.58997149294,19999.999999729123,1701.1741352208649,6.502150595053459e-06,2.7390802513715228e-05,0.10623230861489517,0.019850448603129154,0.5398162810751177
163,-123.35586383577191,826699.9403889845,55618.02203326613,54451.32177828205,17803.986024872254,16675.520807492056,2370.997542341314,28777.65813057619,21590.822776138986,93.6792167785972,3826.2181725231417,19999.99999978206,1540.4499563924228,1.0000000247473565e-08,6.271556255770563e-05,0.14926233497840255,0.02290674118779198,0.42800062565141356
164,-165.30181218548213,822700.2040916762,57479.14493018685,56400.52087046802,32957.634384648394,16666.295282021787,2666.7366769426562,31339.387740462505,16039.965744426976,85.121085944382,7681.6789851222975,8639.891279452584,1776.5190224292257,5.897851567863329e-05,3.927137279269582e-05,0.10747918159644156,0.016685417866195595,0.799999999999951
165,-115.92946068826839,824529.6334631449,55111.92762660703,53027.58411694403,31999.51627289147,16147.358519126772,2412.58852260324,31096.57393715091,16559.56020266335,138.03557828485668,7320.704190834336,1056.14509359921,1573.362750787126,2.6267072998905763e-05,6.709191042371513e-05,0.1100050559581708,0.01859594197420447,0.6970819184293642
166,-122.36318993250319,802346.5872690105,53420.685157319094,51747.88003642378,25571.635742800707,16703.98809926556,2261.989896370955,28699.07283343334,31956.623351486018,117.5374481300532,4423.323812473004,1759.5635652780516,1543.3133276797241,1.0694199425480186e-05,6.745207250852801e-05,0.1358907601212482,0.025542618656695933,0.5023216172377926
167,-166.02046258380423,809827.3604587612,54060.94427634999,53596.7114395763,21800.63859869466,16695.909393101236,2474.710318919703,30241.109027935254,19851.755719974102,31.861797119470097,5915.426641796276,19999.99999993511,1434.665333011252,1.0000000112294477e-08,8.651117646411616e-05,0.11306462781398437,0.030469735822184412,0.5109123349214342
168,-141.5771320877688,780550.2860739233,55236.9733336988,53993.44708779827,24014.074402828097,17138.698402158443,2589.2716772490267,31810.152362677974,15680.239198085626,74.53928107608812,4254.652036041976,1716.0616142114802,1607.5163558661743,6.961938597840105e-05,7.02070210165216e-05,0.09999824985561713,0.025160129416994744,0.5759985470635215
169,-150.47432148981818,810957.4861825735,54359.74726383603,49828.74542509419,14695.280018412306,16937.870321234714,2263.466010263432,29788.07256506925,23999.53983278491,287.32957235041465,5877.902245476963,9927.153266881956,1446.6979229650487,1.2737617329621248e-05,6.812032901400168e-05,0.12923777318633597,0.02563818455214053,0.3382124256880948
170,-121.34715328597011,852611.0623494332,53753.46604521497,50851.629295764506,23521.588159100833,16192.098008435272,2391.5505261790695,31874.91888656355,16151.1859201913,168.53223822647865,4429.054968205627,19999.999999929994,1490.3785335270297,5.139375960545994e-05,6.132950041981313e-05,0.11858977613027226,0.026713126887077998,0.4712863495719646
171,-171.62226700841586,753527.1344007234,54248.70672432692,52550.808167176176,9982.826016783518,17530.149454498503,2568.7432164084244,30297.763330778245,14053.965247108725,115.2687948178158,4494.543775512455,19999.999999937067,1422.5695736677333,1.0000000013890206e-08,9.375461858925253e-05,0.09774233559255523,0.013163726016899262,0.3357622111318093
172,-124.4473227917766,758242.3278209625,52472.26568245631,51349.985551450205,28673.930444229693,17286.848639728465,2518.878694107866,28069.008412035633,41344.48258578738,81.80656289154183,8384.634437333461,635.2889096361047,1717.6398660437073,1.0087073821079693e-05,3.123532874397306e-05,0.10286955529673712,0.015201141462743059,0.5446313402079567
173,-114.52066119265177,784524.5937363668,51391.864916585415,49273.534702477664,30901.974649115098,16883.32208331237,2497.5491717760046,29842.929483684737,17805.30742987824,137.31544447945933,5763.625050043901,19999.999999807107,1454.3469283444888,3.534420388322599e-05,4.985138405503361e-05,0.10934688576086196,0.018863426389694973,0.6399518122719815
174,-146.223672339912,777374.1457838266,54992.11614707547,53753.6334180484,31780.144522594223,17150.167263327352,2474.363965245721,27661.95438072119,28361.474651864504,103.61263816143007,6184.7522446655275,2315.420264762706,1708.4632413092488,1.0000000066659017e-08,2.44899090179201e-05,0.1086977880422157,0.015054619995236013,0.5661589322465996
175,-121.91827880216825,788465.7657540791,52161.17003047891,50595.50765269,13219.177609262688,16999.12001079301,2483.1307944359637,28794.51742733598,26513.420527247756,112.94896981533769,3758.971273033633,2508.713554578375,1572.8692486669984,1.0000000066067348e-08,4.8222804583752853e-05,0.11241510348742872,0.017045550864313586,0.31788557194372435
176,-122.35580716677813,767528.9132302157,58491.74785049245,56729.39119486259,23434.008958284427,16970.87938343974,2472.911607466521,29740.292573295996,15162.91843602768,132.63806893526302,3856.5021967063785,19999.99999998165,1362.350367531618,7.666707100008245e-06,9.28941563852489e-05,0.10405058529094748,0.017890796762172204,0.4854632228984019
177,-135.42197348293124,770530.9078257615,52341.80977369335,51334.71953863699,20545.803930211885,16992.76961307626,2545.032294374717,27956.81830971726,17071.6421386146,72.15337707440473,4557.978327104311,19999.999999972522,1494.4982814148727,1.614269471069888e-05,5.638565687098779e-05,0.10512574234643392,0.01247263997405055,0.392649508136541
178,-150.5221267724209,786765.0180091929,54267.19945392164,52188.81710893468,28446.22008273594,17144.483412966238,2288.0539636092863,28258.170663058852,27632.928677549025,159.03608397844383,4931.938198444145,8125.018596807857,1425.3257750148223,1.00000000663408e-08,6.702133389407605e-05,0.1317373031367081,0.021228615892683447,0.527470792775878
179,-103.13210143651165,835657.7954328331,53445.539180276006,52416.29344373209,23013.061309670153,16488.468160273933,2372.582654767249,28799.215024890378,23306.273557052806,72.3738307299451,4670.155724074274,8673.838795836082,1492.795965631801,4.32575533949752e-06,6.5654596495901e-05,0.13232931231074904,0.02671929009074482,0.5014664539468108
180,-121.39241157547372,773296.1298107555,52937.64427179483,50808.327604471226,34399.32015193771,17082.722435563148,2414.187149213286,29344.461009363713,15450.86145627606,137.9393816560411,9999.99999999999,750.3299943760187,1317.5528736327979,3.442626732590093e-05,7.253940712669784e-05,0.1151563997373825,0.014105686273504921,0.7489984075850892
181,-97.85573251976446,815623.5391769453,52898.670558751895,52323.73550100138,13247.793144041894,16566.25072574211,2411.9184419407457,31768.898237795627,14121.840232695231,34.37582482797198,3423.377253933331,19999.999999945805,1332.5020273745292,2.9973441307376577e-05,9.120002864889339e-05,0.13366280062298502,0.020054364622488562,0.344379775045734
182,-216.0988843799816,787163.7161842063,52130.59436719449,51441.08021418356,20201.418705843927,17153.165789270777,2298.109119604966,28409.484022409528,22504.721956558813,49.782606626843595,7098.86859378791,19999.99999983077,1596.8790448699733,1.0000000253909981e-08,5.0423476828181785e-05,0.1498803563118505,0.01587424538623731,0.40317752089182424
183,-146.43884881996058,820378.8044798345,53496.91026175331,51929.445827740725,9242.406788415507,16545.039369477796,2458.9027924284032,29734.174377051513,18964.6280928484,110.0673885222825,3199.1650578866374,19999.999999924632,1607.4314159680996,1.0000000102332383e-08,6.924865379418737e-05,0.123525568256904,0.01960312922081317,0.332041467071249
184,-220.02204455041613,814941.0037861099,54193.76639003371,53059.38853955198,21666.411199453687,16565.17675421238,2472.6529470691457,29453.843608569663,21702.91713107612,90.45876686464291,5234.317433691428,1025.3939796821178,1495.2113527597205,1.000000005967328e-08,6.126029355986171e-05,0.10958556098603754,0.022939748351768187,0.4474329395418643
185,-144.9131733986071,832546.4342927972,59037.75974757809,57442.866595243,24158.177101595462,16436.14621317221,2503.8264843456845,30159.13071468476,18231.23471395669,132.53153352027803,4692.2186926690965,19999.999999869528,1494.257721038437,1.0000000017626451e-08,6.464644644092267e-05,0.11452628095003298,0.0218742034006623,0.5342184813677977
186,-103.39581734656608,820840.5611670736,55772.34441835302,54003.77070284246,24060.163819978137,16707.17857198248,2418.547038823815,32315.994763782408,13155.661229861178,111.57752790059482,4840.689504399808,2636.6089993637293,1476.0981814141464,4.194003233843408e-05,6.984431387566937e-05,0.13114184359906236,0.01797662800051258,0.5016095514063432
187,-125.02913487015891,790107.0673628422,57992.37622006579,56176.2224566575,28406.386442196068,17047.44454168323,2475.015337323439,28890.270376314285,24358.993056197396,142.2413457111101,5676.452957850873,694.6900138986252,1552.3813030278752,1.0000000269608855e-08,6.405871486289963e-05,0.12845334612157228,0.01977362940161772,0.5656839417278496
188,-142.23646859124676,795349.157712023,53825.673631453574,52647.05338296468,31645.84904463171,16821.350250488213,2482.658596636124,30358.598835234996,14623.112858601482,80.99843954201057,6755.674405403533,1089.5872615428932,1369.0614992235164,4.841997066319854e-05,5.828084803052525e-05,0.1086405484788911,0.022687298844864943,0.6883223431345963
189,-126.9563669333932,776461.9555335286,55046.219003795624,53426.70861823927,11706.655220044895,17214.069567732575,2642.878784711988,31180.5486003366,11421.392036362433,102.05789418114003,2590.645731715272,10201.584914107136,1200.0431935829024,3.6230919517545084e-05,0.00011237378665726272,0.11187362052223686,0.021665301744159746,0.3691727525114325
190,-99.2280433110868,826761.7654961116,53284.27523512538,51087.73271863955,25789.948159330314,16270.378270749363,2255.633946919526,31521.137107903654,14683.620865538229,132.39594689231643,4484.366343000423,19999.999999981686,1405.7674703660025,6.175535804945267e-05,7.116354879690539e-05,0.1589255790146595,0.024118005420622198,0.5527649814404079
191,-137.51548909020397,819479.9430797861,52582.060170602745,51623.072629330134,31400.64040580777,16491.438048149314,2452.447510060124,28990.28576297484,21358.928539940134,74.97424416017323,7285.282160932076,1229.5122223412486,1689.667258568691,1.975148134141216e-06,2.985954018696113e-05,0.11237469105455997,0.01671664512536399,0.5762793113249179
192,-189.23140547850645,789939.3153272319,52969.090026024875,51650.192534206886,24317.33411704213,17753.067439950493,2430.2919767674866,26428.451249729733,68895.88362535244,107.3704456218464,6255.415728218825,897.915628237582,1706.3591892334618,1.0000000029846224e-08,1.5294099932174267e-05,0.1489436970916646,0.022158297686301415,0.4368269844062908
193,-110.85520276739099,796443.7491708713,52063.1019313528,50756.14695230734,13693.291208396826,17147.030793021506,2505.6963615750215,31427.712458538128,14803.99431987993,84.08341613257359,3517.4237060149667,19999.999999858836,1588.7311595780282,4.556690106601766e-05,6.231959524418804e-05,0.1212379380137357,0.013427280942803724,0.36644199764130875
194,-213.72541027293295,811430.7962287563,53850.51736449733,52564.436407603935,19686.131329940843,17072.363867426957,2451.8499820043185,27860.879319587817,40237.74330064285,104.1024480740181,3996.3490553987417,11407.655495215256,1744.9340127062944,1.000000007568767e-08,4.3119499225390646e-05,0.1491854086468436,0.014971894433772887,0.4377149358126365
195,-128.65235037998124,833338.7675058598,50705.69057992325,49415.40848251564,27454.239903814258,16321.783684495516,2351.3510208777557,28728.142294798912,23743.76397726708,92.16307483924645,5294.582003420485,2418.721021744327,1541.8022983589192,1.0000000078202423e-08,4.119855138529215e-05,0.11927594219273922,0.019972061471733308,0.5306760670439962
196,-167.2031414366663,786168.997514976,54397.1773391097,52830.52326527612,18606.907669369743,16786.452359761068,2568.776103179192,29874.866760225286,18364.59598478525,113.16318308751765,3226.8262540691035,1103.5507486813804,1578.0698228063598,1.000000000920414e-08,7.435602011571372e-05,0.09875838296041844,0.016311997059760143,0.4407121671262045
197,-109.98304088671597,804396.3696709202,53083.706002863495,51871.10330228511,30595.852426734873,16303.052603586815,2471.3718924065183,29482.142447176142,18693.353319240905,86.98392385227322,9156.82042860772,4611.473701528409,1628.9377057805934,1.0000000056492358e-08,5.3116866397682186e-05,0.0978528610032599,0.020184529880395565,0.6485920856205205
198,-123.38755050444138,787460.0203442313,53017.68815000776,51345.565663422094,16063.21194063121,17098.229868967916,2235.3799260984365,27932.00810933187,21993.471137403296,121.64387468359426,2833.828689834337,1639.6967073830615,1507.973066319509,1.241528517210108e-05,5.0540681235724624e-05,0.14955132135294633,0.016524828558793617,0.41210123264163406
199,-140.863367774986,813546.6791998822,56849.10300894472,54586.19908768088,32755.39903356152,16744.84157795907,2224.376996612519,30774.296827194194,15584.169380127114,152.04177110432812,9999.969846117441,2488.1828607709153,1539.5351845897846,4.244560987082439e-05,7.230294393639298e-05,0.14636763940726077,0.02335540315266115,0.7855796002066809
200,-117.09603716931326,775751.1426468648,53992.650184331345,52702.0759729535,28535.2823849531,17142.493982883952,2367.7019403071045,32263.442473493298,13289.992293066343,68.28499246423667,4748.8783391796005,14166.856581639317,1313.583062215263,6.8630296227716e-05,8.328012651189475e-05,0.11832365940584985,0.033399235554110215,0.5970880555980362
201,-116.16081001087309,781563.7701796889,54232.61569234039,52411.51266506767,17366.656558181763,17256.429600415682,2383.5269693008154,28727.87020727252,26470.44772125171,130.82316283674132,4012.4814424895644,19999.999999943248,1332.5998487204474,5.0358899817411135e-06,6.775800039504422e-05,0.12305277268043807,0.02224696828256091,0.38395833468818896
202,-175.40057438344158,798246.7003572688,56665.286803398594,55050.77921526066,29266.299613587573,17136.004125547162,2407.71415945793,29148.447705153718,19214.893796707758,124.33815015231266,5838.175010766681,3092.9657440069955,1499.2401264132347,1.0000000021424623e-08,7.704508777963044e-05,0.13359558852733042,0.02395594162788498,0.6583652753856438
203,-168.61234340135763,796424.6025181045,52722.48265997886,51695.987969782225,26363.84467656062,17051.56586724031,2527.71726551974,29428.853707656443,33654.8487089679,72.58305946630932,8292.109423502718,2451.7806111213463,1596.0449316703862,3.537707265950499e-06,6.802361859087191e-05,0.10220224277905265,0.024787744635540752,0.5446290334714294
204,-152.28580515159916,825681.5100276138,57024.11120420004,55348.95578635955,25687.87396804804,16796.331171828708,2360.680517321332,30636.37834027523,15289.220555539976,123.24417850161261,5909.657131355142,1163.132453481037,1441.6512909821508,1.415662955113596e-06,7.773312870597072e-05,0.1298756877305559,0.019053039726257184,0.4973336774558147
205,-116.8888802452818,781787.9593942901,54868.041938691254,52931.35912978106,11109.065599681935,17273.121544316,2339.16155515244,30988.558315612587,18786.875843322916,129.09224876620632,3556.8283700478787,19999.999999960088,1278.7273012929797,1.0000000018730529e-08,0.00010475758108129075,0.1338686626842158,0.014499349933526572,0.34672915974559576
206,-118.89005441210898,812997.6229736485,57063.92258831813,55647.6946396363,27284.149913247602,16780.811696148907,2592.4839079870144,31550.457063482656,11609.698260408692,87.29689440979826,6659.180886236394,19999.99999996229,1443.1159597658293,3.19895411594967e-05,8.873402865042799e-05,0.10377766707563163,0.024722749981281666,0.6392312363499616
207,-113.45852210037657,813642.4125749528,52351.968134241055,50914.03443227828,19157.75462891918,16693.87489821082,2491.069714920778,29963.498594138717,19120.52446873605,89.41615355221165,3332.6183027834413,19999.999999989966,1539.4378498916165,3.807026401067365e-05,6.807997575346007e-05,0.12388215769532361,0.02379268412761163,0.4315548164383514
208,-208.68349114099274,830795.8167355125,51917.103564386336,51288.37301310299,24723.18888788518,16077.676115970558,2243.8539638551188,29011.674071166402,24713.976095965696,41.79239773140844,7435.775007616983,19999.999999837626,1562.7824286275413,1.920152262547801e-05,3.751770029411635e-05,0.1488980122275256,0.025061457039833195,0.4838941651042702
209,-141.91221584420504,767798.3907675751,53505.67340539527,52085.099515512,27873.077406260498,17397.411082527204,2457.6178055750047,28098.60861104435,28617.90859894136,103.0827959639279,8328.38612913694,3956.4457818202195,1604.9244186204428,5.447516791381286e-06,4.710955372051596e-05,0.11199732144209705,0.021837482628361226,0.5962242430057276
210,-146.2822442318293,785834.8541815755,53100.888678423595,52512.28883901391,26818.811710590995,16755.73724088803,2383.408082060917,28919.030040715097,27994.090568213,43.89717574611778,5461.598995858188,7424.758243950904,1751.3620578560947,5.366495819101929e-06,4.5456391093039694e-05,0.11227535367361306,0.01805663500630585,0.4901000644339608
211,-131.38993524974904,794080.9823850897,50943.347856978085,50367.112334719466,33772.42136068089,16787.40900443235,2464.5947371377415,28393.055028409177,38027.013255915495,42.5032800960137,8764.879000930265,1049.2704956220468,1787.7546327404523,1.0625913510527006e-05,2.168312131855185e-05,0.10320657449815579,0.02411444482789239,0.7620358975636526
212,-145.05274935380316,763719.5462849765,55451.864918351705,53774.83587532472,11199.845260401982,17703.596326995248,2328.346420890972,29055.92926936215,17011.566495385294,113.66884096368184,3570.1920817048895,19999.999999797015,1430.4879351068796,4.575672374828699e-06,8.800523363641575e-05,0.15161765222342105,0.015052376363044304,0.356611513608607
213,-118.14195391338568,770009.050128608,54170.73521744288,52672.47799351346,25656.690230941625,17054.59200981692,2506.1786614243156,29512.572977371437,15230.204849128584,93.47267475143681,4917.03514660832,489.65211232953754,1358.3755956074613,3.35500039471224e-05,7.615481700419957e-05,0.10495973141015612,0.028194233267544777,0.528132775585278
214,-170.91123802591966,845639.9743707163,56347.61506983796,54794.61466793537,24383.47990005454,16636.42443688998,2312.6904741184467,28641.183001274534,27734.93475227408,122.2876264137441,4852.725598734743,871.3321919774369,1599.0738920354029,1.0000000084504085e-08,5.4503803450646864e-05,0.1619085516860569,0.021314781393465414,0.5339228337790429
215,-154.18381006774212,820881.6690468497,53322.23277643731,51616.161397990414,17515.837658079206,16598.926458344184,2327.6272894178146,29386.132181752273,21503.23036830066,120.66313076280306,5912.360221746376,4316.822336516562,1504.5664561302833,1.000000010463877e-08,5.280188805289268e-05,0.1344457858096425,0.023255809683450653,0.318079575342055
216,-139.47283323135164,798890.1333049422,54737.16453676382,53718.85991023505,31107.537413079655,16899.941254353158,2410.1718541761156,30597.95329491424,18529.035648031466,73.1437749144543,4953.9255042554205,12284.476941229395,1496.7339202064027,4.2690146047546133e-05,4.146328313327381e-05,0.10735387421383245,0.024471836041689735,0.6441294710526173
217,-152.90110321358844,764304.5416073092,53583.30584306013,52770.45705167719,24132.39397816019,17009.38144146585,2478.09339906764,27558.857264029055,41395.8126104647,65.09331542914234,4560.619304822234,793.2850654534191,1704.4427983988362,1.0000000011520758e-08,4.227934413633757e-05,0.10073439373110571,0.013313817276678182,0.47899483461270864
218,-135.10736397791115,772122.2184853791,54561.86762862803,53277.03825371671,24873.32974332599,17272.559572136215,2360.0625968090185,28311.96435287357,23006.611637147027,90.10790753533547,5029.456646968852,2335.931568926339,1484.056978427638,7.567642375722966e-06,6.388556124668541e-05,0.14730856569810802,0.021853745056806703,0.49360352233168564
219,-138.49542063453958,823395.0254635261,55334.722365232636,53886.790938787635,9201.172198280163,16882.139921613398,2167.5797606245615,29707.84194632192,14385.049657602196,94.82010369797129,4290.434638897921,4648.657711111943,1425.6626137348637,1.0000000156867819e-08,7.937396436505241e-05,0.1712964986537244,0.016898640432484787,0.32838882745226305
220,-185.57843319219612,793194.8750127688,52868.36169444061,51633.42497372888,20686.488632325625,17389.500747751557,2536.8108751846485,28051.278965777718,21872.520459089206,91.71416130277589,4575.264777207018,19999.99999979407,1663.868638857451,1.0000000049552167e-08,4.859985698827436e-05,0.13419235442230057,0.01887308648143773,0.42888363501742005
221,-147.46049571995627,789275.4330881615,55523.187170548765,53823.00904454694,25144.158444766792,17369.785819585348,2341.2962049863067,29262.182110760245,16822.503564950377,113.40935148454567,5762.671622899475,9101.148338290492,1488.3838419680708,1.513984140900117e-05,6.746261851661837e-05,0.13992635056882274,0.019131751691334267,0.49496381115321425
222,-166.52538991582895,815925.4470966104,53471.5309882185,51694.39852235577,29066.10432028226,16793.378139016633,2410.648437097407,28429.16604066211,27646.73301837447,132.9352076733817,8547.424268023993,1264.394831534415,1491.7493459959187,1.0000001068584336e-08,6.294249363121093e-05,0.12051068652397424,0.022762372661152958,0.5760132686098127
223,-153.18879272154038,817391.6112478838,51659.51988304056,48976.11506863534,21854.62727689574,16947.85169647953,2331.5014275109475,30512.73860827127,19254.74571542673,157.1354408811658,4152.589506015077,19999.999999813823,1603.2772982923966,5.5929862957109396e-05,4.6618444299753204e-05,0.1607647229084726,0.02363445944459149,0.390149046139252
224,-128.10394175769582,791436.6446531051,52317.30195525087,51989.677177394326,27986.588057445842,16974.522832486426,2384.4177978567905,30900.434471202276,19262.44115145766,18.76813723137391,4188.747885586721,7920.003091669563,1518.9017004255581,7.348226227844515e-05,5.368046382427138e-05,0.12329072673747624,0.03319769207705845,0.6055852762098677
225,-122.19212195508818,808098.2857438213,57364.25328165681,55609.72697721406,17474.84417822221,16984.01124737146,2349.0708384930076,30536.973908491593,14374.614195746717,113.42651708191961,3972.859191401535,19999.99999990086,1454.0646613717145,2.394950291143223e-05,7.820463571950622e-05,0.14116151084620526,0.02255978207412803,0.4224686799765039
226,-137.9040688258697,805341.9603381796,52883.733907594506,51265.03323553799,15995.00006364365,16572.28038372562,2473.3364744289197,30802.814545819354,14780.946072956584,107.03703087984066,3985.5609040654444,19999.99999986196,1490.1925335129556,2.5674145536812414e-05,7.438687544754478e-05,0.11336031150143727,0.012814052742012227,0.3679715549842874
227,-150.71525600271434,791926.1502807265,51220.19483607026,49464.402849553735,23471.941909370675,17035.28791519757,2548.132900920431,29101.55783272661,25014.282918378285,113.11010373447994,5293.031109591902,3499.116650030793,1436.3476123298053,2.268333922489621e-05,5.4153395980663984e-05,0.10070749195774531,0.025148369153270678,0.4462517102807
228,-147.88570619522773,790944.0016761838,55117.11754125034,54390.77289555427,26828.449190981726,16811.86263285234,2524.110343891609,29883.051863972825,25145.764614091564,54.845174742896475,5708.020769344407,3323.478907282108,1448.188788571889,1.5624820366641834e-05,6.457527985073087e-05,0.09985406690449927,0.016424649322017204,0.5337370577841611
229,-138.84037290495223,826494.4265311271,55092.07102985196,54278.70522678334,31805.26445167493,16675.84481178077,2469.839976787025,29942.68225144298,21281.924931247817,56.625121078128586,8878.847035298728,1312.564844060034,1513.4894618819415,3.240116048649619e-05,5.1692087297246654e-05,0.13558455784633572,0.026183045417942093,0.7019529417872497
230,-144.17213345428985,781208.9358390402,51801.565320967835,50516.456874792624,33440.31338157538,17303.50463431247,2315.082432876592,27725.82908237131,25779.61710761746,95.09963677309045,6936.201739541278,19999.999999827214,1700.9457201847554,8.41702571830784e-06,3.834982308407902e-05,0.1335088105337257,0.012076090262069532,0.6236372921707211
231,-133.55808746883565,825339.4795126286,53259.87335327592,51264.375082265,29739.6553208089,16421.865589241545,2538.801524660128,28416.74505015504,33315.59623963549,150.35317657357695,5128.63649970436,686.3706854750434,1684.1213294041859,1.0000000086755226e-08,3.727826440895983e-05,0.11046000869749525,0.0259255745738634,0.5247247537485312
232,-162.86777677424368,779676.8097836567,59059.98226085268,57552.5086420385,19202.535337992078,17385.716521833994,2541.69461395904,30119.13316776902,19341.574773546177,114.15489274027733,4027.6079091748547,3349.052500899696,1393.7653135160392,1.0000000045031162e-08,0.00011200430820228527,0.10441182251441994,0.01622098586000697,0.469984087943275
233,-137.1955909015707,786545.1780743698,49383.36622586585,47999.99999999998,11310.399806446048,16956.52288801457,2340.2017270366587,30586.543240935203,13358.964008709743,77.18001418081514,3604.8255941003267,1963.6442678980375,1331.46527373227,3.802786648317768e-05,7.58438778611604e-05,0.12116243549568952,0.017202740032201607,0.3209609601483986
234,-126.43778001078752,815626.4857664268,53713.78228867353,52557.221932561704,23277.96708748721,16520.7595866427,2500.5024199107393,30264.08974692357,24975.705918323154,79.4901368350847,4262.540284899103,19999.99999998542,1456.5424490176295,1.0633023037479215e-06,7.002176492628946e-05,0.10928804107933782,0.02131737036883782,0.4549823580535664
235,-152.73788888514716,795393.0765403851,59083.78445603047,58115.07785058593,29253.406004046814,16915.534133474415,2471.814665394747,31331.808458281215,14317.390891791025,59.98441125775144,5377.737376765036,19999.999999861393,1469.672958054754,4.4708496527824044e-05,8.55848318739272e-05,0.12873624700336278,0.028472856826254344,0.6688417209288879
236,-162.08585571940986,775994.3632990753,58324.03932763453,56903.99181694089,11845.753756075705,17452.025314789727,2272.001652980379,28551.58430809209,20160.861879676737,100.57172847589935,3691.558486984495,19999.999999986092,1477.2912662465212,1.0000000137924536e-08,8.17875223076962e-05,0.14776596992175375,0.02236709403435369,0.38128703946453213
