sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_V_L
254,-592.6504599995017,809282.3090022819,695507.981640659,120078.21118396525,63325.85255482006,48000.00000031256,16917.623199065023,9792.674888532314,2936.8226777770833,3208.7354811255273,200.3597753272487,509.0617480057939,1166.9059689831124,53817.680811613245,3073.2951339891843,449.2895975604397,8.153855873132006e-06,0.00044233960885347543,0.09734778698331566
255,-589.6293429548698,853243.8023845897,708002.5300709258,119037.16976844259,59401.52917236801,48000.00000044685,16107.127403377523,12601.917902428939,2838.1902616302937,3318.264628015188,141.71366186473838,177.6938467996706,888.7065462911343,63994.39519930325,2832.5174709815747,398.0315480361315,8.236951043348497e-06,0.0005007599980254217,0.12132653504609005
256,-768.8963107789875,834942.8577794458,662164.0589217355,124198.6105002286,65165.26382350165,48000.000000324755,16396.346344387697,13732.552376451355,2849.5690924818987,3111.264005784518,372.0679752935528,585.7606849695251,1124.1178408590242,55552.63314795699,3264.3606164583744,451.0222018718332,7.956063678714198e-06,0.00042619401273458164,0.07493549426503632
257,-667.8676281824805,826264.734440746,653288.3902735598,122367.23752092631,62182.80773084916,48000.000000182874,16314.409769437003,11621.634598393162,2841.2294082585945,3289.780691670956,281.87492123799757,358.3220989178014,1004.4417369979305,45068.98708699515,4230.248562287443,501.838195419551,6.355714007370861e-06,0.0003691612679564161,0.08241895245249485
258,-739.2945470219305,827002.2623738035,667778.132509757,121708.00715637713,61125.907767849276,48000.000000003645,16717.9697006738,11672.965765962113,2860.5455244383315,3316.7678639031055,227.1572673765185,243.96844936696826,980.9837745163213,62009.85646917748,2825.051467554656,399.65187803073536,6.816214251780883e-06,0.0004714209133438948,0.09506235803463474
259,-717.0533755470249,803906.3154906762,782508.5088903335,119531.54513877672,62426.44252153114,48000.000000082,16525.564177916163,2529.096743613161,2875.6279048307642,3265.440424073418,196.25159690198564,451.0407224692614,998.0631328272353,49589.15793352622,3510.0421282269695,471.9526391954654,8.133057927608433e-06,0.00038674106742273814,0.07555131675344792
260,-614.8975377428151,794342.3755331428,677781.5135822893,120819.54579808764,60655.81309719386,48000.000000000146,16883.06671955744,10981.254338100438,2721.00884139451,3238.7376460336313,214.25101737427522,255.78071344565825,856.5113789854137,41452.3041635607,4442.80998848826,537.3757825430413,8.101521598054613e-06,0.00033029278096638584,0.07029317295119343
261,-590.3708335920055,806063.3432185317,676238.579402195,123864.93601392562,61772.90613791519,48000.00000008874,16700.571112599486,13139.578594159064,2602.2731411682694,3049.369307969037,329.4369905559744,290.7821310433927,1049.9300646171573,50054.46471628242,3583.99583861101,471.34418866845516,8.668602548148924e-06,0.0003976503835733525,0.09000051898928882
262,-584.588702700095,817487.9293996189,649455.6344207439,118486.7732597649,57753.39774207647,48000.000000000065,16675.315755691354,11168.341036781783,2907.3621539976957,3354.2700230190567,127.02922278174141,112.97517319657211,736.8993738276038,52438.84585050648,3509.9757424078903,482.6071640497402,6.175071295921481e-06,0.0003711687122179063,0.07069743960034673
263,-664.8990504303308,798319.4239209226,672974.6403377187,125409.95449167422,65366.32016201119,48000.000000213564,16851.581040486584,13519.322286868195,2557.8722589589406,3035.283581856528,325.1291820265542,548.967714561162,1352.2146743285343,50162.211270061285,3603.8857564637324,464.9968583604435,9.312274036192526e-06,0.00041217638011467156,0.09420364137814828
264,-872.902554591645,820805.5474214936,671880.4860705081,127732.09003112445,70641.75021061597,48000.000000262,16494.250160186722,15501.616392865577,2717.5174237308447,2975.6712572670694,412.8651888215859,815.8714895486524,1411.7806308164943,61189.27482621168,3007.0293458034457,426.6586932859799,8.868398100923577e-06,0.000443964950817937,0.08580464834971813
265,-855.0475937845965,885363.7712742647,702130.1503257707,135912.41163899083,80213.56285536176,48000.000000000065,15633.498495576056,15174.467049416398,2825.5367430972474,3103.757743558801,806.7816190574877,1137.3764111399782,2356.8222972369686,54987.1286301662,3433.376089790256,466.1719372420563,8.05789398701163e-06,0.0003981478910723059,0.0869837287036608
266,-589.4882831123189,790310.6572287118,761144.4390668714,123940.37773942512,61297.31621185787,48000.000000000065,17452.620685859565,2520.69009406873,2918.0537721218348,3321.1324128086094,371.7247073938646,277.04932634215226,1160.798783230821,49520.05423025443,3403.753929430602,459.1650076565553,7.5185445648289475e-06,0.0003986703300180701,0.09079570535596061
267,-688.8840105192102,809879.3123826461,787334.0406231966,126007.68504906494,59612.765270941214,48000.000000000065,16749.221043138426,1968.2121961045555,2814.866552210156,3320.6163978530003,429.9547648829345,272.0841590206347,994.0543723934595,54187.76345399568,2913.0268401987914,445.1471019694234,7.747096337116418e-06,0.0004608035935122136,0.0986868586295611
268,-706.6640334203786,823248.6925216727,635913.3636039383,126161.735949768,65837.23673285962,48000.000000000146,16220.160344491593,14714.114719813524,2778.730177017136,3136.100501534485,460.0741635477768,506.35772560292617,1639.8750229789493,55402.90691964199,2812.8527289851995,445.7892006652426,7.778779997947798e-06,0.0004297647084672994,0.09662104369095116
269,-823.8918177861326,754232.9032379404,657855.5751400769,126503.97750312818,64450.14172334934,48000.000000483175,17772.82807332395,7056.987697930375,2575.7190935446433,3229.217410017106,435.17057643991654,613.5586408941809,1034.5742111907782,47683.86062480023,3386.4265582222774,457.31527038730036,6.911192881269983e-06,0.00042563947950763554,0.08437557771348582
270,-814.5440214174977,791057.1875909863,662017.9302317384,124084.38221717857,62878.7770346949,48000.00000038367,17304.571422152734,10655.137856793493,2765.8427877431564,3149.6299879326466,377.1706050631355,355.7238762161234,990.1414323148485,53782.629986109045,3166.5993624927364,445.9323468867386,7.66402228386612e-06,0.0004357329309856746,0.07888566007450695
271,-737.2652612504344,761426.7156779128,590867.4627145769,122998.59037581165,70526.33031691774,48000.00000007092,17527.59070859554,13504.705615684068,2713.5148556509002,2902.5281550867803,331.40926521490206,953.9549568858934,1453.6259382672777,50529.60382994357,3421.486272240422,445.29126731021415,8.642569553709948e-06,0.00041793568503627855,0.09076187487360934
272,-673.3962531625357,849970.1286557488,818301.3684360897,120796.13228324063,64648.21762990877,48000.00000037975,15901.316965055135,3435.766844606226,2856.234457195771,3261.9412996723327,199.44223215277802,477.4914327488625,1153.538083231317,56363.26586538592,3120.234391022844,449.60659450766957,8.215294761388527e-06,0.0004143966017487854,0.08681468236942896
273,-604.6975114858419,815076.215031304,711543.1073142686,122752.90670306308,61016.353899643975,48000.0000001954,16363.42400522111,9329.868981725645,2948.0358896056086,3220.4286248295866,328.06524662561594,264.0191870826568,869.297238032989,56150.20314418326,3459.6023900054292,452.0305390151106,7.729782463589048e-06,0.00042308998098130674,0.08717280432909234
274,-595.6802157098471,793847.4662380002,636341.6033612185,121732.70693308406,62226.48341874052,48000.000000028456,16681.60503287212,14497.562038011518,2883.5031099307007,3067.682383641216,272.0385658895874,316.68895435458955,1068.7963200290737,44201.3498787594,3990.578515331844,472.82898932242716,9.102164553783076e-06,0.0003655222417305437,0.07611882029044828
275,-744.5017311684925,753874.1776660257,656411.8214479202,124176.89602867067,61876.331482650494,48000.00000017895,17358.13828826928,7729.29523028681,2888.7584680522896,3256.7621434978055,413.39209165422676,346.5254453222274,835.8049044585748,53983.577717190936,3302.21107216345,449.0787133722636,7.203536585000615e-06,0.0004377021285642278,0.06868271704975241
276,-524.8407258764546,830412.1948603224,691524.1043423488,122642.76631602694,59003.54361229152,48000.00000001626,16304.413780168607,14596.151560703876,2802.6816108706935,3101.887180061642,308.2788701817072,154.3212133876433,797.2484663446677,49797.46045706814,4075.18003351357,497.96628550729844,8.320475047110235e-06,0.00037170215968745175,0.06762754704195165
277,-704.5431532022951,829743.5575615193,655968.2799355704,120010.62185743217,59304.73692017479,48000.00000010494,16489.46097296414,12762.683505640362,2904.747715623261,3317.397902257527,167.49980726509088,168.31855121411954,828.3211390237266,52993.79450711343,3379.0510137893298,465.55449471670863,7.224533519974618e-06,0.00040963627736875834,0.07658402382299598
278,-811.3832257552682,786416.3669637514,682792.5854340749,133374.01110395082,75083.76471655074,48000.00000000629,17124.977715273162,7948.340411493881,2859.049632568234,3101.0161286039647,779.1545097805152,1103.4807408709135,2073.532241507053,53559.01663733717,3294.4905164367437,431.89345312171054,7.76786841621052e-06,0.00043540461660703927,0.09333164702166653
279,-618.5691929661696,795398.9701115919,635485.8133747977,119287.27973303871,59781.375260175635,48000.000000000065,17032.224575406253,15636.346029093569,2715.2127687191432,3052.0413139180027,200.40468383745522,222.0043152001728,881.0335786733539,47823.40737559367,3838.866938214566,463.5959899739566,9.08203786759037e-06,0.0003920035887412956,0.07824216174615757
280,-806.945464443955,850985.9691588172,636879.9029295758,129000.57573310015,68518.49526379674,48000.00000000066,16397.419961361895,13466.09613182211,2847.5032682519145,3166.5475374199964,541.9844722495735,683.3219747026475,1275.5025485196527,59156.365109169354,2746.8044669297615,425.11642033964296,6.949507019249932e-06,0.00048124831515080046,0.11274828970939682
281,-906.0449846301103,811609.1217502275,628536.0442641451,123375.67890667722,62751.90679033426,48000.000000000065,16807.924678588617,17670.718913564226,2636.835069101865,3056.476769559163,344.6337305568557,373.46982438039566,1176.7138116905353,55641.561811603264,2917.041714470862,461.40637675380685,8.461257198397807e-06,0.0004115550415574275,0.08418166102258423
282,-846.7397598009327,814565.6974199946,683015.1893629712,125229.30942762167,70062.28925189731,48000.00000003528,16346.117364030059,12455.857405756833,2759.6727654937704,3096.568479023512,368.3978200429441,786.6333557498926,1554.141998266693,58719.03555571629,2858.3702880850165,422.1171527929234,8.129778247782014e-06,0.00045913014303428134,0.08204305452478097
283,-664.9944053510741,826293.0604794369,684882.9800230023,130671.05424810475,73708.54867644106,48000.000000018226,16807.784757447935,12377.780065919691,2618.7984996179903,3198.7138238485345,670.398087661206,853.1068595308028,1724.2925855960427,51349.37777323239,3661.456664962014,479.2135031519116,7.159780990986049e-06,0.00039339873241747995,0.08627521786559976
284,-758.11089141913,836949.7685662573,702287.1083115612,121550.97947615202,61203.01902080828,48000.00000001379,16645.25609092241,10596.300707852997,3046.0290919106064,3297.66834131824,328.14059694539725,336.4771585465597,1284.1727655236512,66227.06501570105,2879.5192255810994,396.63845829390914,8.019610692987774e-06,0.0005332694257574618,0.1131271599431387
285,-606.7253896084849,831960.2907248283,629841.5587861259,119882.39874047475,62023.36906513167,48000.00000003144,16093.247462698242,13818.872054613063,2721.7457602689756,3239.982938074957,174.0999631264914,312.8910618409176,817.908550964361,51627.52519037424,3099.8946827342734,449.05590665673174,6.7331365585044105e-06,0.00043455870640068,0.09487813642034731
286,-544.1155885296627,799689.626863392,655080.7708612717,119296.91818471358,61012.10830472095,48000.000000388274,16790.402882111208,9086.57009467111,3044.9467028354547,3340.4365744635115,187.57510840178796,222.24902272987947,1000.3052917399664,60718.52442137011,2840.052620003486,397.2115016256939,6.007778155127943e-06,0.00045584826776079673,0.08010127577067615
287,-567.6669155891166,839568.7867617131,677440.9084535692,125172.42053947083,61601.29336429725,48000.000000205124,16067.064987427628,11740.69191934743,2911.8539101030733,3309.0683817643594,441.90596593101145,282.72449724637124,965.4767867659937,55522.373297074606,3309.255015945291,453.2929569647968,6.8810854964549964e-06,0.00040978487218247344,0.0822438851273756
288,-565.7531915322099,818562.7236137816,685510.8987341062,125757.00183169606,60610.846163172966,48000.00000008465,16555.96071405215,8754.783898615131,2959.0447699723645,3430.8206203763584,504.82425543491615,238.9337321768316,1040.37468174659,48560.98997562611,3708.6789947071543,471.7806467940579,6.093754401172986e-06,0.00037264639846801853,0.08552559535463697
289,-687.7840449808061,830137.2480734171,682081.381839438,125987.11227875316,64921.84211342698,48000.000000363805,16717.938961122498,11352.780035251979,2796.9120440500383,3241.2246317113104,458.80495784746296,535.3122133830368,1251.9644372512066,58053.49377067424,3346.5935314283333,428.48253319896406,7.3391252723244474e-06,0.00041349473527081676,0.07924430820779305
290,-630.9806215500456,824248.7493353084,691591.9843111759,121797.0102137078,65774.26130126885,48000.000000008076,16391.83073489206,9299.32884562848,2849.035705118051,3196.172870269964,263.6606892111884,576.2111263547727,1185.618558852786,70219.32443793438,2501.1426798287475,403.7459301474153,7.338132984962168e-06,0.0005186028330247573,0.11048023092956347
291,-570.0662450172397,817559.7172535612,697030.700470146,118888.62391143378,60764.61675016694,48000.00000045836,16819.75555326166,11874.245024918799,2828.0473602027573,3138.593840104634,132.50856112319806,304.6004753923487,815.1049129449227,56696.58400819484,2993.618692271541,428.62740723865153,9.057220391712047e-06,0.0004437008146914456,0.09786984899766688
292,-488.18032443823836,799601.1989909532,753857.6230108871,120797.64498061535,62431.89451121409,48000.00000013555,16907.735978851364,6374.783359461224,2707.4874398469315,3176.393665133245,222.48763107602807,389.28011396580814,1051.8082245874282,45462.69489599807,3687.2046730392663,467.2242565556129,9.32515329574363e-06,0.0004030531050746397,0.10062748619521263
293,-722.5776109508828,832844.4067818522,651970.7575406323,127491.73525916752,71881.26462059774,48000.00000002931,16666.827101289706,15322.869004772527,2779.7979040313962,3072.81696522611,579.0061707749303,761.0395134983788,1524.060813501353,53255.44251847936,3270.832209831756,444.55394792299353,8.341194449895938e-06,0.0003869583148945851,0.08226997531742007
294,-677.1841620697521,777700.0623181621,626068.6455444236,119010.97992874349,62817.731043882486,48000.00000036346,16961.424169253503,12560.24202012777,2724.9036397891014,3078.8182309111476,150.15499856409645,355.4770564049983,945.9956500196366,53845.93952193336,3090.523680215294,426.7546361957154,8.466919442265816e-06,0.00039696111037078443,0.08390492798552049
295,-693.06458000777,791282.4953407468,712147.3203559783,121598.79631204523,66048.37873736705,48000.00000001004,16609.682290625973,9138.591111133272,2748.0795637107726,3124.3284293990337,254.1213150588776,584.8505926568977,1319.7737572932872,56076.56291347691,3224.5583019037167,428.26697813990154,8.21195410674953e-06,0.0004172601494991396,0.06443281600052053
296,-658.5384686068292,796797.7653653324,659322.1620535619,123312.89698834077,60814.024458313295,48000.000000043634,17158.898517361926,10511.198152785164,2764.270310659002,3255.00880529733,377.733371544427,291.8620492838024,878.0040132850611,59301.39193560118,2978.3381823595373,414.3774467812912,7.915213402640873e-06,0.0004361765466214254,0.09832682330006706
297,-714.069669118148,839080.307880589,741792.7068873596,122859.05821666637,64084.49353618668,48000.0000004616,16156.368905675685,8981.793574843125,3017.463863368707,3325.462107378405,399.2926762300054,427.09381852273816,1168.8553257944707,50527.51440791934,3672.224103939612,469.04321514698535,7.386975487430967e-06,0.0003681776785191997,0.06639597928416402
298,-782.0123635033432,814429.8602899392,645661.3826493114,130097.21743333267,74323.97706986777,48000.00000013436,16873.17246928967,10763.344027255542,3062.7037029880635,3151.969210130128,610.919309465982,855.9294146343533,1844.8488844598369,46704.694807704414,3779.939123850394,506.1399701139001,6.549858269113749e-06,0.0003860885693395623,0.09143794270236157
299,-585.6482328224861,780842.8622230346,670777.2223305526,125627.70399850713,62021.11044586698,48000.000000000065,16937.187673030032,7822.850579844303,3007.217991741812,3195.743521412302,416.27759167752447,348.45842618751254,1093.9564650550415,49785.640460294606,3581.8033811859436,456.93546433300764,6.747945679509734e-06,0.0003915665348103908,0.08653251025926978
300,-569.616354462885,813652.0072586962,698082.001564188,122668.03894327562,62057.6457011202,48000.00000004892,16884.915588500808,11116.428871478878,2784.37820802993,3292.0830891120618,353.06795200007093,324.0885981382289,1087.205264112829,40816.87500057801,4347.96469675632,547.9651605248142,8.003652533946642e-06,0.000350268906337835,0.086669276691792
301,-685.2231334953173,823650.5915013095,715079.0338060997,120360.05104779066,60719.33888233178,48000.000000480024,16447.25640109897,8114.890025948852,3023.105911611269,3271.02069629074,236.65514689314116,224.72079145724473,872.7265385007471,46631.182735343275,4734.777871820091,507.94553214810304,7.02061775482244e-06,0.00034924805733346857,0.08147999097975947
302,-624.0785176252307,821250.6356588516,755422.3998494504,119729.05756781706,61928.5447067871,48000.00000003127,16650.797661954828,9110.528368698191,2695.5919008366423,3181.0519529635817,199.986263648117,417.7352974755757,994.8453419862476,50240.566800574124,3512.8336634121283,470.79111541513214,8.658758403628043e-06,0.0003832323938573138,0.08619078489722234
303,-622.0588256929035,842058.2736738705,673288.0086869994,122168.84791940908,64335.10389860614,48000.00000035272,16203.047212347787,13180.70231733873,2826.702962719605,3172.323922249193,309.880276728036,523.3584816254224,1342.91360403753,70403.26203240921,2448.153196751099,384.6096516499448,7.584694283321865e-06,0.0005053367554035737,0.10048455484495358
304,-708.5921508729535,837356.0426253804,628505.1658172434,122806.58303521697,66690.41430802342,48000.0000001254,16373.519507603145,21506.024458110925,2662.1259148909403,2922.8770750558724,291.3038108250754,824.485160364172,1315.6127455780697,51243.898762205026,3232.6219516704086,472.022119691938,9.62915124906457e-06,0.0004294003395230324,0.09990405560160444
305,-584.6824880597728,867021.2489182716,720949.1296732147,124248.235791063,63637.8949040064,48000.00000045094,16027.555124190112,10803.12348991664,2763.3126184993707,3406.5042049888316,352.9295769784386,421.7640082957242,1063.56039664845,47295.18211469126,3575.6619864990284,499.92643206621125,6.945178260561664e-06,0.00036458667960915364,0.10043279867641537
306,-638.6507096592012,811257.6035771795,602951.6288488329,120272.90131450817,60070.888853275064,48000.000000184235,17002.63264231027,14061.069058599855,2757.5291947913242,3207.5518042633357,207.32329216743702,242.20396276904208,1031.4264013988193,58811.30209149706,3132.2760698748402,429.7491116297796,6.620565368513206e-06,0.0004302426613336231,0.09006992607988636
307,-756.5348766707867,750689.9340567128,625021.8239018724,121805.43163204934,63519.0398708553,48000.000000218424,17412.42944635409,10864.199235082631,2782.059567659194,3117.662333914471,242.57323492951184,436.81410099899193,976.4886116083238,44698.28201182894,3360.077857147556,488.7242386145986,8.16533859130532e-06,0.00038066381809049264,0.07222905576763251
308,-730.3909788203025,839014.5045824152,712813.7847991476,124268.6198110059,70176.57370450525,48000.00000011313,16346.57264858414,10197.416298882254,2773.4162492552014,3256.5505265410256,355.0999965848782,792.1252782832775,1621.913996699137,45369.55777908225,4177.180558729521,515.7394507153759,7.613862438181489e-06,0.0003587483171482833,0.09144557313178497
309,-657.5155126728168,835083.0776899589,693537.4835478376,121125.889348043,62103.22107487473,48000.000000000065,16134.454508031267,11084.02182495748,2773.4493284644745,3304.4446183285463,232.22626651476213,321.5865410922411,960.8775286460814,49182.16192842019,3671.599806101018,506.7645932566184,7.671836154984734e-06,0.00037547033376132954,0.09360531086129242
310,-547.2641566668232,802830.1811321124,658165.5751298076,127792.64532426448,66233.10823146114,48000.00000041948,16912.394594939025,8585.558475217478,2963.5278813729483,3272.9188087834245,555.7775923888851,537.0843808441193,1403.9847152665943,49630.58396652948,3368.397940344566,441.6817841330413,5.90240128406709e-06,0.000442137284223928,0.08414990487026233
311,-661.3892749585495,822190.8941208102,642082.0299875231,120258.8158207202,65556.16584655938,48000.000000004664,16755.656886213503,17387.4128785154,2864.359520071687,3105.1379533414092,195.62509232805937,562.0703615497848,1312.8595275622804,46699.97343096448,4372.3086570804435,516.8919390660242,8.62748021359629e-06,0.000376306165904635,0.07511070835160275
312,-701.8629482451443,831858.5775188489,632615.490939828,122988.53423101449,60138.92978493092,48000.0000000224,16470.39866955096,12328.7557115527,2856.0180587927707,3332.130868717089,383.1904156686306,205.36334121972044,1056.7586419173601,53957.993331972895,3573.225858801749,442.57827443334253,6.3131235723341665e-06,0.00043556052362053065,0.10109010728457968
313,-706.3097471823196,859840.1964011755,599971.1352115229,119893.59248268853,60456.00169656075,48000.00000007706,15743.056625389509,18590.36952694782,2642.5761578365004,3134.9246769535707,176.4432806609801,224.22528944287694,973.8128831588162,61995.889020857656,3197.0341764665272,423.2171051898528,7.303102384585022e-06,0.00042932166964978856,0.08814715526444823
314,-539.1786885996892,880389.0779329574,641410.6461156365,124292.46155776481,70223.23690334102,48000.00000016701,15413.066691318083,18270.26909745052,2591.189275665402,3143.168764603414,411.6593803512472,816.2703022973228,1639.6184830062032,48798.28386411824,3737.8163167371163,492.615218286697,7.811531997921475e-06,0.00037908221405350245,0.08185408735419512
315,-737.7054732355941,806856.7044404818,666591.1684481846,121965.79729451376,59320.915831964325,48000.00000014203,16756.04899583073,11794.603399464178,2621.3701618661594,3169.96146054389,286.1890129387519,210.49165883419198,823.6475111277007,45930.80744355456,4064.6141830673964,487.7232523763131,7.807062390853365e-06,0.0003788301816014342,0.08441676971318753
316,-876.5483927580167,767274.3437300178,688007.9532463622,118536.97232861746,63011.3680950103,48000.000000447195,17570.068804048726,6861.88284448154,2784.160346296054,3310.8417335007634,129.3648733750774,438.08265268150177,1333.6819437714184,49476.7995497588,3096.5811214752644,453.9084831563101,7.624637325376977e-06,0.00041319708603158504,0.09978059438726039
317,-523.9238037626194,857071.0817606745,649617.7756260553,127684.86474960028,70997.13869844817,48000.000000000065,15899.999591878654,14664.832316967311,2925.4452299003096,3057.57124396116,622.3236229264205,814.6078295432434,1824.3936232767198,59136.4111923595,3156.221307889442,438.001415388899,7.71409371229654e-06,0.00047042398734472923,0.10124016689360682
318,-723.9458636640525,812978.0700150939,673174.3145435667,121203.69774136905,63492.81466573053,48000.00000026575,16505.47437145497,9600.960387889078,2787.868425913058,3292.585208794542,242.1864578630957,370.32352991421703,1094.503322234685,40603.58476697046,5285.19140822372,541.2210849928713,6.192958923307263e-06,0.0003002799266377993,0.07028426634727053
319,-642.0382448221641,822235.7624421221,670320.9152430225,124050.10100184722,63104.69906593917,48000.000000006716,16602.17896988984,12860.595989722406,2807.542549786765,3211.599328389548,400.3237693767168,364.34621886246003,1062.4531861548128,47648.292505321566,3828.3563393757872,497.2969090126995,7.799430348892387e-06,0.00040644904686820693,0.08090939399901644
320,-643.7147096813309,796485.618827422,696518.9055903049,126294.29762652237,66463.39201114002,48000.00000000032,16864.92603234466,11512.796788742473,2810.862843865709,3133.154248913926,491.54345249774246,615.090981265603,1277.349898695054,49238.88329117715,3782.0133319180622,465.7052349609991,8.694859017701645e-06,0.00038929215769835265,0.07683822637603197
321,-593.9188029772046,812690.2594002228,614646.737085906,122340.6638007226,66909.57149028838,48000.000000397995,16715.868074199585,14744.139332722603,2832.338136762464,3116.0334726465317,298.0567101923571,634.7260769911608,1090.124579998871,50900.94326055907,3308.7448846311836,467.08033066219525,7.524600957169576e-06,0.00038346999431710077,0.08319111338206617
322,-473.8242609554343,830023.5918540503,605813.4284669608,121800.83518410657,62740.0132769255,48000.00000025884,16377.971425620362,17087.334356905256,2615.4276116627852,3094.620035555516,290.546260378384,462.0455404493883,1082.476033782516,46325.29466313828,3908.16764861189,506.8224279478785,7.41979359260263e-06,0.00036596619703925705,0.07782158088368572
323,-597.3504982191138,852004.4652447001,699410.980038456,120257.15105967587,63710.33168590319,48000.000000394924,16039.38198448855,14472.540148173584,2871.70414399109,3099.8153732188152,246.82165012847543,412.72797264441425,1338.308871246202,55777.78044577639,3175.2083911351765,425.2295350145554,8.926553674169437e-06,0.00044178384009152153,0.09939633601061822
324,-844.4026678667628,834340.0632374882,617398.3722940786,125352.09795288544,71369.58995560474,48000.00000000228,16202.905690337271,15326.25817530143,2714.981280538659,3078.1382538494327,419.7053810553205,868.5351258624535,1840.3881866094323,50918.54788220835,3428.5220454480977,483.5131096753109,6.998131220404587e-06,0.00039646959918189327,0.09568036394157704
325,-716.8835848088186,822505.3735208274,673645.1810174279,122707.24884870571,62043.15445195848,48000.00000024793,16467.155017948935,12174.99834495286,2996.4842488508657,3232.520355975991,342.68618772529555,301.8192621771979,842.2131229734593,46619.75018343572,3954.0579572092925,519.8813015514554,7.822783578876952e-06,0.0003754429034738373,0.07450840327161154
326,-657.2959674849944,847028.3043551929,751115.6183967084,123443.39747617384,62861.80532840937,48000.000000007225,16098.197491410498,10337.632573356113,2900.7709972603557,3223.5080669610347,382.7094760565305,511.549977255049,1146.07708625053,53190.63665535467,3338.0751473947103,451.927330368483,8.556468098931642e-06,0.000410856947535221,0.10288270414536291
327,-665.7167138192513,826143.2643467729,599095.1218128873,123339.813574496,60073.001858922544,48000.000000030675,16537.150765969367,17611.711685404724,2881.06324851809,3106.826463499153,279.02999868103046,214.65116151636425,800.3279375017947,57839.56861539708,2871.9588330550887,455.66777071665774,7.993452757047642e-06,0.00042138062047589983,0.07641626069832919
328,-716.5911219647234,792379.0456650779,700855.5914381904,118722.02259594039,63069.11577078562,48000.0000000629,17082.791743235168,8078.813596980247,2722.151441353498,3207.832111170582,162.10149471143026,394.08310392325194,936.0523011726614,62434.25383093861,3008.2638118725995,404.9062520971658,8.086259243863344e-06,0.00044762948361326814,0.09275535880278772
329,-605.4077868469782,857141.8475831815,724511.268996764,125076.59747927469,62878.30029655141,48000.00000000527,15805.6258126684,11876.03965922876,2824.131947855172,3255.9889939711265,381.02161761926465,345.71000818217345,913.0302013736501,51919.68365602136,3725.687618440908,485.4962246607421,7.894586066691738e-06,0.00039169851147160335,0.07263707003230074
330,-660.1613808478799,805308.7163429228,636582.2073563673,119021.80766766414,61487.44989757292,48000.0000000872,16901.918127730423,13068.573193002281,3029.0436029134976,3068.7021729709263,159.68604908902768,367.03064659694235,1071.2757405051834,47422.989731791706,3825.1775209189245,475.14821925518413,8.293009520045246e-06,0.00040617654900959805,0.08996278004553364
331,-663.0971429929865,799077.3386157833,608759.6307559566,121570.07993742234,62483.07126855933,48000.000000125656,16640.733226080498,12479.21806707494,2988.096115727004,3155.4241997165554,342.08728555756215,376.393771868734,988.9173130886807,59690.393355606844,2884.67920451749,395.49717017129285,6.463830279211751e-06,0.0004648807581942121,0.09326823310785873
332,-812.43324296849,772971.3284957691,624389.8255808426,126623.57643927769,60216.32221295332,48000.00000022073,17283.959035057575,8294.96751130439,3144.1538347022756,3378.75214095789,548.706186376553,244.33417169440997,881.0870957760743,52228.19322209051,3068.4994427930724,447.64003224316923,5.1077130594400254e-06,0.00041543503463860483,0.0840909860366732
333,-729.6934357665759,804615.2611545153,734810.9172583284,117928.79691342635,58147.154401026266,48000.000000003136,16897.597318055487,6522.66120941176,2828.381464764318,3378.6187235128723,91.76811106141616,112.24790590240299,705.8271823011804,57058.83382182258,3227.368949206097,427.9430004269532,7.655011349523266e-06,0.0004168489456709637,0.09696474092280287
334,-523.2596866284962,818393.2185349668,695990.9506870171,120768.49442520837,60650.17173849838,48000.00000008106,16267.163617971164,12646.667513478717,2809.173267795255,3105.360136491615,229.08524205928276,242.9982398377286,970.1680179276399,47015.484119837434,3439.996803164445,514.6200992648087,8.756943496515354e-06,0.0003784257811227387,0.08610561825304795
335,-455.0717781679793,851166.6464872013,715449.4893805884,127580.50914506536,64128.532946809675,48000.000000000065,16091.094213867165,11936.08472788349,2780.5751361369685,3221.5558555385874,433.27240287541287,365.9911093023152,1161.5887887876434,52892.166060810756,3397.5262735489996,460.246783231914,7.754679614696241e-06,0.00038949043441742726,0.07878225469003193
336,-687.8990468751135,820347.9651628458,675572.8563511051,129969.62093782547,65251.447281824076,48000.000000000065,16147.611254885438,10305.659471034372,2945.068249555549,3275.6730346615623,688.7188761463054,486.68086944239656,1184.0057952923694,43356.971401471135,4427.495237762354,531.2190869971517,6.428528433963138e-06,0.0003163554578119713,0.07230168742098343
337,-971.9553773419617,813900.2663107093,701067.2862506082,118489.20056944527,59425.28908015063,48000.0000001995,16551.69759242691,14674.917321274275,2579.182035550308,3084.7626624759932,120.85415793421771,218.29116350115842,785.0484306032267,54936.16373654353,3075.8081799158535,423.65477639695234,9.418887001292232e-06,0.0004116225938285662,0.0867824398865915
338,-554.6881098575026,786551.7874405304,668352.0687424198,132461.31054801954,74943.0992044121,48000.00000012583,16887.853158490376,8777.45923610113,2870.0378243040536,3124.644108413355,827.9010910324763,981.5094305424079,1821.286328563904,51109.37169782592,3500.4445911355097,465.00388239970715,6.850938127303546e-06,0.000390629028489297,0.07764515154994409
