sample,ll,T_NDH,T_OOA,T_LS,T_L_S,N_Anc,N_Vin,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY,p_H_N,p_N_OOA,p_L_S
23,-130.19379473795084,884406.1524103131,54729.57758905528,53466.413184065284,29979.166392730258,15876.207854420532,2245.9716386122145,30137.840288130028,23306.748272500987,93.82327419159368,5437.307111363649,1884.0451361393277,1595.2792217936444,6.143918405513907e-06,4.832593301740261e-05,0.15934768696651178,0.026850760666306688,0.49187523620358964
24,-151.26708790471037,825305.7606663946,55710.64904114439,54319.316229165015,15504.772329948155,16894.4491010029,2289.32384525728,30465.643787551533,17361.05490856709,95.0512124664958,4594.659815165483,19999.99999999167,1418.60271023939,1.000000026368378e-08,8.666128155159582e-05,0.15449584729012764,0.024559210288623595,0.3537606654695627
25,-115.06103247032527,853051.6696047994,56177.35976860099,54782.02555047969,25035.682396630447,16370.476358010319,2137.767075903381,30010.59088565297,15979.582362409783,100.0809978945298,5032.412652318948,1528.3763108300711,1427.5181725073826,1.0000000024583376e-08,8.455930333343479e-05,0.17292077662116787,0.0256560001390474,0.5438628311299958
26,-154.19873201133151,773211.3718929577,57693.48031021459,51960.51670140516,30904.337654916446,17734.485842016496,2299.2067539173486,26928.82927519382,20572.083366219897,472.6960251587942,6574.93781994626,1198.4017066728634,1487.3265512339256,1.0000000035516107e-08,5.1160919709023225e-05,0.13901878291606848,0.024631817942719247,0.5890950757518628
27,-144.76982732913967,833679.6742174865,57044.75154385552,55622.59100046984,26569.293201819353,16727.83956808105,2233.413764744022,29428.75663670533,14958.316894435597,110.08874770382019,4827.095667007322,19999.999999999167,1394.9873340799104,1.0000000020825955e-08,7.795763744855927e-05,0.15409671893839358,0.026107796141471344,0.5490998114999578
28,-112.58324848992828,807368.31766735,51710.02162187393,49979.29740819019,12976.815512122786,17100.272214686942,2161.520297173634,28114.715172103224,13380.952435170995,122.94215930849042,4083.8842261984664,394.0231076248026,1450.8525599412758,1.000000003957366e-08,7.276597939225431e-05,0.1787620243349582,0.014978006013194186,0.34749162306190834
29,-135.88189487796348,796814.6075846599,52275.4251066809,50900.38550147697,12867.50838790338,16878.67998062599,2397.829046724149,28642.977020383783,23076.13626034113,100.26500622988242,4429.301697657975,796.7853187762174,1634.7536657398987,1.0000000118986085e-08,3.949351343469706e-05,0.12219365122102309,0.014916975723358851,0.3437102213333113
30,-131.70161401803028,800099.0252568278,55288.59787197293,53697.85023374439,26571.1894909021,16613.996196179316,2322.513108577915,28814.06092775298,22636.35608338376,111.53143989761672,6153.55335443617,902.1902057168744,1635.878446324965,1.0000000020380409e-08,5.683822714464854e-05,0.13693088366542913,0.02677227759667529,0.49184341860108355
31,-90.527765787505,791047.7852254604,54905.979463771815,52741.003151395285,20248.58320592762,16720.755984045514,2352.7080331691986,30269.602254156882,15754.065642603804,137.94218931832006,4976.317286930534,19999.999999907293,1505.4377329364975,2.2122721099122443e-05,6.71523016858946e-05,0.10745263552984462,0.02240948738841987,0.40998200976488286
32,-146.9089177196833,884131.7050408552,55448.28166346695,54631.56240707752,28044.283685778024,15670.585330783308,2356.7511296381995,30599.053860975026,13573.463642389781,64.97751501527333,5023.619048785392,2327.238469521286,1454.3884235446276,1.932197203034888e-05,6.700925564334354e-05,0.12115906041507968,0.020678281064556662,0.5657465338303819
