sample,ll,T_NDH,T_OOA,T_LS,N_Anc,N_Vin,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY,m_LS,p_H_N,p_N_OOA
12,-159.16538571245945,783825.8968695241,51588.792090491195,49926.09008250828,17596.185881723904,2392.7525012526876,29239.16344439504,16045.50651934488,112.68515635371169,4470.622896408981,1162.3010953472965,887.0009523529725,2.698951286290778e-05,6.257557801532526e-05,0.00039527539890527437,0.12419935366076974,0.030061753126735688
13,-117.30838599180942,804690.1535222122,51546.82897835076,50582.33008246027,17088.865314547347,2315.257148458629,28328.77599631334,34424.515344424406,71.83709745799294,4711.0092350350305,1213.5523673028092,1022.774544159776,1.0000000126328087e-08,4.516818311084894e-05,0.0003679299903941121,0.15453973203518057,0.0294234741787895
14,-129.41817825291596,835105.6368093027,52708.32007046989,51205.60938263963,16335.872867609407,2392.127944509724,29918.853112928107,17939.60084290418,108.38529371892528,4860.819049565395,9999.999999885737,932.683389073029,9.918835935639757e-06,4.84828993832012e-05,0.0003276266814298766,0.11630572660853455,0.022430873274326642
15,-146.03589059952816,831742.1247881042,53664.37714640109,53023.831195010585,16327.065592553361,2385.382399239984,29832.29948561519,25885.753643579068,49.254693785900194,3710.8230453561587,9999.99999988611,954.6592578482586,1.0000000029198493e-08,6.107679174722458e-05,0.00035692895909720395,0.1298184172709873,0.01276541009174666
16,-167.83848125233624,790007.153693506,52217.4892683289,50215.28564464887,17317.402415219694,2462.608043431543,27814.053740574862,20076.25503324035,143.7338797883288,6431.734583467662,8838.16127259081,1120.3796832078967,1.0000000067453758e-08,3.7435694944344756e-05,0.00029294544184148215,0.11843770062698818,0.018119801513334647
17,-124.75070899295002,814953.1472432965,49951.828647530034,48272.25334128351,16884.611746499624,2286.9813834223637,28797.05140531303,17821.895607080067,114.82847155603304,4604.818834368322,2164.828793128557,940.2132861616167,2.3842667833327376e-05,4.386939998091187e-05,0.00034660800803978584,0.13925837425530388,0.022960241332154796
18,-84.81218058625402,808845.3762871271,51529.590994355975,47999.99999967742,16812.860918099872,2185.9424831378615,30259.95547871275,14077.813935931152,205.45245192654147,3542.2093118844723,977.0148071943815,867.6839309933024,8.101616941563706e-05,5.415533460750856e-05,0.0004192036642848038,0.1687133042056686,0.01675953434610138
19,-170.57111525949466,796014.761989434,52394.97592190655,50874.14681656256,17126.334665127884,2242.6165433152973,28691.987593285223,24346.944923128754,115.00343117098375,4876.269814862878,9999.99999992151,871.8826314782741,1.000000009815567e-08,6.327197659675141e-05,0.0003664524626261432,0.15588292975467752,0.016681764842135408
20,-188.94012250537196,844214.2220003743,51814.66424488611,51001.72806574598,16454.003667875386,2311.6201008007642,30119.37987703134,17856.03029289188,56.849200099441035,5265.945557357711,2302.7470920556066,989.6133171228729,1.0000000067004695e-08,6.444914818653969e-05,0.0003560676908497691,0.14888576579807358,0.01943590637844956
21,-160.49846163458415,818027.4878042551,57272.03883385457,56035.245494331786,16689.104865078232,2266.644803237799,29700.657786737705,15573.716171111913,104.7325473305512,4671.3678067301935,4147.981098834914,815.5037040212809,1.0000000121652538e-08,7.502969425420796e-05,0.00040183090198316025,0.14275196785959302,0.020093277187324152
22,-150.3375573184389,799267.2310614837,59112.72096668414,53354.776493878046,16732.64083421385,2280.6260511648848,29145.02320748443,19502.742465794825,438.9850884104262,4680.317012896103,9999.999999981712,949.0689780058309,1.0000000081541974e-08,6.801582001822924e-05,0.00038988668473338917,0.13575424072307596,0.01914630680788693
23,-152.56075094248502,888033.6039700857,52718.22994978349,51066.37958241339,15804.055004913183,2231.745293557999,29754.375242086586,29587.04883183317,123.1463144792912,5080.173252021126,1829.0465878699588,1181.355650825987,1.4429381355809953e-06,3.4422147415098286e-05,0.00026156601542539997,0.16479361147892413,0.026580795524976126
