sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_D,p_H_N,p_H_WN,m_ND
24,-509.95590424800974,759775.5740083358,750967.8315388636,117095.31227727133,61139.91675566545,17231.436053811125,27409.764961886438,1468.0464565078698,2516.7878495478662,2390.5147825987387,95.54143426242716,309.6393782565309,992.262766738783,1.0000005749108107e-08,0.05188619166022943,0.012982028245580198,9.334770297043522e-06
25,-378.4493754511021,743002.5077952779,716548.8970785054,119354.62597600429,62127.5103785433,17602.245034911193,27812.93734639495,1295.2935853815716,3272.164819272794,2477.104343902252,238.5635977816517,329.80462506821397,1040.4847588511868,0.00790792080334427,0.08883275799976684,0.011867035489364722,4.923403284604793e-06
26,-392.73817141201874,679663.0666526882,653238.3384365275,119914.96382116019,63558.50508860285,17801.933668396556,26540.00042637387,1622.7163277905859,2889.60979084183,2924.763974127284,210.66335614977552,402.2357515321696,796.2314256751364,0.015034620261204402,0.028779358304971515,0.008315635222699283,5.156491723249631e-06
27,-286.5076522516091,749211.4250668801,671868.2830723118,117010.61580265603,64034.5269333641,17383.761847952483,28356.19554218784,4385.9972015702015,3128.3305903812607,2446.7688488395574,101.15606470423941,488.80282438242045,1259.6828244533672,0.001264422429201431,0.08096595132394602,0.01273760120494915,5.934177351667688e-06
28,-264.1831348742082,714316.7306718474,678990.9852759094,124601.48364985184,60179.99868737876,18051.795322042348,28009.565810290398,1704.2522402146558,3504.939625481273,2736.6273611449274,653.0422269827271,203.42306430626326,713.9748015024848,0.005390275067221773,0.06105856460441,0.012846543034137013,3.4343303158925274e-06
29,-348.4726307577672,701525.3687439904,656450.7260208754,115673.75925768154,60701.38046160923,17971.171085789865,27651.57021510151,3503.983996413283,2688.923678820505,2388.5506175169844,27.39328323382272,267.2171841919238,760.0757910740175,0.00881200333382042,0.0675727282187071,0.01313823398349062,7.615925542390435e-06
30,-367.7180664182065,696952.8607047491,677594.3124026632,128513.35828374987,65822.91311914676,18438.363194089085,26762.60737283356,874.4456856273014,3885.6482202834068,2727.949162490123,765.7398293730389,564.4652266696492,1107.40012481124,0.0008141609465738296,0.07332453391005793,0.011805921399169668,2.49678480820763e-06
31,-466.41579195422577,701807.104651294,681287.3583841773,127580.24724421217,64177.356989191685,18166.56354433583,27617.758074060348,889.1960024363717,3408.9100116296395,2587.981397620736,842.6378834771704,516.4102662871633,902.5539793641924,0.006633215941855468,0.06900886941648376,0.01668287028742388,2.6718884263632365e-06
32,-424.08598123935235,733239.1291949028,679845.6106442165,120239.00384176981,60989.45174402104,17501.50107233095,28297.858549291752,3129.481206981153,3100.643428926884,2676.588592581162,290.4243736384586,264.7550483256565,775.7550096108077,0.014963542032579977,0.03962058518577716,0.016605529096422274,5.25222218900827e-06
33,-403.12716682472166,687655.2205042016,664874.4585502939,129589.21912968735,59832.52466214789,17828.782246879236,27428.390598274436,880.6626098193198,3621.5650327736244,2992.3032519813814,944.4251642308042,207.84665446511073,711.0680041503874,0.006531519957644304,0.048114010911921225,0.012621530857961428,4.4448936644919836e-07
