sample,ll,T_NDH,T_ND,T_AWN,T_CV,T_OOA,T_SL,T_L_S,N_Anc,N_ND,N_Den,N_N,N_Chag,N_Vin,N_Alt,N_MH,N_Yor,N_OOA,N_Los,N_Stut,N_Ust,m_ND,m_LY,p_S_D,p_H_N,p_H_WN,p_N_OOA,p_L_S
10,-937.5485153316151,712779.7474251782,641498.6008513629,115759.1372683248,57992.22965141319,56541.44999429986,53343.87925834439,16265.256988647736,14121.759893141994,4949.895569608836,2546.194293710507,2122.476755609605,108.0527189772047,654.9307855983583,61.14505769714561,26884.53903777658,15345.085131950798,228.01374759062,1441.896138368538,5852.448433741856,99999.96715968136,7.900081364467324e-06,8.437852886876832e-05,0.01604473273685894,0.049380111926499985,0.022227674612485347,0.016579286030647948,0.3931498409239175
11,-783.1891150264553,685268.515795383,597063.9160104382,115664.28660353024,59296.295552636024,54885.52524210133,52186.904873488435,35451.66585744836,14466.555305438098,4857.9595140411375,2620.263553320651,2181.501499796797,172.0000566811184,736.5226894295354,45.6537833208924,23452.932488248498,35059.10398947498,228.8858118079189,1738.4340100433851,7353.795202484261,599.6012346871393,6.999498682396656e-06,2.1441204140829343e-05,0.005063015856524809,0.07547815562471062,0.016935152672252703,0.017568588253139297,0.6851972867177564
12,-857.4324432936041,674433.4745213531,596247.6139037827,115183.10540698378,58200.5985351901,55020.03359177139,51918.64807683539,28346.127260826084,15036.370572795251,4070.4326268000586,2697.0246898561245,2167.1206642966513,120.59521525717807,692.1731587817529,10.000000213966764,24444.124378259396,22072.95514697623,235.1913436426935,1401.8427643796854,7518.9286441556915,1832.3933394256658,6.930586154225493e-06,6.592904791773877e-05,0.008659653247252756,0.07301485064928462,0.017793631906711866,0.02395636164084882,0.5677817630947075
13,-875.6212939689273,699947.5774673262,596542.7945799474,116083.52821463063,59438.74475040266,54487.86280469417,50690.303407889725,26989.929373190564,14187.712574535966,5198.337550560741,2803.5017909732087,2303.2495403436824,215.19505856304087,819.4090019495961,73.23740249670816,24982.474400786345,48996.77318081133,291.1025268093855,1646.3283561115998,5940.3720189272,1187.1711026753467,7.0173290083690115e-06,3.6699994756375676e-05,0.017290353443742523,0.055258085855946194,0.01871116526155484,0.02227525589699817,0.5144388471598924
14,-810.794775000493,703251.310763722,620048.1183086017,116534.43060252888,57028.208791631165,55891.81695495884,53468.20688303893,36237.36669718776,14208.019416296333,4516.109131632632,2712.109866795923,2247.561651550654,73.33025499010574,568.801804141626,74.14051912286943,24374.725023755484,28405.131889885735,211.373180773034,1519.5629357499129,9511.406879558177,1919.0863665263357,6.836742681289837e-06,3.305521292627996e-05,0.008088908454767908,0.06524843671779587,0.015251404132018,0.01972718371995619,0.7446527333722354
15,-808.9141789274295,709718.7010035714,609622.505734388,116479.68863002022,58574.67195438901,56484.28087863403,52905.46548395601,11033.431741949791,13857.697259527562,5404.920554387918,2615.427391434879,2342.8144917985123,112.12128739229439,671.2177245250512,98.70312419002549,26284.84323358889,31172.45765708628,265.5878636967165,1574.6123516311573,3108.505287177076,99999.84740504014,6.208284304429996e-06,5.741291763398317e-05,0.02055578831050636,0.0456675255706003,0.019552417822007676,0.0057597595601169,0.33209603550315164
16,-1022.4901032013736,678651.5475131656,592056.6080717795,116333.87488194373,59303.016443415065,53760.903925031314,50191.94406761849,35212.300364052186,14719.378582579482,4904.550043802081,2541.461167388857,2345.677396400537,187.51374739458808,712.8390516732318,57.70068850456083,23797.125723435773,31300.32751444002,275.10365095357577,1780.5785516252713,10841.770240770113,2059.6862950023838,7.058198225128751e-06,1.729373691487903e-05,0.016483902522265385,0.0380556210954393,0.018403527841671145,0.015495440310062279,0.6334610398365265
17,-750.1183091908592,716522.3204903855,620786.5255296298,116203.50716477042,60374.95944372337,52279.75887981107,48147.14407061069,28781.242805709455,13994.006864414763,5256.932332870583,2473.4566196787287,2334.5312413279,214.4127973055798,722.0308643400749,65.51823768802241,25172.643781894276,30224.88342893716,303.79324270877487,1494.7612873541796,7170.001182070027,4219.497276416411,6.34825441485051e-06,3.9753351665384743e-05,0.011370657351001347,0.045786890171906125,0.019406640625472114,0.01868172165548505,0.4849976715239079
18,-631.8458498224676,677729.581048737,579780.309683496,116037.06258637163,59967.23947782457,54483.52315318146,51172.64640752028,34813.152373970435,14385.847743333807,5317.690391416172,2554.0755781808916,2290.229577269678,198.77680864224615,786.4707265815312,76.43157418915766,24244.235920219387,49125.975265957786,278.1658456215774,1519.5860924942758,12211.696438877341,924.7312681762738,6.664346524773901e-06,4.052290600910957e-05,0.015442104055482592,0.05357948385700286,0.018527613556596777,0.015593386895071075,0.7480121280231083
19,-955.2139344668665,663133.5777040515,588271.7496522224,116313.01618069662,59540.22694348674,55370.18033936103,51140.99200056567,26799.492433815893,14907.817326222867,5236.319289715581,2534.150907908184,2067.961295658789,171.9436213319785,897.2505603741491,74.87488582870651,24215.046971829826,40869.26878367634,318.2935987534971,1479.9911497684463,5455.3849449003765,3142.614611222652,8.142136517580392e-06,4.947017048068847e-05,0.007106939161927745,0.06092403516461319,0.0217789712425925,0.01723489780437494,0.4820090101577923
20,-720.451407976243,700831.3164543085,619868.5970203538,116379.06092428933,59379.03574785316,55108.718492731176,51053.89779163233,35918.95737467029,14407.240463020413,5172.977583082027,2537.8226347822133,2109.539492433825,234.43471059423658,756.6287739247359,74.77521443326732,24990.229335434546,25534.43477724591,304.47470927008845,1612.5785975308386,10978.64483766332,1054.8256350837016,7.817458594863867e-06,4.505935664935787e-05,0.009039938521566973,0.062276869201722214,0.021999493982631242,0.018317894187808114,0.768542344584473
21,-705.26381519256,687852.6646487436,611420.0522956424,116207.59070853704,60095.99125289077,58095.70190304605,54667.269919063336,22019.612666270605,14373.326446562281,5564.593027904502,2438.439419823984,2168.379280015051,211.48988275389954,765.1813693621444,58.95604071387081,25714.896250846057,18775.508720807906,266.06613096197196,1435.7070949090048,5155.589442079897,777.1378553580794,8.692556631432207e-06,6.924825848226284e-05,0.011085952612521233,0.05921683089386835,0.015755378350625265,0.01668778019045882,0.43742761254362394
22,-888.3616620181004,682321.0263958853,594226.6564447647,116301.51212775247,60234.09696214681,53798.88514344363,50031.82380334384,33460.866042284266,14416.532671216599,5119.377750620815,2591.27045005509,2231.1281755606747,193.78944625811693,781.4906829642795,63.948962122778646,24135.392552469937,42279.32756896899,290.4912472988367,1762.59701241491,7520.542643970603,693.2888683080829,7.134560010551459e-06,2.7233664898229734e-05,0.012845686882578129,0.062261862880000005,0.017084139729878944,0.018208013760935893,0.6325981327673437
23,-939.681493204877,701335.1820800557,610924.6233106955,116068.75790088098,59361.48743954413,53530.09206549193,50748.52591553379,35674.055487968195,14029.956047188805,5153.640834201074,2518.0048719111137,2399.656746258634,197.06262692397033,805.2414057771975,57.35057756630724,24333.2630670538,60297.05024580484,222.592415712778,1817.634332232942,7132.946802915327,918.2250536674022,7.187597122001133e-06,7.173518640251659e-06,0.017707661185224006,0.03686488740150388,0.016942668438194464,0.02142184002488025,0.5955473992414777
