sample,ll,T_NDH,T_ND,T_AN,T_CV,T_LY,T_H_N,N_A,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,N_MH,N_Yor,N_Los,m_AD,m_YL,p_H_N,p_V_L
10,-572.3479899536744,755885.4823639988,733167.9085085943,119963.55920094605,68599.27364284938,82549.32868446651,337752.63466196373,17429.203100185576,1372.7462834484331,3074.30098822696,2717.7575095943603,216.62916265069163,1076.4780543852041,1334.5641720535002,34444.09425647117,9934.881727362657,1140.1663416309814,5.928741749327226e-06,0.0001496889589941674,0.13852115826546296,0.024370706707789045
11,-516.6892654283002,748888.3286960664,718700.6878813481,118778.77487057612,61754.09761470381,49353.91413912912,345007.51901840814,17437.5409168486,1411.6257598820475,3467.552928985289,2976.164774429526,152.96447627748856,346.97522885498375,1041.6087458130278,36553.361168426585,6059.936456431867,561.0657692090488,4.599899253013095e-06,0.0003190172244287194,0.13585119991578748,0.05808291242223166
12,-612.6452146160277,802820.0956215785,742160.7259238134,126921.25365744118,76682.64608772438,53857.17162300917,417857.233417289,17069.118323618302,4434.9429836974095,2907.6005055568285,2561.523470354248,442.860227517239,1297.8215167180751,2272.887769735288,33833.994530712596,8217.05954528901,770.3540179297974,8.821980335118946e-06,0.00018833475655978283,0.2016934068722854,0.04175393644499356
13,-604.5300358386078,809220.2812879599,751517.0021514884,118530.96970390022,68530.56698222096,70054.80993276385,588487.4760064363,16403.660784799154,4800.343574030546,2739.95967184275,2721.932464022552,135.3613535976034,821.9324692048386,1084.021741641545,38996.03422858464,7595.749777819127,852.1600853480841,1.0660944047343538e-05,0.00022296549974540052,0.4787861396587569,0.04148841675347861
14,-435.2435370751962,766458.3109880324,727260.1673600089,118857.87055081083,68156.09268736711,60989.21371434301,331808.29319356283,17069.14101178256,1797.656497645402,3365.896388029081,2827.028361223814,152.34150573435244,667.8444199907696,1251.083171382959,33497.06817698647,8312.566617330385,914.9284761512812,4.422921637806984e-06,0.00017132915663502197,0.13841968928786813,0.033685622767986964
15,-516.7063086905531,783438.7419763731,741434.540519858,122866.42405112494,73748.50041148439,50324.45125545279,595536.8394215505,17134.33705871475,1373.4781656881923,2850.259490914839,2904.6532957478976,302.15937174542955,1005.3723046499272,1779.7689376307019,42424.56565858464,5125.0906344320665,540.9279434077082,7.871773777854803e-06,0.0003269858648426983,0.5047030897658484,0.05831851041333836
16,-484.6188184030599,820521.8513298697,797504.420297469,119438.20306082748,62392.57264812593,54775.1996063961,646094.9679975627,16784.230248339158,1444.4867177458411,2909.8295111360762,3087.65009160639,149.74600749606432,366.94682318740865,990.5983735852291,39620.194563720535,6006.096361421601,648.2435985756694,8.805781434406608e-06,0.00027164921382546894,0.4365424032831877,0.05545921037661151
17,-529.4309973080034,722404.0614680867,696272.6530959756,118754.963207279,63498.527430092974,52834.22260810558,260593.75981982276,17903.81780828139,1069.6652478212495,3587.147997951339,2966.7952973650736,147.5887074968604,454.94961820844014,870.6408750871306,29223.46561665068,9114.143686475174,868.590356270576,2.240347070664686e-06,0.00015437713198878967,0.08154305708061907,0.033139473734104564
18,-783.7894601200519,782975.9968155785,766485.717230862,119718.21317645992,74121.27504663222,48207.87023856416,443852.71449245303,17234.046864764794,2295.9591836977206,2833.6903083226907,2645.459151638417,200.112691889047,1296.0958027509191,2144.5033783386884,43604.34590374629,4270.798578292726,526.9041930247573,1.0320340045810377e-05,0.00037152930845500535,0.15071453970819354,0.06522044158329296
19,-674.8725637753396,776898.8917333791,750229.6459534139,120269.43874353818,77967.75557813722,53957.049080795856,392180.8615873632,17293.60729241917,1660.5149948752169,3035.926277042795,2640.3330270607944,195.49318983440227,1143.1210491192014,2035.110719715697,39387.63884840729,5969.862874354653,654.7116804665396,7.409867281140144e-06,0.00028763747278088924,0.19696470105287686,0.041841699202903836
20,-368.93446101318926,793638.974273841,764238.3429917593,123737.32156897201,73264.23186927136,59520.09292453419,384201.48879027046,16715.136391396543,1716.585947648422,3174.8273253866637,2866.385755264182,392.2262868029495,814.0062749927087,1514.9729811816333,38966.689183374045,6272.509021749581,729.7940564342252,5.532006327188107e-06,0.00024710062805626134,0.14053840399203957,0.042239066865234834
