sample,ll,T_NDH,T_ND,T_AWN,T_CV,T_OOA,T_SL,T_L_S,N_Anc,N_ND,N_Den,N_N,N_Chag,N_Vin,N_Alt,N_MH,N_Yor,N_OOA,N_Los,N_Stut,N_Ust,m_ND,m_LY,p_S_D,p_H_N,p_H_WN,p_N_OOA,p_L_S
38,-917.0010754016935,745718.8110886924,712734.2834084175,119380.22125069141,62381.57381375789,58126.10328106908,55634.04105815991,27660.289153760037,17497.759723169656,2287.7298739808125,3115.3959642612767,2755.3393156505767,347.62806369995644,774.2462991141474,163.37419116737667,28989.2708290156,30369.980221253983,204.92628213553743,1581.9706292779076,5762.514235357122,99999.99999403306,6.4258625697258605e-06,5.713210864279119e-05,0.021414815361873337,0.059401799541439634,0.009041681288148258,0.01902850305197324,0.5782318084249789
39,-611.4151802941938,758941.4163339052,719097.6722308402,118151.90462004823,62436.85579008728,56464.81989671722,53792.379601107015,30220.34671206812,16626.851985178528,2225.7198962585076,3046.261786907647,2725.7810516625364,295.5844911875156,863.6501302625323,164.63893830631918,28007.804147054434,23350.593146299456,204.06023110481402,1620.0573940117026,8667.664825944685,99999.99999064146,5.7536133288790605e-06,4.82492696472106e-05,0.01771855425093708,0.05472120437587551,0.010119253452769381,0.02298973617813202,0.5548575751114359
40,-940.3710677039138,743963.905461203,712233.7191438872,119176.64394827165,61160.613846424734,58172.00881130036,55859.264411087606,30178.959266464564,17544.35832707082,2251.8817447421184,2924.606702611606,2555.5864839149017,262.04493695623904,916.8466240399755,184.07644541856752,27820.901248812403,30690.95570495954,204.50853717068216,1499.8154072271882,8285.994564232888,6974.665536557055,6.408702411755965e-06,6.618061160744071e-05,0.013331655272946628,0.058764167571693234,0.01509669768658663,0.02269363660208582,0.6220361159844847
41,-795.3480714765258,747155.5085026551,711919.577696779,119011.27234561465,61683.69432030769,57587.30798183918,55814.45071386784,31849.908024404787,17043.196306756257,2412.9425377913744,3081.3124629999434,2730.7180045295117,319.6772532176821,967.9828411109592,155.04209909055285,27229.77371265801,67812.86439336829,171.91636978675757,1712.694827387582,7020.12398467996,2163.7547240668428,6.274743657761468e-06,4.5498830130829295e-05,0.012354540437433144,0.04630286234037537,0.009256135978995267,0.022092231801529166,0.7104058856278885
42,-803.9684494881327,747843.9787077697,708451.2836882026,117890.93543881094,60974.81541311049,55425.641556080765,52583.51793830346,22616.725816380756,17542.25958990054,2324.890593204834,3282.366180192356,2515.4376475323465,312.9916484363403,1000.2354967407987,180.65683034595827,27292.344929778574,25095.035561572975,221.7400828138092,1593.6569135695888,5572.740897214145,1036.858136949507,5.284662514109936e-06,6.213723921285251e-05,0.002167894077975404,0.07606536850593107,0.014614372450764229,0.020750551355167228,0.490201494000681
43,-835.5390679531416,748654.3207970579,708528.8662198528,118199.43172651665,62333.04428766999,54940.66595001254,52416.59088096781,31557.12601033035,17276.52108812272,2270.1016780464706,3050.9745223200953,2709.277070196611,320.4709753382138,852.0048187021811,145.3992448781667,27395.147900738,44465.95757848156,204.31316795688036,1552.6017622420322,5259.492912602322,99999.99999911344,5.198197436640387e-06,3.1798397485720515e-05,0.011831644135339185,0.05987708873955485,0.012369813111883654,0.013659777945511644,0.5671798474881066
44,-811.14756620014,745296.8301141855,714402.7261156605,118301.17044549897,61061.46611718172,56003.67752141916,53585.07778886982,33449.396431054374,17599.730501840073,2179.274505903736,3098.9963526973197,2434.2797013296113,264.791679435241,735.9728109839652,215.89960106463909,28022.80182723549,26096.336191947405,204.6806333553369,1546.4537208152537,8113.931886854064,1602.2655951334177,6.8237138917355745e-06,4.690547867132939e-05,0.009512312666099965,0.07563861848345876,0.016024483630007965,0.019821230953349638,0.6615474252685813
45,-676.0990757764389,759309.5385917831,689547.733569355,133140.57970424189,65541.75377740555,54745.50866393641,53395.199099467616,10022.15751205161,17201.83872446259,2509.1438659436776,3856.2184446444535,2955.7169188595253,578.7576767419856,1006.8817412528291,1126.0585621178438,28976.631816966004,21690.083493932438,104.92094019139654,1443.772937951013,3181.633555963872,3154.6298126427946,4.7106003813632944e-07,7.931570823062287e-05,0.011157650768474603,0.06439105194432479,0.012013641145345628,0.01189484299814241,0.387665656167729
46,-859.6611240429845,745541.1396769257,708850.2458009262,118174.5133905413,59954.40229870856,57275.37587244628,54678.30515586759,31794.568992330147,17573.976275345896,2229.838001783302,3126.322796670826,2653.376522407198,206.71604046535464,799.6426710717047,157.44004189765025,26568.095076296042,61999.40835359969,201.894039410351,1786.6374577403412,8256.407198019187,5131.565044853934,5.616455927058682e-06,2.911229501446597e-05,0.007433154587408716,0.06137077112959589,0.014214565921015141,0.022392396342666432,0.5675794382279847
47,-750.5813266439882,734668.9150693842,694505.164284723,120810.02684324498,60469.39816387537,55150.06288191528,52570.92085152096,31477.50568959141,17238.697515142027,2323.280684544392,3026.544107307248,2698.643815931243,273.4889121046243,818.8863563922582,321.6553163514662,28146.17606996945,42304.615254442586,208.0783726275769,1617.159641056396,6213.8059100351265,1894.3473914417093,5.730413977613292e-06,3.239670208993496e-05,0.02431192529219863,0.048181941068185956,0.01213900508536736,0.020771715023794168,0.6378776799489423
48,-732.3992409136803,751498.5816562762,712231.0022969904,117510.65754418571,62694.77671778658,58458.54949846014,56404.93302486438,30090.178823500522,17131.63776699814,2241.102287276138,3157.8153446831307,2559.8536988052842,316.40974468166456,946.3481408799133,128.28927923360072,27882.892949176126,34309.41742312916,188.9736221308008,1678.4048294064207,5586.973070184887,3053.90660004151,5.605721095125792e-06,3.878414174797485e-05,0.005464641529340209,0.07375952515946449,0.011584764970376103,0.023296594862233115,0.6265890195594457
49,-746.7973889349289,761945.5616559829,731633.5736305262,118330.86928038778,61589.52624299107,60593.93187558271,58325.11721975042,32326.41455947916,16870.77565848893,1929.8273823946447,3068.51116111898,2591.408174437293,353.48927768313297,845.3150581483386,145.15027689274362,28537.291666439585,25777.757000187667,199.750686331046,1363.0415493476955,7132.644065902243,6619.382456731283,6.0376448948577225e-06,7.326782220006299e-05,0.009086385968339427,0.056965899366278216,0.01440354069417751,0.025244593440093867,0.730772768490722
50,-701.7055850852549,727478.3213208895,692632.423402001,118789.38992186649,59805.632097722,56754.55178856533,54229.71108279447,22831.72149552188,17457.125168824703,2174.1195584496663,3251.8405827620027,2619.5849121172128,200.37752278548052,926.7839565857075,174.6877834159595,28132.641219849145,27242.048712736996,189.57066130533607,1553.1333235240381,5676.588745752935,9125.710770714186,5.9863367223924445e-06,6.479452826552672e-05,0.021463549930029645,0.06048999234550864,0.009840607343688804,0.02578710093087458,0.492280127377481
51,-733.5706588398866,739088.84326265,707412.6969863662,121339.66873426722,63009.39436344151,56814.1175164746,55222.127525639014,26263.837080116635,17477.275669827275,1365.776658953452,3725.091433554187,2817.909741425217,451.37064191167093,1102.6858631205127,362.1001631539051,28132.151426842458,32728.191738502323,122.31290634482285,1501.389894278842,6689.250525462629,1427.1643306759354,2.5471236997027005e-06,5.999945596027426e-05,0.006638691336743249,0.07931456689860131,0.009362237116140336,0.02855872549545097,0.5596669106894518
52,-655.9554206396801,750788.3007748747,715211.4144611899,118597.02656998707,60315.72268367474,58172.03506290195,56211.97125886831,34317.60589061227,17415.44012826038,2376.9169475354593,3225.733598069221,2658.1044977754923,265.8891771084091,855.3061525459739,174.97461931299665,27165.247287323575,46327.83105584255,195.96328457669344,1876.8659824981235,7831.17513074796,1607.6723404105014,6.116679141058809e-06,2.411613431874859e-05,0.011981802974333228,0.05726779542134129,0.011553151812745447,0.01800979422606104,0.7662662061944161
