sample,ll,T_NDH,T_OOA,T_LS,N_Anc,N_Vin,N_MH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los,m_SY,m_LY,m_LS,p_H_N,p_N_OOA
82,-114.58540542038745,813213.9351319285,53539.77120721381,51554.97175536349,16772.1595853107,2387.680852075896,31189.308084006992,15978.7956596638,125.49567581398428,3909.0700417266467,9999.999999908296,1016.7321795507789,3.9513634311127636e-05,5.5920551165258595e-05,0.0003670387921075985,0.12672052124868047,0.019481968008706267
83,-136.27208458190958,793390.8537522476,52649.58719368186,51500.34538463685,17019.561553729232,2381.6824130995287,28823.37223145665,22862.99747800577,91.25689858867206,4068.9975560798775,6037.561145036419,913.5641525062464,2.9255686191706233e-05,4.948987832995707e-05,0.0003949643065742777,0.13140499511806172,0.017480570657057347
84,-165.383316154774,825937.6759621013,54074.5149112886,52832.89793192689,16592.784190804556,2442.4402777927835,28217.369059933953,29141.549164084387,101.2562067867216,5237.312530071334,9999.999999983595,947.967414333431,1.000000066825479e-08,4.000170296631179e-05,0.00040716590801864326,0.11829803774350495,0.017708557953581883
85,-173.54453304928123,817934.2151177565,53018.128961615344,51999.8879671682,16418.79240398786,2239.380385397478,28502.485549818524,33690.507766764465,85.05957740568998,4203.4708696681255,9999.999999950342,926.3100174045029,1.0000000047451128e-08,5.743902063714927e-05,0.00040869268231858954,0.1456096911553462,0.016019328630860964
86,-287.91771281170986,754721.9051653993,54029.51501165963,52983.896828894896,17272.993190230092,2437.057909307005,26027.937104309724,68517.1934036577,95.00419461139157,4208.3112685735905,9999.999999971144,1021.4703331738004,1.000000011541582e-08,2.8374609850545246e-05,0.00041048002193368286,0.11193964176170954,0.016494522458622096
87,-234.10019900743143,773934.4053659118,53031.200209458715,52372.30078496933,17524.055163729266,2479.3618676814003,28639.21950871985,23092.473201948767,47.153405035399004,4444.1169419133485,9999.999999950982,974.7912512494679,1.0000000575051295e-08,6.588378188330477e-05,0.00036402131466279746,0.11369889921692397,0.019102598639398744
88,-192.5046394186846,787265.8663811744,53596.98321717636,52519.53702674988,16887.55241206309,2519.918649259318,28868.141502399136,30538.347419244412,82.89601746589692,5254.271194969836,9999.999999939328,877.8740074643302,1.0000000101722311e-08,5.3829104387737145e-05,0.000424689002135367,0.1087323510566654,0.016769816785089455
89,-185.14077664628223,753738.6920382463,49742.96436941516,47999.99999999947,17533.332920906767,2234.5894017386863,28684.34840331838,14910.667122888066,102.00290058123042,3826.5146748096886,789.4873967416135,819.5395056732236,8.052562799878105e-05,4.8118796184248606e-05,0.0004551424085154389,0.15917253282591276,0.019751530979157796
90,-136.043672534939,746135.2374117714,53509.7367437638,52382.47017023077,17707.90894974048,2484.306193066674,27428.83966626486,27283.021891874443,84.41528564942156,4500.274075617251,7465.794580652618,984.9922838575973,3.130267347276805e-06,4.2130393596462915e-05,0.00037141372338845603,0.10296713453678139,0.018411583381673
91,-231.3995321810267,780841.6449669474,53425.32673886799,52376.80304176651,17210.612457579347,2422.366536225436,27153.303339111764,22918.171658510262,84.81993335283396,3843.805153986432,9999.999999936095,1045.538678415592,1.0000000022151116e-08,4.9320061777535767e-05,0.00038606257034882335,0.13026124143552587,0.020624051178402995
92,-188.84213665545622,810478.247052599,55404.81396812665,54112.21429648323,16641.32230281875,2634.954792053989,29995.61177545205,25132.164281922025,98.27461719603374,3938.6189449660783,9999.999999935066,919.7693943775236,2.3975496566829305e-05,4.386096361353028e-05,0.0004378789795675234,0.09202351963412937,0.02178587730856393
93,-209.99287706839698,807035.799132156,55660.97887516326,54697.04715483543,17059.804754547302,2415.765852712959,27854.979811394347,26990.179575036003,74.94447567620962,3994.125988502989,9999.999999991003,986.8549381129013,8.055070904132483e-07,4.726852012064198e-05,0.0003880840053712488,0.14968674728521317,0.022476519265007735
94,-164.16050114845035,813189.6929620572,53024.97089085692,51455.877490608786,16467.851338627104,2465.135659169011,29849.39535841228,21265.656055044976,113.4137381459405,4829.231227206505,958.9015735116503,916.5553199961959,1.0000000112296182e-08,6.550447637149518e-05,0.00038249029003026584,0.10942667760184169,0.02442072336749301
95,-116.2735139349804,770882.8032487613,53339.48135504615,51999.9683906666,16860.49829666912,2400.3525165706324,29734.482280383887,28901.401369977175,84.51459024064525,4956.768403221277,3576.110002046822,938.784791679304,1.7404130893429916e-05,8.111730512348131e-05,0.0003790609730903176,0.1194301144964325,0.0183784221306042
96,-185.8836065750172,790519.7386664517,55029.03971953068,53906.66914494299,16948.043256246714,2539.5964343292862,28536.266372574017,30961.84059130289,87.25654700343343,4898.181143259887,9999.999999891012,1054.1521110555516,1.0000000110274652e-08,4.510268125494789e-05,0.00044185825156490367,0.10408473952137413,0.02816093814815929
97,-157.34464544857383,779017.6179551025,51149.27944772783,49159.59385642631,16761.5961380213,2371.970167957362,26888.511283319225,38406.2148091364,146.18947960895693,5524.16617445667,635.173796173376,1248.0130927441471,1.009257549785407e-08,1.5401474501814933e-05,0.0003089338656379239,0.12928592399979963,0.017249615440847035
98,-115.0218069304756,811956.0845148558,52013.47853180156,51597.41767996701,16512.753353892345,2423.405729177061,28941.581593881026,20153.396879668562,28.508299974590873,4428.003133887128,9999.999999888862,1057.1605462632708,3.104737260879952e-05,3.4570770327851904e-05,0.00042028327677731615,0.1300195023628862,0.03169335975322508
99,-180.63412785259507,776691.3928118371,54423.87516705985,53066.419648358344,17437.017334873177,2559.569966667802,28155.39456388351,32455.008277143206,115.40870913342306,3986.163907877869,9999.999999898544,951.6577472330845,1.0000000069593488e-08,6.3387115208812e-05,0.00036580140977730846,0.11754864165447233,0.016798404326401093
100,-234.970193012656,829035.5026887894,54112.96283951631,53030.12235530244,16447.303598213854,2384.9213627164827,30473.239107120757,16732.00344569383,82.52980184550962,4503.066659978541,5481.59778625824,1003.7634508484367,1.0000000221324136e-08,6.0069184782453374e-05,0.00039960207489658095,0.125019119180483,0.017736514404438547
101,-166.54592598119356,825406.8507880404,53439.74787701936,50005.20496337696,16515.053117818494,2615.119779069589,31574.71406367218,13910.294819140527,216.91150221971193,3267.8613583454216,9999.999999880336,1025.0236486092742,7.808062033568696e-05,2.492824628119182e-05,0.00043494676154938434,0.10604734866182457,0.01854343440901572
102,-138.98060982391877,800280.4801745852,53576.70603621645,52221.23899283483,16781.946596061964,2398.583170936332,27425.745194339015,27523.545881182967,99.38660918320909,5022.617814675925,5664.324933279915,993.3160986048988,9.53035830149456e-06,4.67679294947331e-05,0.0004159977816041197,0.13726524794149028,0.02420757871227883
103,-133.2405716475879,810468.7456534449,50915.543700321075,49570.688270472805,16881.192001494175,2360.502997267851,30565.537460854877,11363.607556036855,81.9906630397909,5493.584124283312,9999.999999936628,986.1970397792813,4.282607203517857e-05,5.68065898296281e-05,0.00033144177908743007,0.14211779849513745,0.02168077333344697
104,-200.81643998893352,776739.9002206796,51008.436594090344,50433.5060633273,16990.65822751002,2470.1989370051424,27044.248847150837,29030.00780047915,44.275287588504405,4482.950347822016,2678.254582725053,926.9071041578262,1.000000013998351e-08,4.6654190262524774e-05,0.00040244491755311846,0.11543113462392088,0.01718784250445106
105,-132.10257228539106,815123.456392806,58881.7067614143,56389.697812154875,16277.074109426529,2324.86751165423,30106.263977304676,16813.756152911606,194.40530614566282,4010.3333261711696,9999.999999973896,811.8723239901358,1.0000000086917123e-08,9.706046246207557e-05,0.00042784466825165527,0.12565465703490544,0.020565728790707064
106,-156.37916185805187,842314.1601305233,51716.49676942999,50806.651708019315,16213.892961144213,2386.6447126574562,29668.612090786388,27591.965210562623,67.91063096433928,6120.597092673672,9999.99999994503,1133.5088805882885,1.0000000055821534e-08,3.963167220970396e-05,0.0003571718816612184,0.13147318216436513,0.014823116703135988
107,-216.95802151676807,839725.7429860156,52848.8932272815,51736.257686038945,16192.007809884162,2408.1492783864533,30295.661649278223,18429.62276165883,80.28988772505737,4603.164258690613,3136.769696413054,943.9879010141605,1.0000000015985454e-08,6.566026853811704e-05,0.0003572662832477563,0.13303832661486945,0.021861683761574706
108,-249.5600773388847,778546.7975926962,51757.85439392349,50439.824005788556,16942.441462417388,2494.0844340202407,26896.430950428115,70155.15886206258,102.23940422309762,6323.547535035238,9999.999999956417,1061.0156567282017,1.0000000589434528e-08,2.7133144238468875e-05,0.00038443012387998445,0.10725094330543365,0.0206488587176281
109,-132.14714299943023,800004.6397071114,53957.56410919137,53192.56851111917,16900.86106841113,2381.17316554379,29590.102642050693,18146.566680935808,54.6621736710192,3793.678441528138,9999.999999951087,953.1888503510584,4.218007699065874e-05,4.1869047914382736e-05,0.0004307162071205309,0.1284859863367659,0.023140328065251188
110,-217.19585003491224,752070.0272518406,53011.10556595976,51680.7880776923,17605.133497482082,2559.3660409594145,26033.828207039747,57543.00282437357,112.17513948647031,4638.4725818361385,1928.4613653744123,1150.7908933570504,1.0000000032092143e-08,1.9059520788121102e-05,0.0003313100435288826,0.1185282109297821,0.022669850502298215
111,-150.67994878992792,812829.2301095579,56411.38392305988,55126.557524023236,16426.707340859357,2475.62042326533,30984.274052848046,16585.203493637888,96.72027989371841,4399.9880216760475,9999.99999999683,798.0054291985629,1.0000000021175862e-08,0.00010092136322119174,0.000562678705304942,0.1268547757691363,0.019348415477838346
112,-142.3090180233454,783665.6341228473,53299.396240426584,52256.77874568844,17239.080552280193,2507.0372206539328,29205.293560792838,16142.934555001984,77.25934372300414,4600.496359063165,9999.999999904796,941.4396464562857,1.000000002868239e-08,7.469813246993744e-05,0.00041682749354936044,0.10038805299784767,0.019263253393937817
113,-140.52567791528384,809061.8396219938,53175.092265770785,50718.053252463615,16730.620005771932,2249.7283666259214,29251.580698999405,19405.99469292655,172.05922935130206,5638.411316189567,6640.605901188039,833.9284325410619,1.0000000272276837e-08,7.5848544444429e-05,0.00038539302840957573,0.13992265103853418,0.02112326852108445
114,-164.69762068855084,821805.754369029,52749.05107009814,51870.53882732475,16749.80997846699,2501.4410831949863,31524.035304088236,16902.517903778557,57.65716516040171,4912.595185468461,9999.999999898597,1048.0438226691183,1.9611799334978666e-05,6.636069016248609e-05,0.0003663504516504646,0.11257153787769976,0.019136787039442233
115,-175.84833157149848,739915.3276303769,50713.659919274,50028.359600226206,17816.94432391555,2528.723702308961,27831.51108406769,28795.62031121143,51.019818307510924,5137.488837650652,9141.556169392165,980.4229083094733,1.0200419002617079e-08,5.2182378388434256e-05,0.0003108978961757684,0.08824465808630044,0.02750885785161268
116,-190.79455627453885,780446.2332184089,49806.72213519076,47999.999999671025,17102.811962063293,2579.0672748689576,28076.39758352315,41895.63352836806,125.98284096477583,4779.401843373801,727.2731372362915,980.6918208179519,1.000000046852363e-08,5.205226649175176e-05,0.0003699418472402342,0.11706921731184491,0.02112729658163856
117,-210.8528336582076,751332.4760604994,53618.24367860924,52686.947161799806,17796.20137822155,2331.075689416792,26763.397366336027,53675.64819920178,75.66042693938813,5672.468455132,9999.99999999198,956.8995674516145,3.223889842058968e-06,3.560519365481142e-05,0.00043326839202140286,0.14679336927035164,0.023918428352011824
118,-164.11828432476432,780162.1816415618,54443.4340196483,53249.567909179044,17137.621496317493,2441.044586423009,28231.059121918435,25910.89771477226,93.42585338757776,4677.092941876142,9999.999999984786,908.1946672313993,1.0000000109899734e-08,7.314847533020044e-05,0.000396594315984632,0.1296693670590343,0.02272136511129127
119,-144.26377345655078,812129.6488978004,52501.30935844585,50336.719733091115,16824.84365089243,2416.593261389087,27824.28660319567,38232.105057165136,170.7615228887764,5554.589460008056,9999.999999943875,1153.5236180368763,1.0000000020636062e-08,1.6897267192518874e-05,0.0003932962463389744,0.12562121923232136,0.017985277517759007
120,-137.87885107735272,802076.761545748,52501.13919969148,51321.2321812453,16743.15348277979,2357.3426023884967,27664.613726294956,32164.31427537145,93.35376697125622,4223.139759356891,9999.999999917301,999.7390569530234,1.0000000111982477e-08,3.186985717035441e-05,0.00040030236177724066,0.12864941346243325,0.02518583739262439
121,-136.51089469782835,756625.4574853545,52391.75451539954,51676.60249045725,17321.658330196904,2499.3671047314206,28499.474053046135,20903.91143986648,45.38531551567142,3951.6414584246645,9999.999999968799,878.1559162183886,2.6244289643588934e-05,7.129137475524983e-05,0.0003488196275494421,0.09883557001950517,0.02902225332789446
122,-144.29491444446694,814231.3568337691,53058.08113129515,50982.56668135704,17094.760266408277,2319.0355333667235,29359.378353569868,24662.30482916726,150.5792484405775,5000.639920572252,4931.733865685407,951.1051233775213,2.7559229862357316e-05,5.217506581192813e-05,0.0003736148085887031,0.1574928760833545,0.021405647052490342
123,-147.16910533759153,823385.1946788048,52404.48106772591,51281.12227216569,17028.07237434101,2475.401711297713,28996.307446709823,20821.517759783517,83.71459630509376,4156.900144566757,4090.3280925408126,1039.8595930082242,5.5754550107068756e-06,5.814252530888457e-05,0.0003626598913702131,0.1297557277161213,0.018130039073107757
124,-201.03165029765546,823483.0027256049,54520.55370159017,52962.34550496536,16808.356094567775,2394.224179598694,29710.508533044173,25587.870991013006,114.4246566730069,4501.886152678046,9999.999999963771,992.7772634223948,1.829154674352769e-06,6.352796969546958e-05,0.00038178939829251973,0.14142167092257765,0.0244045083281865
125,-176.19183897181603,816012.0817205892,51849.08775786678,49752.747731352014,16491.62130323392,2415.6935608832455,31199.667928572668,13694.737165471217,127.21055511106157,3932.2376950978705,9999.999999997628,909.1458860522783,6.643322295214377e-05,6.38581788847868e-05,0.0004539308090856663,0.1162100771556035,0.019839457129181545
126,-264.042574639324,767067.601614505,54802.659699472,53391.75036433907,17333.004887444877,2372.9987639953883,27116.164646121495,29283.984954221734,113.54622777641212,5214.338643974576,9999.999999952544,857.3663179812263,1.0000000068651271e-08,5.745616851468021e-05,0.00045050770884426844,0.14244495691527706,0.02077296376888682
127,-168.7338959439573,801060.511126536,54289.87213484849,52958.91826148777,16533.672927626543,2538.693001475329,29975.274459994507,21744.59075278632,105.16320353555561,4405.550753535724,9999.999999988942,829.2432683953667,2.0081568146038526e-05,5.098482278100794e-05,0.000420964590635221,0.10132240221934356,0.011185035667898177
128,-136.31578267882452,782737.3432478147,53046.89344853811,52301.55278802077,16974.001745520884,2372.366703941107,28683.377033733756,23600.542222067095,58.50922390650963,4865.508477349401,9999.999999914424,825.6839545378609,1.4119639182093423e-06,6.620472473542507e-05,0.00042535486384727905,0.12151463140928916,0.02021808272702424
129,-111.20703740510595,807014.7427698589,50875.03754626035,50334.99618699788,16859.397785135665,2232.6067213867163,30368.811229703722,12782.66804514247,31.735799663966695,3119.69675958867,9999.999999971622,880.9581090884012,6.34724140631205e-05,5.9496775883483696e-05,0.0003838832758409341,0.15075066192771583,0.02389491810143442
130,-171.65918346424712,800126.8477681064,52845.217082028845,50763.26498296389,17243.495300658014,2442.194077194556,28222.553929143418,36978.31151872645,149.88099849226316,4504.039575814427,9999.999999970894,972.6219962607879,1.0000000079469285e-08,5.1832851907588074e-05,0.0003361789507247621,0.12675079226287084,0.03315670963581587
131,-185.15231800082162,825730.320065577,53548.51232174701,52891.53787707488,16386.463684807368,2267.5804603913175,30181.454477424664,15757.384239415336,47.50629104911403,4718.28819183257,9999.999999949932,868.8733477975616,1.9243151075815136e-05,7.328232146997517e-05,0.00038985355769552345,0.1537296056901942,0.015629287540299394
132,-187.18814538787348,796287.5399967172,53695.28809292585,52918.32061943581,16890.8692703546,2458.5519858190974,27669.631506501228,30623.962853188255,60.01768820188794,5361.220023838842,8802.955742376163,1054.6867003132609,1.5611872557645935e-05,3.59967230115066e-05,0.0004214178573389992,0.12019086844605731,0.022651204315422706
133,-187.3048573114183,775517.2062441806,49533.41617327743,48474.10866390099,16910.298029820264,2619.3139141279926,27667.896045673402,25889.143096774173,78.25531638271039,5548.170976848336,9999.999999942436,1084.5874897706556,9.564029102500902e-06,1.928273738156008e-05,0.0003500472640777378,0.09389742332484277,0.015082000915874008
134,-146.4305877897513,795902.2601495871,50315.673116732585,47999.999999776075,16827.13649681869,2434.1704139881836,30462.503727310675,12778.677971220954,129.83359116469882,4098.121838632411,1477.7484381650845,952.0466229564784,5.943433747464347e-05,4.9362361120723933e-05,0.0003537480709866288,0.12574647229260913,0.01686587224805544
135,-174.67307384637883,792752.8198157831,52880.243516068644,51757.425104235714,16840.78443057746,2505.790268396106,30222.619418622522,19710.890991090597,80.13430173404899,3949.771612731168,9999.999999964037,930.2419973165241,2.8955407701410948e-05,5.96183913366978e-05,0.00035993339673627664,0.10178788865986128,0.01864102022422763
136,-139.3816442394821,801839.9693872579,52389.55465396051,51307.55162069478,16688.560902191908,2561.665460799554,27329.35577294931,57794.9420251773,87.36307969184878,5405.816857738154,1919.1942541852898,1139.4827413171306,1.000000025964193e-08,1.675633059606549e-05,0.0003208700795657703,0.10250350337214349,0.027724551592065792
137,-214.88937824575322,827067.5189813344,54768.28393440592,52911.77252611834,16255.049208071641,2299.8846081701204,28959.29938025051,24618.976945732513,141.75532313165078,4287.015935859053,9999.999999944408,918.0243949509112,1.0000000017348985e-08,4.760951793201487e-05,0.00041547790907772253,0.14610442611365473,0.02854405289846275
138,-166.27578017368228,789120.1320714442,54106.37426190115,52329.34645865859,16642.52946671319,2410.310717562812,29979.573293375262,19003.177882689877,124.5264172935807,5902.72841913253,9999.99999999999,807.9538833471282,1.0000000038729642e-08,9.67294813775907e-05,0.00040549974593843854,0.10442587693485211,0.01896951281064586
139,-138.67208076518813,802724.952318252,51231.81624147081,49341.328150169065,16587.45825683997,2385.409018908889,29956.587262401423,16843.608044503937,123.72429748846469,4547.159492525935,9999.999999940217,861.436699500003,4.54849985603618e-05,6.299693558824729e-05,0.0004054779879060493,0.13110097096907147,0.020688767645558694
140,-164.10679356840285,817126.8448050927,53286.12166971903,52192.64395063147,16593.46705331036,2445.9134511033244,28245.16798481007,30978.923333133334,84.03521923538976,4074.8624091566026,9999.999999961763,974.7157053861148,1.0000000082615782e-08,6.52409135997985e-05,0.00037098748619064106,0.12693155199344683,0.023880889334602824
141,-138.13172568992368,775979.6115122624,49728.60693075155,47999.99999971417,17338.34214074218,2216.3608617491727,28150.65133794002,16802.328661924133,113.24962591678114,3669.317062304177,1544.727131379624,877.9899021206825,4.031504185117771e-05,5.172238833567032e-05,0.0003694486640526844,0.15010910076883105,0.015975917953242564
142,-197.31920426531275,757556.7724221481,55025.86471105616,52741.297656830735,17486.07041624172,2370.873878640013,27316.281590735605,29744.635377780352,163.7640228059655,5148.938019508089,1175.800197914015,1070.4819296558676,1.0000000006043326e-08,4.359890381274241e-05,0.00035701251557183,0.13502221894582478,0.023522065653024723
143,-115.05764228987668,775438.171068276,51537.1166395802,49550.522975506276,17106.73313836435,2463.7206485787947,29953.95360428329,13459.706849980896,126.42727269508545,4008.4677102992746,9999.999999993312,825.2135761214405,4.744775577774182e-05,7.218685501656256e-05,0.00042741581904212156,0.11759678597853254,0.018994166080267567
144,-143.1502948106417,822673.5360673869,52587.42727413543,51273.51806477761,16330.907525127772,2516.531120523143,31219.191403450735,12988.394792177189,85.82274902980433,4111.126566016275,4229.620390888287,832.2116663073517,4.932772318332988e-05,6.670127287320054e-05,0.00037710732156379486,0.10198547221620494,0.014951158451227362
145,-133.54200901914515,786940.5714415533,51556.396140432145,50997.427356577056,17151.303763643176,2491.312578462566,28843.980577651877,25202.987261817707,44.229406833048934,6334.198042044548,9999.999999951602,951.7235044342405,2.14583811491484e-06,4.0047105554593635e-05,0.0004952681104439113,0.10833005426273076,0.01612267987751616
146,-197.48845285048105,762487.6748740461,53821.014895843204,52469.53213539924,17294.892248575798,2456.1981601260622,28294.47027920587,31682.11643759296,103.60597291306748,6035.420949320774,2666.4093026421874,924.7247169754629,1.0000000275210526e-08,4.598420835281269e-05,0.0004237305699565669,0.1273078812834485,0.02090628336250569
147,-157.1683638955235,783854.2124508334,52858.41832581966,52297.8775030275,17000.56236098925,2498.224932687896,28514.77888517084,21018.291180223627,43.51351113530462,3597.120604319432,4019.756620084795,1096.7012951316399,2.9720931966300563e-05,2.9170438944503893e-05,0.00041811534051638114,0.10548146196972451,0.01990848305630563
148,-250.0323584363378,826276.2194824938,52339.857857991985,50724.50799420098,16041.59858031718,2423.994360201805,27886.389561878837,47097.93936409492,127.81605050668566,4582.374281792334,894.7215415530367,1157.327809046055,1.0000000002200534e-08,3.111297181388088e-05,0.00034154275366857326,0.1287428889949714,0.015826481396233404
149,-155.71631533726293,858882.9050391573,54287.078112152725,53818.18220986499,15755.378840200534,2295.3608467523345,31021.57075948545,28754.52894359535,36.179151645184625,4027.990892651995,9999.999999942793,796.000101939628,1.0000000239988424e-08,8.427379183005404e-05,0.00045926748590104446,0.14148078082699342,0.024539780853976508
150,-168.0452585388431,801677.6353800509,52316.63467156389,50861.78195975497,16649.83613445323,2462.6289302394352,27874.620699912215,28388.04108109111,113.5905947585349,4920.664198243139,9999.999999995995,1031.0345912962098,1.0000000063483282e-08,2.1962162283870265e-05,0.000387409032364618,0.10640715785029885,0.019887242349586942
151,-195.59153074103574,748212.7905241936,51814.695859842315,50537.40494143201,17298.899771262728,2652.1454144233676,29311.805117942175,15755.827364388544,85.82119641120264,4790.493622167702,8623.557063413877,903.5067579938346,4.684663542957958e-05,4.675955980690211e-05,0.00040644511114046707,0.08984548118065097,0.022406010732903242
152,-137.50707448138917,822375.2449578256,52810.84278310016,51161.449688236,16564.932351310214,2324.9263721970506,28224.99305846343,26648.069629372374,126.88791183772858,5259.621137790135,9999.999999941123,800.1744867048383,1.0000000018509088e-08,5.325253838041739e-05,0.00042845040207743496,0.1265117546153112,0.026932911802490765
153,-210.89921108377015,765123.4851867511,54593.63436275239,52717.18927074129,17301.650560331484,2383.7756337483193,26929.222921347628,24805.16753239431,147.96601352981781,4818.317686224342,9999.999999952615,928.6009554740416,1.000000011244529e-08,4.185895049875001e-05,0.0004049087024108191,0.12529185357271838,0.024735839879931863
154,-175.7270757790261,770825.4794186625,56384.82887563218,55646.220021567206,17519.17558972234,2552.56741947717,29619.042026970314,15665.214049519094,61.987846244637424,3616.5235480411666,9999.999999987485,957.2406409554684,1.0000000057190288e-08,7.054440204703525e-05,0.0003769135247093501,0.11534924402967728,0.0068081219495511585
155,-158.10044435676605,800793.1906416793,52869.42917380681,51754.76037117445,17180.308622273653,2327.1677915932673,28095.16655961316,32546.465245806834,83.61482796005389,4992.169105942661,812.7602570489114,1117.1753786183133,9.079196324095455e-06,2.897440247163839e-05,0.00032982868954153254,0.15212234938436361,0.025160181792469094
156,-220.9079974898957,775478.1217990279,55489.488711676546,54114.52557136383,17528.019818045235,2308.3275202875634,28283.772019708627,20316.746913987037,103.833911006688,4183.287924617071,9999.99999992597,897.7821482287375,1.0000000090859712e-08,7.849474004374144e-05,0.00036854772238358263,0.1514154854922082,0.02177514078650876
157,-147.59976433858833,798388.2790027132,53821.29990924647,52619.5660124884,16788.703989926602,2654.6666120758096,30135.098501212968,23122.69712057223,83.26974629791495,4138.250677308042,9999.999999979635,1012.9222059333509,5.005746581197148e-05,3.784978866919798e-05,0.0004228495800876444,0.10301722011908566,0.02181974079130557
158,-237.22437348769148,801234.6485103263,49780.14278179822,48056.71504043054,16655.407711004238,2482.735669541984,28257.07537581166,25234.22897354675,122.89558946477277,5418.360436769042,2236.5486487000508,1099.406587988421,1.0000000002261036e-08,3.676261002344908e-05,0.0003143968197508945,0.1131653642890474,0.019488588967417945
159,-109.1632029371182,795482.5037886163,51487.5920612537,49767.423123460365,16855.005819688347,2384.29209593757,29153.61966848728,18845.10575084394,111.51419784157507,5445.482755622271,1278.1176268373451,1012.695776129614,1.5486511613178953e-05,5.448235844199884e-05,0.0003524999740049596,0.12159933942474713,0.019435457129620193
160,-188.6558729399031,777400.995635744,53605.13534723323,52681.25636545229,17536.22835434908,2352.8625245557546,28282.16712410947,20272.803853486592,62.85275669840104,4765.062223608791,1971.7288288061795,1026.454110182588,1.0000000014032527e-08,7.262241747069667e-05,0.0003933806084825786,0.15384692270303765,0.0191816985048643
161,-158.2763535045287,828118.9888293316,54237.56864494187,53284.982663115166,16345.612913311474,2421.6167121684707,29825.60655436425,20712.596642057786,68.96848487919988,5010.567303346384,1930.7650882967946,998.2702518113273,1.0000000020945538e-08,5.545564053525172e-05,0.00032614628013198107,0.12582554276856164,0.023907411131031654
162,-177.01556154986184,792558.1557536435,52014.80804473681,50844.75408084626,17044.100998795744,2507.776577806132,27359.964768069927,46265.03655880681,93.72041992340053,5559.730950383718,9999.999999945563,1068.7985730299008,1.0000000309914073e-08,9.815577579599879e-06,0.0004456424104939138,0.10309572780110371,0.020524127355080562
163,-133.46308296712522,800121.0898636777,54006.94876345061,53175.562796328675,16974.23716852089,2431.056685735907,27585.63932642693,27145.217533240957,72.57468571608622,4124.502733966418,9999.999999947055,1003.0200111692145,1.0000000078833279e-08,4.088634427101376e-05,0.0003977346569465576,0.14041723403806558,0.024913846598611112
164,-146.23968476437642,813382.2130664723,49843.62010994258,47999.99999980907,16897.991437366043,2577.170606412481,31670.71295820254,12263.947143710662,102.58560475058019,3757.8520316992676,1460.3011021120562,1085.0767851793694,9.515656615926225e-05,3.4447047140224535e-05,0.00041234495846399543,0.11747964287375731,0.019115949975900267
165,-145.29745167878514,809632.786039371,53639.61900155563,52080.295331708796,16288.112118227518,2465.8897867802293,30453.622417901963,18575.981355501623,107.0693800139404,4769.129873754928,3277.848322604916,1000.329025978605,6.751766241892522e-06,7.060404242221872e-05,0.00038485986342356917,0.10309674676213819,0.016596567464818354
166,-127.103678203884,801668.4657579036,51902.45046468237,50094.73586442866,16629.48474526162,2314.3145873885533,28176.700853726034,49799.32610097649,133.39145136114468,4162.426239311138,1592.342373061049,1084.7451763747347,5.476714864255915e-06,4.918580926823846e-05,0.00034849090285883264,0.12888283137686316,0.026784316386672075
167,-230.76350472171936,802837.3028991509,53135.814665138474,50750.56814535309,16662.756379461152,2566.4965803254613,29374.210511505997,26921.187110941177,173.9583553621452,5144.833252585405,9999.999999955724,936.2831618463572,1.0000000268664437e-08,6.078125034121782e-05,0.00044941968195818085,0.10216756108358141,0.029421959165851955
168,-142.1173424747734,785051.4904972508,53703.51968331224,51738.65617119183,16992.131830109207,2622.9023603015185,31182.666362566924,18724.573302200384,121.32535777502352,3655.8940040031544,3378.1940842096005,1010.8137343393646,7.425705229257776e-05,4.5856390818157536e-05,0.00046731126448088846,0.09714348087656828,0.026911278033840733
169,-157.79568494863824,811877.9933837552,50585.38316627058,48617.19268447675,16894.681983448158,2268.151938487083,29081.251803131923,31177.73525285205,132.29012771347405,6755.256557130268,1474.0493613915016,989.0393405216205,1.0178963540073658e-05,4.830234220150362e-05,0.0003713087121022437,0.1295332485464703,0.029038164170315198
170,-129.15071748337112,841199.6350268156,51491.93556250965,49810.78897237977,16298.64363835867,2431.922072545913,31066.34255468301,18320.761703688615,101.78247649294293,4119.7819089385075,9999.999999895488,997.0716690268604,5.035676112506961e-05,4.5165058000360976e-05,0.0003786843402818393,0.11408016065603245,0.02887724602736897
171,-188.11695297765044,753656.3761928391,52315.62947821387,51426.669223046876,17510.567661737496,2593.807800746226,29566.003015888906,15925.57566803376,66.29129693441915,5619.681512548662,9999.99999999507,925.6160080487266,1.0000000234658785e-08,7.54033565882114e-05,0.00040070262830634045,0.09609617612656676,0.014566572714284494
172,-135.5821812950291,756728.385184502,52248.406285754805,50696.92127474621,17262.747171599338,2533.411641524856,27816.66333684627,50171.9975289458,116.31439461418346,6280.333399918909,817.6662416412563,1092.5342050425352,2.5749825681514527e-06,2.7658921644381475e-05,0.0003775221476578029,0.10120162631127413,0.015409942295470831
173,-125.88797274176436,794846.7956226837,50880.82308635058,48000.00000038572,16654.205160114212,2550.3799712715613,29933.346745175444,20354.862544538595,188.82118323935293,3969.3046122998608,9999.999999979136,980.9451911136478,3.3018560563219806e-05,4.018634128942748e-05,0.0003643474378512655,0.1047287679716925,0.019105918550605675
