sample,ll,T_SA,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_D,p_H_N,p_H_WN,m_ND
82,-415.517650204042,1200618.9522320565,778578.3955151556,757582.245037441,125179.28758528305,61107.871947499276,17087.394163878213,28502.1291554715,933.1662858286153,3405.8461577246253,2794.157994970885,716.0912950905993,281.2806754916201,967.3635584107035,0.029380425560303295,0.06654826020384466,0.009885399250756178,3.6561571103859797e-06
83,-365.4681343440297,2261738.896339392,755702.2690228341,739489.7181366197,129262.26109606907,62109.24580097938,17242.32698773615,28956.165842028528,757.6437411809346,3411.9905319284417,2774.820834537851,825.9848985602811,301.3845815843376,1060.0408916992474,0.013125610218708795,0.04667626725415336,0.012177662087035766,4.053157541387598e-06
84,-430.9294703892259,2430595.985778934,728824.1837777697,650952.3639743894,121363.47000437975,59099.805060165025,17571.13233230121,26464.2751333101,4560.7672035770875,3393.8184338510146,2788.4884521757467,442.7361302832994,184.93381524417248,668.8833481135116,0.007310594982900273,0.03966175919199851,0.013252347640723448,5.138528762401279e-06
85,-312.8170422989499,2201768.088662431,769126.19531912,727684.0376342988,119360.12997789202,60916.355002256314,17135.744008582238,29267.709165439614,2033.0203210299187,3366.048047235971,2874.7349071291765,218.09474495579042,269.8994445251186,934.7369621216828,0.009786044402868156,0.05982145373844419,0.010698258371633343,4.017917233858637e-06
86,-362.2570234134318,1106690.042513573,752727.3527132801,716570.4019409056,122976.66192472467,65745.78307575657,16890.55370601377,29230.83860694331,1756.4729531483224,3054.1477237120307,2982.0441457166053,373.74416221650637,432.39651275078234,871.3649460594139,0.08204681875370977,0.04032345039474257,0.006979875184519395,4.363039601040557e-06
87,-333.1917503030652,1524752.0173946936,800147.3777237767,734450.6888135371,118016.24053045695,61595.363425731106,16536.566509523705,30311.73379139635,3923.088952372818,3015.9322295946713,2545.972191573645,162.6242967420767,257.4204826360107,881.1690348161542,0.014958980375873657,0.0601444414200461,0.013992534845795013,5.888445078567828e-06
88,-300.779291212198,1021439.2290290376,725777.5054425575,708249.4389776874,133004.3993588954,64940.31146355896,17608.40500169009,27752.28012563237,575.9943146225839,3903.5228510847205,2894.4991120083746,1359.1556021797746,394.86827431421096,835.6573486457086,0.038640427779405885,0.06369470905115485,0.01236287745025111,5.046129105207235e-07
89,-291.92692608917,1000000.000000115,740300.3711763389,676335.313164577,133603.68029031405,73747.8197015388,17362.518480546343,28973.443702700944,4524.953660501561,2807.879081096263,2604.2830759075023,1255.5324699684547,804.122832312233,1530.576578852236,0.0687974155776763,0.028846776487819952,0.011609434169092473,6.643546852134293e-06
90,-303.01082810901926,2466159.8745720326,734040.3964523767,607471.0476029096,122918.10489071989,61175.59360887787,17633.57137983383,28028.36024936495,6934.450634245716,3005.4633080326507,2696.37725228998,440.6168166141119,278.50940494998343,991.2162050075351,0.009622724084167611,0.029932168300009065,0.013128837588980764,5.197630621356751e-06
91,-413.2417075714103,2499999.999998687,743210.5190866044,705652.2451389842,123580.19826681523,60654.99178825344,17219.664585908806,27800.592274714625,1782.162702597833,3259.947185573785,2805.070322050812,464.5743267225092,210.8116278277813,787.7606578800721,0.006011719818621025,0.059262077809472256,0.013124769717276743,3.526508712700318e-06
92,-421.79767370189904,2499999.9999788804,720956.566742318,681571.6479861432,134037.5365698792,63738.148237669586,17606.44163257471,27551.90115675307,1605.877413528752,3397.5562044738326,2892.7353952051753,1108.2365163354193,304.00783322279005,890.5676270332715,0.010792942245270531,0.04560200377804215,0.011329875302201298,2.0495974056878704e-06
93,-287.3790854399743,2499999.997693713,771066.3384275192,724682.2161169728,125258.25641506111,61370.746031327435,17078.533275889476,28332.35015384703,1766.451027073156,3815.2165089953564,2981.8371515552203,600.063923065906,323.586488614216,911.33063056522,0.013401188020806141,0.05780437637002488,0.011838111713389735,2.1102536892688766e-06
94,-311.92300208722645,2499999.9999845824,787837.4639509111,648351.0973847881,128510.41658226236,61840.73923491579,16762.597910658358,29603.006876823565,4935.01288052628,3714.712546932821,3025.0370270398025,847.9222900370078,274.36240118025216,878.982373224428,0.011053468374532818,0.06232391187593113,0.007510229186604608,7.30923046621852e-07
95,-378.9221867778002,2335280.1149005275,733572.5241112764,721588.2319815492,132693.79152991864,63957.00098162985,17653.29696338967,29134.48892204329,428.22980714010964,4036.168726575227,3058.6673582273456,1057.660224075569,386.11326727398756,996.2691532485644,0.006772922860956563,0.06397070121250026,0.007392361057029435,7.289131854831638e-07
96,-333.47169653902085,2071722.7089417374,786270.4686847713,701108.4769755271,121928.64646520442,59573.52707408743,16894.22047368871,29061.232301483553,3753.8713418140196,3347.2600929568894,2855.007102395398,308.8223726708997,184.79749967893784,831.8926412634565,0.012184766529469909,0.061446364234636064,0.01128043953044241,3.454815695826989e-06
97,-524.5279633892351,1000000.000000964,800677.4908268328,786830.6080929539,127066.96462173964,61252.8550710699,16653.218314130463,30044.843269059027,613.3197873384992,3201.314721770847,2779.50167446236,794.6275010460427,248.7147249783492,966.030867145081,0.12599734078398286,0.048204390642093434,0.014793549924025578,4.934258967997868e-06
98,-292.4070475963474,1110401.1330861154,733155.2075024954,581293.0346004454,140455.53443142097,65238.254750710235,17233.345120112936,27714.035193206586,5319.7945181064715,3441.303522691711,2952.298358622231,1339.5321743861346,385.8506700195566,942.1415134678755,0.06007644874479109,0.03848934838923953,0.015239653198442556,1.0000000001928075e-08
99,-327.2251498169533,1000000.0000031473,777935.713309443,717312.311045157,134070.50852255322,65282.457848694794,16732.13535172864,28375.781157281406,2438.102158853122,3316.665966470047,2688.0240111451094,1397.1196807616152,580.3405268675085,1164.0516893780887,0.044308603975558886,0.05540082603684081,0.010390867488298287,2.7221535358255192e-06
