sample,ll,T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_D,p_H_N,p_H_WN,m_ND
152,-506.07478106485576,733908.1093586189,716421.336664532,119041.30113869661,59914.949615598845,17902.35462359214,27538.276881176695,787.7578658887791,3393.45529024075,2780.203768866413,240.1210473443617,203.85605513624694,711.0836274965711,0.009492617482293828,0.0661850220318501,0.010912217100575565,3.1744803964860884e-06
153,-283.93349301927935,786197.4018591908,674843.5738718241,124816.3812238508,61956.68478224914,16571.3489696828,29405.463907034362,6431.72171887043,3038.196159349205,2634.9323618843773,592.2699911113884,281.19926253855806,763.0364040673132,0.0220472697513135,0.029933744143150934,0.01747748050001596,5.773334154029939e-06
154,-241.14232553883699,748926.7295812384,693958.0478098756,121341.18235052918,60873.85196077485,17226.626995745137,28253.70702761096,2379.539189691945,3480.080644884223,2925.1671444076155,317.86503020809135,213.0071821946289,872.064192888087,0.013150334510875845,0.056912498263575695,0.007373495020044668,3.08883099224253e-06
155,-403.062402172926,773549.6357036765,707897.4820622712,122659.33601225776,60891.12132117707,17004.974537806334,28603.224143003838,3532.282285581301,3293.17732733871,2813.297738430071,345.34774005668953,229.19431446391684,699.5708200863967,0.014117536765050403,0.04878188791721485,0.011056516187521044,4.905346101533323e-06
156,-337.3898713655251,707569.5040938242,667296.9098719617,137149.19028927817,66378.94202198587,18139.515955510167,27011.520430529825,1416.2107823199235,3815.5878736200193,2820.030971655835,1796.2714247896777,529.383231302441,1155.288389233929,0.010935070659285544,0.06409550677745746,0.01639959785231562,1.0000000002241354e-08
157,-385.7757065004862,760340.3842109247,663623.2388323061,123427.49472902244,61029.239443498096,16801.0653752186,28140.687269848127,4931.560063873471,3462.4697872302922,2714.8036471980517,467.8924308323908,300.8907182883348,905.2752507415004,0.013545103564597214,0.044089294106550686,0.013746830046846207,4.479409742302301e-06
158,-215.21718913589746,737066.887956434,689312.712923677,128354.15438003636,64038.70001468833,17374.831252790103,27593.651667627546,1554.2602493260474,4118.03913311164,2965.8665784971236,757.5527984851763,444.40842595446173,791.8361960531619,0.0110596364519985,0.06619554395518527,0.011368802007837367,1.3389221243554658e-07
159,-290.75796283933033,737864.1484806204,721884.5008920047,120535.24177927227,60773.768818599296,17769.232937644196,28864.468726564453,819.2540771167047,3164.322442081697,2724.2231563382206,237.20386443065416,269.01522562906047,977.1314412846461,0.01795127243110648,0.06071103394834855,0.009867529227137689,4.7671768083325015e-06
160,-406.0349471071543,760956.1686423281,687756.2236926877,118551.98547157296,60328.53891693989,16948.560622157718,28097.57989122071,5125.192451873231,2884.248183237328,2434.5481674179227,184.08824234204346,197.1708123848642,794.4701335368524,0.010401478613762444,0.06288795128404803,0.016764939945726327,6.277664434358746e-06
161,-303.7983250485722,769176.1729238435,690597.2113154858,129669.62197246554,60423.43515689833,17211.862038838473,28062.819530202636,2923.882003624964,3650.7545547007835,2870.5605296621907,1145.2839441991125,179.6010872125256,770.8442676070218,0.011712289292733241,0.05727651103211497,0.015999216247242248,1.5138450627834347e-06
162,-436.30134084540725,786907.210486168,734528.8968869527,128504.07417465745,62007.99759882782,16366.08876435236,31498.474615534215,2572.7317896413506,3136.317470115155,2790.5859331420706,908.0251242435044,296.21934790477525,1050.6245503380171,0.0295245420915855,0.03207474784778017,0.016060855945096673,4.962805714093723e-06
163,-364.49410717709856,775097.5821862377,755345.0014527398,123728.26340485914,65044.24449264906,16900.426501014877,28172.24964693305,1073.090571787722,3188.0458854143217,2797.8920218048993,536.6186652501931,339.7383144335251,880.7441056884971,0.006583504802025931,0.053777312925604,0.010731939273925977,4.209515293468304e-06
164,-354.4534853782027,776075.6125812385,724275.411727413,134098.94911797933,66443.04931465576,16979.72908207012,28730.961857303322,2014.9038923765215,3615.2990097454435,2859.945807002855,882.3029019973523,521.8137854045785,983.0367962226446,0.01358545295053028,0.059270870326342054,0.011957163955646671,2.220695640192245e-06
165,-349.390393676308,759751.5201701131,713186.4479475667,120819.91134810298,60935.989207454375,17197.712040073024,30016.66833194654,1967.2153028521418,3184.018745456005,2623.290540834115,345.9448954151477,257.32557446685445,962.2818575061073,0.001037950851641539,0.07439234802035483,0.0109553680868863,3.445611720158986e-06
166,-344.55810262091825,743566.9466818968,690175.8298693945,129572.08972014052,69272.8357137552,17690.52288632044,28557.974552136788,2360.63497709465,3232.6959916147366,2497.3312184322767,817.1066974954925,781.720204944969,1250.1264964624108,0.015744569571471943,0.07757788443474434,0.012505087010574687,3.3282134678953333e-06
167,-269.36318303429385,772338.4959878207,670794.8391509568,119610.62808633523,63380.17509653712,16838.53381864469,28538.000304118093,4774.582476241065,3337.8922363387865,2673.497083448911,217.06004430831527,425.72631447561207,1093.2717016719948,0.0071907822566602735,0.06435474697336405,0.009723872017681157,4.1768047630477074e-06
168,-308.6001837974271,767070.9874451249,732046.679604351,129251.34961326836,63527.35789488063,16976.462214504292,29375.325313403147,1424.469725614021,3538.081175401157,2862.99532239525,805.0142210837288,363.7883675141812,962.536016088667,0.010625926010641147,0.05465883333476692,0.00993196187001501,2.9061345282908443e-06
169,-442.9958215392592,825882.9376878808,743370.325209196,121250.64749033547,63331.50940784777,16097.598613700544,29707.748774692056,5198.042287833709,3134.8879024255725,2520.160087887093,280.8887196939199,416.92497953976493,1076.571971296555,0.010336706735457925,0.06729310197072384,0.009366805692173063,5.795332736119139e-06
170,-362.4740951816694,729288.566261652,713965.9924213139,139063.93859565695,71147.02203817098,17532.59174856155,28121.715826452153,466.84825494044645,3825.292163682808,2700.1761217459543,1423.2584199009461,814.0765902336872,1300.3706438451172,0.008929091305226552,0.07477552100076167,0.010464497969283337,1.0000000001545377e-08
171,-322.4816919887568,759967.345760181,673910.7987287575,123063.53965854859,62627.25641403346,16981.43811963943,29217.5959047197,4068.9936659122936,3401.989418882696,2793.5460934373546,535.3704657370176,438.4057776519117,1031.0887460457984,0.006334336552087489,0.05530098982887384,0.00968741957512087,3.934273372601009e-06
172,-298.32028894084795,726698.2350978157,699210.0999415278,117515.75486481677,60103.84676241822,17396.310010268004,27389.863287593133,1249.3921338426665,3075.71594708313,2813.440628674363,101.11246923538934,218.37657729676098,675.0840692578796,0.015580163868820631,0.06809032234685415,0.008555314056962103,3.635608041650179e-06
173,-489.798336206675,681607.2657635602,662044.8630884885,139650.3011629306,65457.85743803777,18576.986124589406,25899.895109186276,732.0797052278997,3876.4118819922155,2817.2602143105064,1567.1039070663787,424.22252559285926,916.1750879880223,0.006401824437489795,0.06171749379258564,0.014950538887457765,2.206875592353626e-08
174,-343.98790286722914,772334.710191872,671732.9048529827,122044.58611419464,60233.29090761624,16676.509598576627,28024.99260236961,4233.620221625937,3399.7157242900694,2888.946017034144,407.9698187845096,222.6074398171405,701.185810412376,0.009521919142799954,0.060635971897810906,0.010220082772701743,2.5452688914888785e-06
175,-418.69407208549256,766854.7479227359,711592.0714814415,122402.05024914867,58559.27148936817,16907.801819058193,28785.886807204828,2861.8088214476898,3241.6895248498267,2876.399857894697,417.2075578449211,117.37349221681625,576.0426526424948,0.008988606041717874,0.04399604676059179,0.014712486822199536,3.628917243727035e-06
176,-283.04816612198675,727685.8068478759,707996.6970817414,121311.91785733393,61158.56811621696,17847.939600149264,27495.950222943855,877.3645879927815,3347.8353935768437,2803.2986960820645,352.342544533686,208.80683360074562,882.8032078737999,0.012625686116888812,0.056521514449464606,0.013681261776145037,3.643234858566537e-06
177,-356.77696441065615,815967.7397959811,778611.5627377245,118621.35534357754,61046.5196026018,15900.3569701506,29402.715319878618,2521.702599451994,3044.634742970751,2459.7966972800937,180.19175103587853,248.9089658356574,783.7928769659319,0.006672929632778023,0.0641271087044583,0.01306023711997011,6.587250842840042e-06
178,-428.711227935169,743494.7831231426,703145.3520465685,121517.25412249283,62612.73431291419,17185.251814183204,28859.735043249526,1937.0383280912777,3336.067772040456,2747.7557298864763,288.6848611278636,304.5231071121046,944.3667381462798,0.014831178916148184,0.055718229652598664,0.00903233082996683,4.018210970088934e-06
179,-240.28895142057672,706560.2429580982,677488.9863602794,119528.8105923221,60600.731152303415,18069.824857939417,27267.980524312352,1477.5469104896886,3301.11150219398,2674.6095928702625,227.06409183460485,250.8301990658593,826.5963256284708,0.019025709770161617,0.056773262339469936,0.010374589205861037,5.197321405562851e-06
180,-429.1962343140539,783340.8894003378,637735.7989816398,128530.09501556562,60230.35723792708,16461.899908390904,28889.257592526992,5530.956297860934,3612.731648533549,2975.641637545127,911.7139927228149,207.45786717402524,731.2447237873585,0.014951435289487253,0.052603462927237034,0.010164445972156296,1.0989058259689555e-06
181,-318.80838657934595,789308.5335174514,745218.6279459372,118659.23068548647,61162.17608943432,16693.200037488765,29535.66342165175,2379.6961762936744,2872.4132000886843,2846.9078601207134,146.33435539444866,275.43233851598654,828.2751398239589,0.017439147208420384,0.04846278853075403,0.009212935405316959,5.3972344194193205e-06
182,-358.864555261169,760280.3048552047,690010.5416069875,122341.68552672178,60462.47822320447,17315.920780401375,28357.945964326715,3799.6648610248144,3075.789083978357,2767.5407610200123,381.05073321639605,202.36561207706046,750.0661985666953,0.005569351898424782,0.0589587950566134,0.01012745908146623,4.159391181917521e-06
183,-426.5387258169507,791187.3608287042,699320.4528333751,123749.23068302032,65040.714521077636,16355.81178548798,29257.18980565364,5171.082042320914,2959.655130707327,2564.6074082289792,568.2643427501523,483.0016002774077,1064.0548788887772,0.009492020808871003,0.0539906836933517,0.015123753038894426,5.146801467435424e-06
184,-440.7523614264038,811706.0519687178,755863.936878611,128232.84653992884,66104.25244219661,16577.91092305772,30833.629802305462,2812.542517615972,3225.8247495359146,2632.1828325186666,795.0007874360807,532.568338449154,1133.5922381563212,0.006829581055789119,0.06359752241235019,0.014028047948744446,4.159017521427961e-06
185,-407.80549702203666,713373.8382967951,647354.1496011448,133086.62759721754,62738.213993534366,17723.05253133787,28066.227804643382,2329.546999161153,3737.051912825895,3016.8204734580568,1108.8359608585624,343.9772475385246,889.4092930299795,0.013833740493042456,0.05547105280852382,0.011933834401475317,3.385678614710534e-07
186,-373.148824540006,796208.8235387118,708432.6244333491,119121.58600432579,59234.2285353156,16534.924054925315,28709.392952470058,4636.5810699619615,3175.998945595057,2794.3052177250306,191.54344318604595,172.7558363943551,758.172116112629,0.009077172341499053,0.04876660161812602,0.010710053573800693,4.758197007684327e-06
187,-372.3378961899848,770024.9808209132,678946.507385085,118704.86752738197,59352.237025814524,16944.48971550069,28252.86267913119,4073.745885917772,3345.98356445408,2741.7828297660153,156.27969919815033,156.58254916198445,795.0914357318261,0.014162450925264058,0.07234846363375541,0.009012051231364636,3.956692753144778e-06
188,-313.35358699550176,775777.1855303514,747794.1047099193,128826.65107815032,63140.64722915607,17138.08844313308,28545.729960466393,1054.1674662718067,3555.592609226917,2873.0013129414338,946.4005929641811,321.3282403414664,873.5617471036859,0.010880334159298894,0.058647043082793456,0.012967466865632377,1.94069968112764e-06
189,-250.44829770481033,759181.5624933729,708439.190712947,128505.22683003182,63547.03927766026,17240.299689924766,29441.862710428268,2453.5084325714147,3381.2144600122697,2825.3845562945917,682.535955768449,313.77540267462524,1069.278451348104,0.013056399525098718,0.04492701435459713,0.01145254931453059,3.7289301160423825e-06
190,-424.762264110809,767902.9034374818,607311.3624312823,130762.30076932056,62496.43470926957,16826.787690907393,29097.317085563398,5591.661452745262,3657.725170067725,2999.4210803154206,945.1666707557915,337.15241007624337,861.3536785023456,0.014072896905456208,0.05066608492354332,0.011859251952356405,1.0000005731234784e-08
191,-247.75341780440775,807161.2746450751,708652.9918696614,119171.14481116869,61678.429946850054,16351.657556185,30003.59020975544,4757.95485707993,3453.663727902874,2894.589701052892,186.57726689417612,319.57317382665093,885.420079994842,0.015124899618496942,0.0647123130729646,0.002757949912374692,4.490757564757488e-06
192,-440.17435650137713,738127.3521674565,718947.7480937394,118549.94379419024,62397.95141550123,17706.410239447214,27763.87208921056,980.9338120460512,3224.8502179716893,2748.085849052801,169.76087777475263,437.5980028653589,814.4889478828404,0.010850408753520651,0.06729464147159095,0.009497311628397719,4.741586650969008e-06
193,-349.4624364290682,744454.4274365396,638588.4005066212,117924.71541330751,64623.55253862581,17371.47685095475,28582.316301136816,4251.200061846102,3325.534736094868,2802.375135476798,123.05546273645331,481.85957799831414,1091.862554986889,0.013797972141029223,0.06113645294020759,0.010816944467205054,2.7285078144070074e-06
194,-401.39772462548564,753117.0807541201,706860.8324697813,124976.51297366989,61064.07319187353,16961.441736456167,27897.421441066766,2002.3711144695242,3411.751104443042,2786.050258750032,650.1861079271807,273.5336897844082,835.8580745638668,0.008377101467611153,0.05980583217480123,0.013125240069908685,2.463110627007324e-06
195,-398.9848200844716,702231.9078834902,666785.4855937262,125736.92889427302,60286.675367808224,17736.77281433934,27796.939405698915,1462.0737220537717,3167.6795998589887,2919.037383991628,529.5858264145779,183.45674847700906,695.1235740100426,0.01439888174363892,0.05751023951532501,0.00899641763809125,1.8258780450797293e-06
196,-434.70591675108267,791569.983723992,699242.1825263207,125047.17065829411,60587.38976251097,17181.203061643362,29291.505966273886,3735.9408640101983,3367.8652866869484,2773.3889646238454,617.0306251639324,263.7093992188486,899.596153084887,0.011505924356185375,0.06775540759201656,0.01165105419965379,3.098360751651715e-06
197,-229.69866034957755,756812.689343841,658385.7920106481,120406.65596579309,61923.210818394844,16926.874323456013,28749.40519116356,4074.525177989076,3244.1553661099265,2790.916868523715,298.16104121619657,285.33649039353,918.9785644749226,0.020980694428411134,0.057680754507865084,0.011672743572029727,3.3589237924182124e-06
198,-346.4159784322752,772912.2532126234,710676.651775325,131022.38805179877,62455.55353698454,16820.09896464584,29050.091154239308,2369.7768068390073,3619.3277337187155,2887.9943917476753,1393.0839649839008,291.401212460876,921.0084403543218,0.012133332814372493,0.05798798656459614,0.012787530928965993,1.4967281534077557e-06
199,-268.3128464813308,795928.499797766,763765.4136294638,124760.55165339205,63219.42394468236,16725.865361828834,29956.952433546234,1158.1250559650966,3611.3364170456903,2750.700609822119,658.0449119971194,452.5888894584295,1027.8987519742525,0.016577622814984767,0.07447479992261469,0.012715787372303354,2.549228589439518e-06
200,-372.0430350102265,762866.1907810364,731200.222580392,132249.00184618143,62787.542098480175,17286.40912679045,27901.375811827245,1455.1027962928051,3564.472266002079,2841.452381073211,1137.5906630666586,428.8466578798078,1095.6327340158734,0.006102764712119333,0.04945508063442199,0.012478948584495872,2.9619828615733923e-06
201,-419.0746930572979,747067.9934422902,671773.7493799436,131301.345638648,62784.336330022976,17525.661927849324,27902.022886392722,2805.840913090162,3537.369993724301,2924.9407160232195,1027.2365208506826,356.1214198095919,983.2883413951487,0.006342586429857895,0.05645430935695002,0.011665461297523938,9.478440953325717e-07
202,-440.07173729064647,720690.1747564386,685053.2170023937,118756.60457344212,62352.61679250678,17824.511381131946,27323.446491142695,1910.3281920246075,3272.4344609922687,2549.7895341260405,180.3563980186732,351.7817717698291,942.9350357565141,0.011814606323509476,0.07083101005276228,0.010045388964678064,5.168762487460645e-06
203,-243.79088311816452,798163.3104155032,686240.1560218962,118687.72834832853,60420.024981539864,16559.312249712126,28951.894709347915,6913.171539235988,2820.353239612314,2581.2041238579723,186.52958679456225,233.88666174588334,701.4394125217267,0.011157796068958977,0.06495428421663532,0.010710879546613383,6.290260697121888e-06
204,-289.2887943980321,706143.6265594789,660489.7652446221,138574.60414073363,65966.10452445883,17923.51724407694,26500.70808102343,1662.991295266492,3890.5031146398824,3005.895183086095,1537.3940510459465,552.22074652808,1007.471608210972,0.009915695722133593,0.05617549174847018,0.010092983674644285,1.8465790845026712e-07
205,-303.4116052530469,768123.1555695804,763754.3008841029,117234.64914560945,60797.13708602574,16913.04497850877,28766.459194733845,370.36759365985245,2928.6596650501547,2535.1037520511254,83.3569338198324,214.83743426727608,718.3709748442358,0.016567639815939623,0.05793629243370257,0.012803563515672564,7.114914762163719e-06
206,-303.4962488630982,760075.7837844564,719366.8091055065,126971.2935511567,63463.787820116566,17152.093765764945,28686.76272044283,1718.936324998804,3365.037780595091,2817.98646995669,660.5778871230978,381.32523974722505,1012.585348995626,0.015131727949404329,0.05883484291176425,0.008782380984456883,3.447119969395532e-06
207,-395.1443855584315,798129.7692607259,668943.9034524615,125453.9004839922,61603.35041156884,16313.936740887888,29820.79269380234,6155.610575976442,3074.0791377247187,2805.519172391194,564.1182837509969,250.02806886861936,974.0665670998145,0.023083823970631627,0.04870298883985158,0.009325783753710381,4.056290564751984e-06
208,-421.4115107945218,766404.5935644853,723215.0037533066,121415.17183841963,62199.48641469553,16962.72762660822,29287.468053326753,2095.693446447054,3478.0478764654335,2785.8838233902375,334.66795990094,344.79879561022454,1000.5681451581048,0.012590413456592339,0.07324853221045631,0.006230444379926909,4.2591527857359225e-06
209,-323.29110820692847,736850.7893852572,608406.3918948635,127385.33165033259,61209.13826843567,17775.012119379033,26958.75087085834,4942.427210886124,3471.8686319408894,2746.9111981857427,594.0832212619105,226.49609155327357,922.9976948496922,0.009458719487962704,0.06891195576128095,0.013205211332732702,9.772163273739773e-07
210,-458.72830149971503,734497.6692333817,668949.2068060124,134317.59843260093,64256.157373338036,17555.651788747116,27487.689072674053,2239.3694046398,3834.361002858444,2995.7081336027554,1075.996046176157,537.6742739300013,1129.6502207084634,0.00929751065707039,0.06092803705689174,0.007558427415678669,1.0000000009233627e-08
211,-459.41073827936634,766907.5826138157,750985.6221556634,122148.76763767294,61062.04349237067,17143.959390603493,27936.787696868905,791.976824533354,3531.2078079639746,2968.662511642859,450.3787022587258,238.70069582437642,898.4766244763254,0.015637073210704587,0.05467256720029041,0.009311235725979078,3.8430845932244925e-06
212,-317.76743424759405,784774.6997476835,737367.8235421272,123746.76416878216,65229.754386788394,16913.071652905644,29532.60162710737,2512.562556037372,3140.792193671243,2935.8668024477292,436.28475766890483,388.648589856285,1194.9998054247287,0.01723119490702986,0.0483224234785459,0.009357701308373165,4.539262739701247e-06
213,-448.32664913173016,803601.1047752452,677386.9249096317,131313.3981596184,61766.72466728805,16448.166865810763,28982.615567589506,4679.511218274821,3626.246561984743,2990.3999360085386,981.6857073113481,238.37918341869852,844.7793922584767,0.008538787341298239,0.056243687173277185,0.01007069192396711,1.0871909825572861e-06
214,-279.7987103161969,773829.1816114216,633248.9392842165,118216.50231956647,61831.24770673222,16937.123902520427,28711.823613842582,6225.788179549776,3322.8576230814256,2728.947421715872,126.0402259006035,320.80087222208147,857.6941662209739,0.016800041630832638,0.06849273640428204,0.008106450975831105,4.040259752719188e-06
215,-434.4373335859498,768418.7707172282,672494.1098248006,117187.33590588951,58885.59565569924,17222.86737484767,29698.389206506883,7974.0817331989,2561.047477745246,2518.262459380559,84.28893498858554,160.9758174316682,1031.2070604021073,0.01722530445099876,0.05093704080590001,0.010138568542847469,8.387595170230292e-06
216,-468.23079194508307,749489.1207997071,726888.8898381176,129205.21538116966,65019.179369224206,17323.726217334515,27584.461939843986,771.8925798269489,4017.663942066595,3020.09867449378,770.7790915800197,398.8665481827882,1047.869284984986,0.003451560670425063,0.07759187627585522,0.007839939943483143,1.068252464432845e-07
217,-337.21003218104147,747993.5461574029,706490.5403791294,128358.83248907789,62841.47975125454,17374.69360316511,27705.984842490623,1468.5286794694005,3699.045217144497,3040.235346748965,850.2369413547741,304.28368151569066,1031.579090507611,0.0073687884601614535,0.058307371081903335,0.01308310472446714,4.268971172925166e-07
218,-297.27410233010636,765915.0286801858,749668.223198541,126350.4833572664,61361.010626843316,17153.339372905542,28707.268336205798,625.9849282209417,3923.1776575143417,2927.0410280231117,703.342799355471,294.5100330466757,788.0797906575135,0.004692387647457774,0.0640971486448468,0.010718237013043063,2.016797796898263e-06
219,-401.0375185955757,751125.9554444968,688598.7585624564,127582.39023865659,61319.59829548613,17095.62310479506,28318.918541717157,2882.743933861635,3159.4752920001383,2634.2672004665887,632.1308613959717,290.3194211827603,813.221343786111,0.010550459895916135,0.062195519842566466,0.01441120992210406,3.7363831884107114e-06
220,-436.8866262519672,736772.2839990979,657466.8567574467,136633.93704752292,68770.6131277814,17694.291799397943,27505.362704859883,3094.1513469203196,3679.681596237277,2939.69909150727,1256.276438351194,582.9261579384638,1111.6188847534215,0.01627647191983761,0.043449852268776026,0.014340418674811284,1.7560365670405574e-06
221,-399.98008010778835,768012.1825761093,636749.4045434052,118025.41842764267,61235.41663330113,17030.193237359104,28145.47307218368,5257.129211623039,3368.7655322787723,2841.042569725486,135.1222057665386,266.7284360518405,742.6663795205849,0.013326901077335127,0.0721935530108998,0.010379356827590744,2.549400675160739e-06
222,-466.38861609952164,741887.794602091,711988.7479237336,133016.17086031643,66644.78856049805,17554.97634754443,27876.12687925069,1135.1842066612537,3954.112006512095,3001.764234329981,982.5505350671281,512.2680951109741,1077.6416647769925,0.010155071067886016,0.06614167748005091,0.0073195700649504045,1.4161413524467745e-06
223,-321.17258216780294,787007.5221412162,694704.6604371486,119249.37245695967,62600.03579923256,16305.554430482496,29167.995038292807,4408.585913729397,3145.2669442684323,2852.1002410325773,185.74934643923282,318.59666230796677,824.6281181791874,0.016188644151424757,0.061457091892400485,0.008468605747410969,4.414175483619728e-06
224,-485.6506915001464,767020.0523208218,698304.3376847873,141333.49788685827,62126.009212345,17253.163086442342,27912.51907613562,2271.0583927566636,3920.597756185334,3043.0886682793694,1600.4229937191901,303.6416374909199,1163.9634250892157,0.011872120081497656,0.05864999569859455,0.011298310795790132,1.0000000007084698e-08
225,-349.79571435365045,768322.0709202053,743778.4447607307,126720.72259809317,65081.648125745945,17155.792918168878,29545.592391360293,1468.2296328116827,3216.724050337493,2787.6357352051323,598.844823114536,431.23849643794074,1308.5273013795315,0.011268656186342887,0.04791827812111735,0.008947532971405766,5.935064484533322e-06
226,-273.54671724742184,784132.3957311382,658561.4024924225,122637.78408088237,62233.154028231394,16786.48690223764,29220.185782839424,6473.7174706880305,3141.43202514567,2661.856326788761,375.5800909050029,329.59681710308246,1030.7338022033402,0.016150281438270946,0.05559647797213572,0.01048151523060556,4.986407724275749e-06
227,-317.62383621453324,753845.3772994999,724419.6210308159,123987.76665610289,62958.49455188356,17012.61399545052,28055.64537736418,1204.8624151339566,3478.5447477843177,2782.2381111465616,568.4517601545234,369.8748585781241,918.815774825866,0.007789924321430809,0.06052721469360414,0.012756642371883514,2.4992147543027034e-06
228,-319.30621935130074,733662.4978947287,632692.7046753134,120348.00023820657,58567.925712911485,17424.297329905476,28699.829873027098,4544.644941858741,3347.0042756799717,2868.9783790592664,274.0797997111042,136.22023284215808,723.3915337771176,0.018812902100129123,0.052401037881828955,0.00833640305387513,3.5612192504767225e-06
229,-213.40477323441755,758416.426353551,559068.7752376334,133322.64854152914,61636.709119537394,16867.384104129214,29170.831123437503,8475.59075944216,3190.1454287587644,2986.731622625948,1240.5269835197696,247.11361350402473,890.0658855725247,0.02207065975277571,0.02473892301344948,0.011222266801068014,1.7330196673069777e-06
230,-349.13134513367396,778256.4731502663,696889.103100133,126593.47166722242,62358.15724291082,16897.953010065772,29346.678391409925,4191.5068202223165,3093.659344830126,2738.75451127483,628.8596971471096,324.3108863569617,935.305295213978,0.008343469208575037,0.04496014651400376,0.012253720499310537,4.297778886866696e-06
231,-286.0488509782813,766827.8319945536,644319.1164018046,120428.42862651212,61951.322486656136,16953.060627683208,28196.21439408279,4907.780376463941,3570.577015316525,2818.856931990232,293.7649396527772,320.09068780123323,879.6109581662023,0.0033943654119066376,0.07115481989798915,0.010418786698105469,1.3974357494983386e-06
232,-368.5204497563067,727846.3899671722,606812.4766067526,121741.79160038149,61592.448643166535,17739.241425630942,27273.243519496846,4906.569395953875,3654.046033627031,2771.347460926091,475.9202605932161,265.5868872382152,808.2679606325866,0.005164450843370152,0.0720064483176321,0.011176964898901224,1.7639691055667417e-06
233,-348.62498996427826,727030.8725143352,711725.7808273701,126389.62514297743,61264.677319339855,17670.9386456803,27514.057362490807,590.7713538042742,3715.840987541441,2872.841502003034,643.7696511385897,268.1326877998893,899.1968907996628,0.011392402955807754,0.06256865293415703,0.011042759528702683,2.286510366583335e-06
234,-377.4740543939798,727784.4992617802,706058.2741453226,129493.93667909433,62889.10297429477,17546.919720956626,26491.99232163213,827.0070296588065,3910.6692417913487,3027.3076021565034,1126.5954316027075,395.5331864036598,856.5631251138544,0.003720192973148483,0.06191981042701129,0.008071947064941,7.386842678606362e-07
235,-448.8261931130574,818932.6955166227,689185.5899993816,118669.988088015,61580.92651937269,16285.824690616291,29872.4147661064,6904.665455136276,3357.8419900985905,2558.102367311139,234.5845339938158,307.141403778545,1228.2996493378712,0.01780317989893265,0.06523945708149341,0.01080290225526165,5.916824036680475e-06
236,-468.998179494749,785475.6529439555,772792.6131813492,128217.50040115225,66192.91487324583,16868.69757518096,28902.232668938705,646.7752934635504,3522.119242126499,2777.27430053452,748.5740315812651,580.6342482429121,982.5405604402262,0.0068439983719327845,0.06203980343184506,0.00631141136921627,4.492761288378893e-06
237,-388.23673056418994,763501.4695370488,635406.2607490241,131363.21685726452,63282.21880219233,17345.638259896412,29068.051013531134,5124.550328813466,3444.7107579234657,2826.501001952279,1148.616237440411,368.78759237875465,1113.4770048136963,0.013804270548280222,0.05267880654457528,0.01324465532485675,1.4504942380174323e-06
238,-426.935279142667,775220.6330651768,726082.2050864255,125333.60737863701,61184.915021163964,16690.937666740374,28719.00822081597,2156.2669799084188,3426.570151129293,2955.361429920806,494.7668417832156,240.02601654905936,744.590638085134,0.010435098957229983,0.05279329673802838,0.008382651207206476,2.526109367483287e-06
239,-341.66474803966497,791026.0674130181,738159.4747856711,117168.79113132952,58933.9393471227,16918.265925534393,28759.914984955903,4416.299844555549,2797.9260413555717,2371.8657619282044,83.881183168245,136.11516779644418,826.6308370792922,0.012749141984589997,0.06269443199829565,0.015312552427866555,7.860633886204088e-06
240,-289.96129177766664,816167.274179909,786874.9333693496,123974.88858011995,60377.90375057557,16540.42805154981,29065.471884259503,1125.474213266512,3705.2952058241085,2694.5896730224094,697.383010407156,215.4618149232736,764.549099418006,0.007672080274690547,0.07944982953607296,0.01384574934091932,2.859562925594044e-06
241,-383.59611535319215,755045.1282821002,713017.8402869361,117373.5159100396,60298.52188277585,17178.467952907813,28933.73611220774,2063.221462393126,3322.4768147307427,2806.880221395998,117.2576821220454,222.2665005746436,746.7398723048901,0.01196435356795398,0.05873801862681626,0.009451168599862312,4.312965444200103e-06
242,-324.91026850554243,734807.2510086527,698145.4365106786,122166.82187987381,59935.474175115305,17776.639060727033,28245.566413216045,1672.1499838281293,3548.1361407437453,2975.2232537194536,417.68870877575176,260.13828394966913,727.7564770313267,0.009686152786494767,0.051402390410047134,0.008669686461617596,3.2903401414990323e-06
243,-324.637473732047,779532.2262149622,633373.8349543028,127852.93455305521,62436.694673175174,16849.40652761243,28849.86804990392,4924.338147146606,3822.9775730368597,3005.1460851174093,817.0463442655974,335.8863528674472,794.1177399083094,0.013661748337856602,0.06406198919316873,0.01039643918539629,5.4496239237060276e-08
244,-302.3340471929265,744675.7127431689,690016.4586643681,126423.50818695074,63068.490944438956,17374.59273848875,27546.355900234237,2616.0860747819497,3318.830265159624,2857.8617708263123,668.6359583394826,345.910136803906,1112.280855640043,0.012801731504511043,0.04466671832400074,0.009954392334813484,3.2812897231746602e-06
245,-329.5432823528279,770758.5388037267,638707.568067895,134045.31715423363,61840.08041548042,16618.887415469846,28181.731972230624,4799.796368037447,3589.9149013850915,2872.1964572287366,1318.600960315796,295.2425862170551,957.879988001414,0.007991582251678349,0.054784174346557815,0.016587008941140877,1.0000000006357528e-08
