sample,ll,T_NDH,T_ND,T_AWN,T_CV,T_OOA,T_SL,T_L_S,N_Anc,N_ND,N_Den,N_N,N_Chag,N_Vin,N_Alt,N_MH,N_Yor,N_OOA,N_Los,N_Stut,N_Ust,m_ND,m_LY,p_H_N,p_H_WN,p_N_OOA,p_L_S
115,-853.6938397565725,817828.4289619628,711170.760851208,118253.03804456278,62841.1016664344,54218.643196657096,50582.123248874144,30643.951179899777,16647.06317942904,4384.625135400519,3471.233017557512,2385.8790902916785,334.6598627745452,967.9560280435368,148.454440511182,29218.960706173617,32791.39869333558,262.5320931066359,1877.2666200539545,7437.15747509341,1676.6445203351038,3.3816885701204845e-06,3.137306791782702e-05,0.10284984827881884,0.011317786776919136,0.02083891673764713,0.6031112924069698
116,-719.2181442037256,854216.4429471073,759422.8349883405,116995.27520023649,56847.57441078747,57719.32987433739,56196.170900821475,30734.763521061253,15747.188651460101,3296.7851755628844,3663.9824100534383,2667.974081989097,72.00083511011934,581.9925826301553,84.20944272562654,30003.54089563636,23165.717985612246,130.74346113306092,1550.213585693453,9880.48927601602,99999.99999898626,1.773769495133846e-06,4.799963528449362e-05,0.09845396279787724,0.008102566697929048,0.02681578582953205,0.6257525264972668
117,-638.0065372652416,844337.9993286472,767502.9406615746,141662.6034452247,75787.87016525045,56932.090464374734,55279.39705978203,34811.946203660256,15804.586490763271,3638.5360813479338,3306.055691754671,2489.307061076992,822.7890468794218,1718.5727859681626,1123.6489183835886,30488.584724855806,21883.47606976185,129.40253054852525,1358.5565846970846,12024.728997841803,879.1957220614073,4.223838819084232e-06,5.947026100370065e-05,0.05706889274567018,0.009549746632171023,0.03287498572955358,0.7358851071035394
118,-653.8258819971165,805400.5503052662,695244.486447976,119275.33662343961,64213.911052349606,57755.88659878368,54950.298048553006,22284.37061473749,16379.642521228336,4215.2614161819565,3593.2317965921507,2640.3339738363493,430.2157271212662,988.9518175093559,191.02336544794338,28906.917381805008,27266.080821485702,211.55838394864392,1591.7616245126237,4546.992545973809,99999.99918693023,2.0274249177588415e-06,5.166443037501827e-05,0.08707867564005091,0.00868122025269908,0.026885181322379197,0.4048984180119367
119,-741.6376723430413,763267.4971045041,674563.5316436,117613.24643924185,66153.9650502905,59072.14251052204,57393.42441005845,27316.663043997924,17468.16384521867,3562.7447437687074,3366.549659743271,2309.608425533988,492.2299727694537,1023.463019928435,94.75762585015808,29616.187529987044,18459.12917242724,132.2304493810051,1340.890681041268,5768.790434447542,99999.99999893652,3.0710673429753568e-06,7.559923472874927e-05,0.10718381472348852,0.012168001200992777,0.025203356443449742,0.5551520159806367
120,-869.5258969489375,818771.2774269636,718086.4168870074,116953.43046744466,63461.836000870084,56442.40497289625,52599.9940121416,28925.494027604454,16501.503400197515,4473.120359539962,3379.8491132602758,2483.5485733789014,385.05832493502567,1008.3979506144067,105.43484994096866,29278.51469026351,26303.09974577955,280.8122196823442,1603.2074889954397,7777.181099343505,850.267097839623,3.327442939882753e-06,5.9678825281786595e-05,0.08862911419200561,0.011105934593705336,0.021480074481426442,0.5210269140812679
121,-781.9789499651813,801408.4801903323,711090.5490438136,119669.0561949791,61507.810660631396,55505.437813465775,51730.08238804512,27318.34882307119,16945.29860769517,4075.929392436816,3254.1803951688844,2570.0102236510866,300.7260524370053,894.4953356577813,231.24520334346138,28446.572639613678,33836.99309796754,290.8461966093034,1557.8247079935538,8074.832350062004,76682.96885234489,3.7698359146204698e-06,3.777808529889719e-05,0.08518599757818685,0.010463534707871125,0.020008643839294172,0.4857610676869367
122,-862.1241912685906,804201.771900831,713566.3296588849,117225.57090855199,63280.450777951584,54700.82734602382,51247.03356840675,30977.909247044307,16753.856395307484,3808.2271832016945,3479.7412165700075,2594.748704139649,330.9433776927887,999.6370623394856,122.80956913934337,28268.1347586629,76439.7947166598,273.1909946829822,1721.3047068180977,7361.815032606276,1605.8858057549128,2.657755591034357e-06,2.596402615956647e-05,0.08435069286233338,0.012375745449415764,0.02686318722817402,0.554827059690984
123,-814.8995652171299,798152.9182770444,694625.1248606191,116916.9469377554,68005.13361876752,53775.48366632614,51289.549376606876,28169.8077723408,16581.10686871858,4239.707802200998,3438.4378294078056,2332.0362012597056,556.8362002421156,1198.9342848943227,88.62357710809536,29565.20340762934,17552.278608955905,176.59223185557948,1525.3465593067356,6986.425637807721,1268.1877312172205,3.0341876937854543e-06,7.53759394409672e-05,0.1085354448122514,0.00981256989444532,0.02168961997661173,0.5045952764082449
124,-847.0870414356632,850673.0098823907,750941.9739854638,117095.51605128631,63209.894287927185,55885.67021679387,52912.43788843434,34588.77712753269,16050.10432720474,4201.419658122962,3315.1252417068476,2236.848911494492,411.1594567174493,974.673028821676,110.71462711833291,29070.228601402625,28335.44428131096,269.1135173088449,1734.2217470129685,7150.417378143347,571.8897990762276,4.249005583069026e-06,3.704205076510693e-05,0.11718572259104251,0.014651707058014616,0.01493542740107722,0.7364565518771513
125,-672.4958105373616,771537.7979202222,691797.618053917,120171.85338587101,61436.83710873093,53537.36837598441,49440.18350554862,33812.83457673574,17189.643718991723,4587.265379884002,3139.434927879842,2527.8470200855795,279.44252739678893,730.9465176097583,260.68788426201655,27828.529762864677,35533.95278481463,282.98679202421323,1513.563886906473,21552.27613671675,458.9130572428104,5.032600815154149e-06,3.783411404231069e-05,0.07630630137436918,0.01416450738539607,0.02580557243455247,0.6081612545017369
126,-796.153441668801,809819.6486844192,698378.4791254755,125049.72297670624,60809.72086339649,56101.910330210754,53293.88897350686,28362.278051216497,16762.21602687835,3988.6256686183206,3719.3522062212824,2718.2684502261277,312.8196132856549,969.2307780869868,611.0300388324246,29837.441504739465,23154.483647948422,206.30638646859182,1522.145264165996,9063.84128950344,1306.9084766601734,1.6250552247769879e-06,6.0746400884898944e-05,0.07545793509766602,0.011383923733322431,0.02459851508302471,0.5163279000142694
127,-706.3076876836917,806570.8958793976,724455.763545549,117496.1646249072,57780.06289559027,57323.463813544106,54945.98722635397,25796.273498675742,16689.04473055218,3366.60635722289,3600.7362166651474,2669.4118941173824,114.6067607277709,677.8327624401829,127.91069433038858,28132.361850644655,43915.13343584239,196.28293028311194,1702.6193161851143,5519.20363813392,1770.9896240634669,2.7524641914356283e-06,3.946703904129035e-05,0.08473303589843136,0.012309892559843291,0.022767228461857424,0.5273649201538245
128,-699.4390873215892,797448.778169199,706938.0307147068,116670.10454202301,62538.827125628486,58296.12992521915,54824.83839709787,23067.789786677822,16409.23398129056,4002.150370692433,3244.5415847579093,2477.4160087009122,345.65541901814754,863.3827927019847,79.8342038126929,30245.54348644088,15137.58786157826,248.0129269442346,1354.1838370107034,4918.2778283126645,981.7734094225729,3.2785104950502245e-06,7.705680626413887e-05,0.08566097801058956,0.013580863701373423,0.012366585173755178,0.4319418312255816
129,-780.361440092361,775752.974107008,682302.3323019954,117478.51280434268,61985.84455380821,53271.78700960401,51295.47607940456,29277.973168028773,17265.313146053166,3708.8702932945566,3603.7784504694064,2460.846565995425,352.9729421477041,957.554058237607,108.26137033004927,29463.055286380044,18348.767905138197,142.97156030131924,1406.0880735632234,7635.036243609483,2021.342609181172,1.9067394765087269e-06,7.241915399286682e-05,0.10019468419099618,0.011089379341619895,0.023116599844686614,0.567428339873183
130,-715.3872954858922,829903.6590481114,714224.3108767921,117135.93608307547,62451.323881326585,58456.851112333614,54761.527415094635,32206.636068028973,16450.916435194893,4100.139270315239,3555.7989766716914,2409.0029884410883,270.8322457332932,949.1000781010903,132.8282269659768,30581.782138997583,26301.04871852917,284.6343426119239,1520.0503155077845,8573.532890901142,1394.832082417346,2.4486668310970573e-06,6.718306872118597e-05,0.10690809902613478,0.014990950524237882,0.018750106717263085,0.6819902756593562
131,-691.0400554665259,830282.3157040481,722194.1394269272,120290.92002620848,66525.20798530847,56421.769407234184,55187.180607875605,30205.223220397544,16245.724039084289,5090.846788914387,3246.257212376572,2303.4254582711383,661.9548852688207,1345.0777945092693,237.09671786350265,29759.02594123998,19484.112224457174,100.12943715288881,1458.8582145013454,8336.79909776458,8373.318763452202,4.456431150091114e-06,6.205693515875473e-05,0.10369813101334312,0.01114618314407579,0.022093571807966814,0.566695698890969
132,-756.7999779475415,809167.2728121198,698842.9148487636,117029.25157932586,62869.70723774969,59273.970849664984,55232.63937997422,23292.16247154241,16674.367520985412,4544.107141215572,3611.4948359111436,2518.8970101547766,356.51921412085824,891.9742531070718,95.17305041350735,30063.94567188875,19634.430755067882,284.87202606367305,1498.5124779607668,4715.779254995984,3009.8976649074634,2.7808953678472233e-06,7.144114275979721e-05,0.09765580622721251,0.011001420981556745,0.019105008552551293,0.4853043115124109
133,-724.6289842786239,799233.1220400824,700913.4263056936,119370.21146798761,59783.7253748414,55630.49001685061,52520.81028779568,26123.898065993835,16680.531329179674,3569.7505221230767,3714.9432708668182,2640.884960713473,171.76812573077123,706.0492246428419,222.13312189511007,28751.7638360564,18317.63020436533,222.60679564660992,1499.1956357299084,6407.256029358673,793.7766244319212,1.4892396794950138e-06,7.005351666274979e-05,0.09550298787240936,0.010818814914841168,0.01982256171313431,0.49191341639195496
134,-623.5722463275339,832469.088412616,714941.1565456393,118678.67115542642,58627.1505906062,58214.8182848749,56160.06022734276,24219.512014269876,15712.967225814056,4160.7624280771815,3805.608042130344,2681.71492327427,143.17114663606742,693.3387452952298,200.35138690716457,30407.061256305285,22156.586549771593,170.37614024029236,1520.6740109333111,5851.799275588965,28191.66915914599,1.2501507383911439e-06,5.91220039893012e-05,0.08362094310657037,0.01088065610148531,0.020779483504815,0.5147414446761699
135,-802.2603014314868,787962.1182805366,692671.5288741036,123960.14841050681,58871.7849598053,53244.323709439195,51098.567619500725,35740.47637907601,17034.517974831662,3668.36680756489,3694.0826857130814,2933.0303072778456,149.65564786948104,785.3408988931737,480.4632517991328,28176.388612214643,29477.391674529747,148.76277522056185,1469.342489240211,10969.722052066869,797.4308927100428,1.221740462009113e-06,5.157880755448064e-05,0.06553044656310177,0.01021620801938174,0.022966428636394483,0.6776995972099815
136,-540.2834130363739,795765.4028268122,691013.4808789735,119204.28952397242,67480.94158776695,56719.59246963921,55426.5382387164,28670.12669538423,16685.019682523933,4226.5639019225155,3295.7049241138484,2434.9630771093302,549.0620465905488,1034.552115166084,213.74489951698905,30747.60841304687,18787.545959405055,98.86022228243067,1493.139217368807,5666.190866700618,3495.1619869333877,2.6934141172468912e-06,7.148542599585611e-05,0.07912965881377686,0.01353621131718006,0.013639470479959141,0.5482806674192527
137,-749.8554729113562,751968.4331069965,691267.3499338796,119657.6534729632,64129.7167113883,56794.18922800897,55976.93527144861,32703.02947932216,17648.010147722536,2469.1372376440845,3716.8612597601755,2613.3813566172644,520.0448285873359,973.5231267539413,236.25727703909897,29405.835119916006,17472.258725349242,65.51298171718716,1337.6282362368454,6242.737934785227,3286.4009322845145,2.04245303593625e-06,9.402850712009035e-05,0.09920227410458286,0.005496144973661207,0.01736190702698938,0.695522920971639
138,-744.3372263171605,805137.8067419031,709415.0067187082,120241.61363494194,58803.80989076176,55535.23520273369,52483.904657730374,32060.123134270103,16588.35956875148,4133.725542793238,3345.7079326785642,2583.1842747638075,154.31189446984536,684.9476608938695,264.999762823304,27531.627692839003,41844.577197921215,243.29749839039633,1838.363440806238,11164.868790670349,2228.29480674266,3.224212099904406e-06,1.9715934154738796e-05,0.07765886894909338,0.009875724417613063,0.022151780909950555,0.668574989282387
139,-705.4828826138369,784107.019082766,677806.319245343,118968.62939103745,59979.246155500354,54891.83345699811,53040.64039951589,32876.6100360456,16917.823831078338,4513.667020495105,3622.0371793422837,2756.7604840725267,208.79417946123667,792.1211256568234,212.88767036786106,28074.00823583564,28545.25329376022,143.03944316777648,1614.613081990951,12871.480714569267,2058.6398160920107,2.2861200384477574e-06,5.150085076158661e-05,0.07813834691436276,0.009894272545175517,0.016143944454912948,0.6938164776308617
140,-848.1154466775085,848771.538904294,753000.771181191,115633.09240588141,57331.74784365354,56740.32013533175,55313.74988921631,34278.72592087825,16006.357380722782,3835.7968896434013,3580.731652147747,2572.395311905166,88.88137104952997,639.4038023528112,27.689124773669953,31354.786478025675,17677.90653956594,110.32920999556056,1424.2757130809493,14354.500673998056,1301.234561069695,3.0309939549293215e-06,8.445285527413013e-05,0.09552272970682797,0.012198472385902187,0.024533443425825016,0.7562466492499146
141,-963.5817185804337,796541.8228758604,701699.8713976559,116583.48946591902,56041.87600324639,56957.84490680946,56277.6782146519,34636.670323251936,16988.412063333784,3088.8244752568003,4162.909909791397,2924.490279361064,45.954270247894414,606.7962538349002,62.89783333699667,27909.418389558094,20960.710960185334,57.64796386679548,1593.7531724975704,13021.09052691183,3794.5543477163183,1.279319130270258e-07,5.32209362234932e-05,0.09512974197017011,0.008399921370874443,0.017790014819442482,0.6982746595674386
142,-797.7787859613305,785870.0435630584,719511.2864726607,122324.3376039816,63079.49464942147,56473.66066297209,54853.18328720695,32154.149587898475,16708.276037051797,3001.569591479213,3582.914747495994,2751.954367779167,345.5089746021251,998.3350544429483,355.97530754489105,28194.5547496067,24299.7475031632,132.5176942641965,1742.6543143739734,9251.966792028676,869.8539615800994,3.1167292275019864e-06,4.499597282969473e-05,0.068226431321138,0.00835773875230528,0.01996930732451581,0.6385320313682593
143,-873.5967542427933,790114.4871264728,691847.2332611744,117592.97583083769,63710.92143629617,56756.52168364395,53128.4596223503,23922.40132712398,17179.878655164015,4377.020151366404,3449.2889652048398,2376.8824480559056,413.3270310991412,907.1949526007123,124.85657539435029,29109.616118840793,22524.111666399447,290.7706364914868,1622.0635669962855,8331.832288767644,5753.1196541372055,3.327436974054954e-06,5.4425747607822886e-05,0.08855105663571138,0.012944763244458956,0.016318061573963094,0.4635195125843043
144,-806.0977508287623,801712.2504809148,692780.6761177938,127655.3615143544,59686.25454558637,56911.60108526614,55884.3795558525,31557.206713774594,16758.75748758854,4355.253529834161,3711.326862874816,2934.517014447182,166.52992099018527,781.4430789959532,668.0996253057141,28761.869347019463,33042.9661094833,99.23526097892062,1642.595453919279,6417.490558035114,1782.8415994380157,1.778232816793829e-06,3.703634611728451e-05,0.06279820834041433,0.010605267123080448,0.01531122563841395,0.63574749611714
145,-695.175203001498,800451.4324467141,696017.8129310557,118568.25323941956,63770.40662785017,58033.515738835675,54393.8195665216,21070.200025261838,16734.473332827976,4294.5068145725,3450.6180763197176,2340.8003079880505,427.36658892753303,1025.117730977198,201.6893390684437,30649.090084146377,17538.406772994316,263.0685589966995,1463.3278702540395,5749.940943542337,4360.946747107745,3.388215778568658e-06,8.022362425045562e-05,0.10194719008492953,0.010404820005411581,0.01657796061219594,0.43252270290366507
146,-777.9216066519305,821358.980090222,721354.104953358,120855.87258933799,60780.93473524525,55537.746735660876,51657.227419033625,32615.44174087751,16336.389197833261,4311.607016794596,3553.8620039524135,2429.5332986857634,263.3501332854554,738.1934716284271,234.87485650204616,29688.485114289095,19968.618983808712,278.8779327685861,1658.5434642196803,10626.212551553426,730.6099174659247,3.6761868663071245e-06,5.281890660471626e-05,0.08391727215567683,0.015443549505707777,0.021055343468954248,0.6032399171503857
147,-871.7033136976033,835450.4794895126,736755.2999977357,118074.93526727022,64003.673075956794,53669.568712536064,50104.10677124615,21251.678109285243,16103.136597783463,4186.123429896919,3430.919033134131,2516.4241994072245,386.24636485820497,1036.9012428170226,153.95419985404558,30092.4861890279,21661.884276921617,258.28098467986007,1526.811345780748,5023.568865024118,754.947535363132,3.2731645815871328e-06,5.813855779480783e-05,0.0969881060954745,0.008513134232012491,0.018670880271524557,0.3523806672939125
148,-727.9592161363837,784664.9334674648,694196.6792298517,117442.16467423656,58661.30138829176,55701.65007349878,54088.74248561677,35042.15322913563,17253.02742186947,4391.650607908873,3549.797561898365,2625.4829209691784,136.07583758245138,715.1596895286428,101.45519502332775,27791.794378504375,29711.628995373118,138.5148698418639,1578.0359653355067,8256.748349127745,99999.97150102863,3.97371941076971e-06,3.591872079228287e-05,0.08223359353546535,0.012062428443132532,0.02569499477056667,0.7179221885776369
149,-794.3294985498144,855886.8431256502,762813.8482965725,118991.40428652782,56948.92358509024,56721.20647368228,55129.64391096074,29647.988519443843,15977.587919346879,4219.492057015846,3586.5359801636396,2608.883965064112,87.60394566477879,694.1763149849498,246.95564003809923,32500.27054848794,14752.995584016639,112.06833490840347,1360.4530836974536,9097.689756362906,1676.7218906514388,4.118619148976487e-06,9.125847556600014e-05,0.07837505853953562,0.011722590815749967,0.02106335231874939,0.546096239984549
150,-883.2470444147077,846977.5931155727,770611.8932117779,116415.75049228994,59338.76969550642,56952.13965743071,55278.28107038353,33679.496117839335,16137.559239994358,4131.02359316922,3363.7176757381553,2470.196662901232,179.1292197386954,920.5359203015256,55.81198221779298,28410.7696762848,46713.305673664756,153.18359252856862,1910.8386974973805,8964.805376297969,1830.6578298087813,5.073944909558804e-06,1.308937456537352e-05,0.08875361661480903,0.013228495904209128,0.018643267919039818,0.6957631212297268
151,-720.1639668596563,801348.7314229883,700995.8468652086,118850.71813546654,61801.78996842883,58014.70013760735,54793.82900294387,17380.96489252908,16670.423017118195,4383.361098670032,3440.1561378882584,2529.0849403662455,333.929014809133,814.965444324568,205.60808598543593,31049.864636212333,13774.059416386852,209.11833301064388,1387.4304622255445,4549.424313873128,2384.604942005968,3.259818604948652e-06,0.00010911019770815607,0.09407347833695276,0.013118055042289174,0.00989243041034947,0.41318378502436254
152,-900.7849849388182,769268.8010326676,683324.8955544607,117099.41719394528,62340.67560743555,56190.888054633375,53012.805585424656,30609.618737066234,17477.050239709235,3794.745518224517,3356.49877829292,2536.3355157648703,314.9612182378034,868.5730789815609,120.65626080096672,27266.078507540788,35144.46994577147,261.22640964295636,1609.2522610264923,5989.2669935864715,99999.99797524296,2.975856957109613e-06,3.26211010224484e-05,0.08848794270605523,0.011704282750248872,0.021462787516157655,0.5363815021959872
153,-735.5595500240292,846383.3319438772,757191.8971339273,117544.38195733205,63058.78892039301,55264.94573399773,52180.838181479754,32166.72954886684,16032.655231327886,4262.75250901512,3376.9538053145097,2326.637576618984,329.08144755215295,850.9191434588596,139.82148311128006,29540.123992453897,30322.022029175274,256.415630492278,1856.0777172994012,6588.343520653566,99999.99999999984,4.317332623170821e-06,3.387296460572482e-05,0.08430748447014139,0.017143466984001387,0.016448903803643194,0.6771452224585095
154,-657.2583053552114,770482.8914974891,679068.1588870967,116820.91273691224,57649.817938254804,60668.28928552267,59455.025454876406,32724.67171292385,17118.10393774249,3295.3023087754036,3897.196983691342,2772.106408406119,96.07585959610556,681.1919964825788,89.01534844093106,29575.034740589035,16268.732785254928,99.09105606491738,1367.522187905379,6960.835524765608,1632.2674922487276,7.901012887585634e-07,8.703886977451897e-05,0.08845614800411293,0.008673824997220537,0.023008841331658998,0.6701050775679617
155,-824.4482364846605,817146.9907088828,732516.8598299108,118357.78648662748,61254.306859977536,59827.06105517789,56315.04040392357,31093.331497643896,16594.139677357474,3944.3251654435585,3466.448818628597,2573.142096385147,239.29601416613158,751.6899559443906,133.40559691570826,29906.67869379776,20140.56569573056,288.73920839964103,1538.7611564045098,11454.15730489894,927.7014849393945,3.907290185336548e-06,5.815555033622867e-05,0.08562674873035962,0.011101525363167547,0.015926603629094066,0.6426101066980373
156,-701.5867952406214,751778.2939060866,659630.8235828115,120495.74843943215,67631.48113262428,55368.93556098337,53204.98662794865,28681.96807554751,17738.582518059437,3820.573231435097,3391.112457535337,2341.655924280514,583.5962926165728,1266.136246130143,332.6918083739409,26884.12894676465,36314.56359465251,181.09925743795293,1751.9188903858872,5454.8247047468385,1599.1424774029124,2.7352005784064143e-06,2.9355936054029677e-05,0.10132978132854556,0.014460761277693041,0.022710375831594003,0.4932994673337244
157,-820.3563932525387,784327.1513726285,618788.7049895597,123190.06811306669,69465.79049312595,57536.84445178978,56189.08498058459,30196.35145421825,16736.409727486465,6632.15412061159,3621.1488769001157,2374.114908808259,746.443543425058,1478.3268892366082,418.35117224380457,28800.575439189226,19682.498752487656,108.81538470837023,1537.1298229077825,5936.183066250271,797.2850758078243,2.3394939631657703e-06,6.653945313426878e-05,0.09144131302158634,0.011586749646585395,0.015798531967804938,0.5424217195718484
158,-556.3758376518604,756340.2977017204,647299.8402974217,126933.57899994566,73594.50124783233,52241.094412792125,49682.53000608681,31800.8056888543,17321.659143783207,3722.9148739230286,3895.6845178714107,2419.0350333560796,974.5994307130459,1244.246948025232,595.4285383408642,26577.72477061675,34747.01322645356,208.33832701616768,1570.9810857812447,8321.874230345531,674.0558998997267,7.570350325061016e-07,2.169567990573019e-05,0.09846243934667878,0.01099298158232013,0.019551944214184765,0.6367210572636566
159,-788.7898200650793,776425.0611269308,717061.029611878,117115.81809873725,60080.82426105844,54423.99745589467,52739.9274929912,35318.17534293351,17452.26739393854,2413.487229644684,3545.092489156284,2498.7284229718907,249.1184777292043,890.4905116370019,89.60243992511259,28011.71124116814,33955.29916413628,139.74495435880308,1602.116293770278,11081.689455625476,1244.0265204137845,2.543938700979381e-06,3.5980250891093265e-05,0.09848842961982845,0.011206171183740125,0.018363955814330493,0.6841501921307503
160,-720.7174037458356,789505.5614436514,705943.2876627173,118867.75302101376,60632.40851609894,56010.29386137388,52289.99651913485,28278.84072582035,16618.044843540727,4179.554428164185,3288.601928759149,2425.5056410425477,218.4423673621231,800.5077970406921,211.00690810611977,29205.165217145215,19753.913843365877,273.10351388343423,1537.757397101597,7609.022404855746,1170.780751550185,3.722854622834037e-06,6.499608188483141e-05,0.08763516433447281,0.015836363425521,0.011072989075770626,0.49446418593326125
161,-682.0497334399388,808602.8814602736,710668.6917473368,118847.66067817427,61774.20264521119,56527.8777593085,53039.38079058781,33384.5700990575,16807.91161510004,4062.0484340820626,3484.4373108759332,2435.3714523434883,239.20813359282795,849.1923374913036,237.41213537098608,28089.525735444477,31610.5133856843,295.40410328479345,1675.091347617557,7434.010864944757,1284.4903018073448,3.176850459349027e-06,3.5701484851974734e-05,0.08987419648874155,0.015031074248076275,0.0121573212107756,0.6384839873538946
162,-831.9354093156287,783586.9098588974,670060.1414182436,119883.26756269767,61152.33437856584,55093.81345652412,52608.891942328504,16939.07352126463,16881.997579128005,3994.5168908126966,3623.044323752934,2406.4192398759924,259.9709634207429,954.6609760710257,297.4157502755515,29040.622698566265,31067.98289886584,182.163333318995,1548.44947559434,3909.582043803983,3060.1328854297244,1.1472310608361969e-06,5.890389966419902e-05,0.09872328381601884,0.015360854012713945,0.02146844949051507,0.40135872621003715
163,-737.877319569038,794354.7488306743,704735.7038906675,121471.60412439272,62701.23925410793,55357.33173993688,52905.76774760399,36606.34362362266,16747.721928375187,3863.496987978605,3413.631459820565,2730.069394996791,263.28719574060716,802.0509259149043,413.8274738909818,28551.627941195813,24703.44285049737,205.4077353512225,1356.028597872339,35275.55356732473,2533.9388903248096,2.287645970559947e-06,4.2837081477754946e-05,0.0715496645981666,0.012302343039093788,0.018107574642057905,0.7551917497426653
164,-882.8094248357392,845447.0834626331,745911.096936878,118333.50186291762,62610.59764597962,57024.48947079386,53957.98940812904,30155.027263565044,16142.177500802438,3835.5794587910336,3653.9185378194184,2537.865636736996,338.69128091744966,800.457795922848,145.71893965841778,30638.20962980758,20655.672205722814,246.48523419107423,1546.0267959008788,6216.803906366588,9959.255958024682,2.5712137426527534e-06,4.9715138754995044e-05,0.09720380177262018,0.012069905547986875,0.019874618490227914,0.5346581698036214
165,-800.1274519678868,767330.32909536,674654.0851888693,126183.43502268879,61575.73187906435,57789.99812655062,57047.50482003948,32093.802617696958,17085.303728674065,3633.8420996193668,3292.8067632878387,2699.232314392457,296.4004412817287,993.20736226706,823.5790545237313,28726.96268697429,58061.59095508778,78.4571837422551,1632.1138559812412,9041.414507927264,99999.70424802121,2.25792515690078e-06,3.407336462700208e-05,0.06480539703179404,0.013627050929615244,0.018767484796104416,0.6811256210099277
166,-724.3309033320606,803622.2243649185,694308.4029940923,118356.95602989382,67056.59294040476,53432.09480647536,50015.47742563215,17370.133987151952,17127.822351674047,4598.166573626058,3317.535843252357,2219.9710396606947,641.4067604271692,1171.3567450358487,173.86437251906776,29173.433302634243,28417.710235934595,246.39308523072296,1508.8499355519016,4073.924286726746,1667.5975496143096,3.313691545236449e-06,5.265099531082633e-05,0.12202205962092182,0.012266821193628472,0.015561233532099535,0.37145839858259916
167,-527.3615769702583,802346.5747732428,688805.5145379353,119973.88266179932,64654.6712555852,57323.10946081553,55121.65696419172,15786.756331820587,16528.103055056836,4620.736750899675,3571.528877964646,2621.0219098375496,492.54648603074384,1165.8648026241144,229.1659162084073,30081.481097686185,18912.895926616722,157.8280480999497,1491.0800878685925,4252.304795925533,9781.795646368277,2.85945230619695e-06,8.22220714272257e-05,0.08120352858868898,0.00940259368072418,0.01537598687535285,0.36584573403989623
168,-691.4590954661869,790428.2624946887,706059.8115683487,117183.2078544212,59029.26636443806,59029.96078345118,56968.738584202605,35430.951703238185,16768.384015186475,3535.5512766988722,3460.2033758851253,2622.5453470407238,169.00742562844107,734.9130196883547,104.5066833581992,29519.159167151036,23964.436122191426,181.5503983807755,1500.4554568515362,7881.282535784223,99999.9999991749,3.285318320081188e-06,5.97592793757066e-05,0.08286359230424305,0.008462864866315561,0.026218585593841767,0.7366927981984119
169,-807.092744684388,784653.116461079,692219.1419594474,118578.75882754456,62251.49465174489,57274.97850292294,54623.00081127045,34160.45079615119,16963.385998995185,4639.683350953385,3329.07548266125,2451.6276110842564,358.3420602349045,1057.8772803161303,154.28240065604288,26523.976980802698,57747.138951098575,244.9221352492542,1832.2891492203723,17141.427166667494,2112.0681619997627,4.2010070777269925e-06,2.972829070040289e-05,0.09039933645513175,0.00947747369130726,0.02041597783097725,0.75619974156551
170,-787.9504366560732,798271.9305419244,674484.4937652925,119214.11540326639,61366.4380475768,59025.41692341226,56448.3556428282,24805.29632577746,16731.84371446498,3796.2752809285553,3691.740068189806,2641.567263810037,287.50894912096567,863.2326942566079,196.88041796532954,29183.051421976073,32666.551642500574,207.43154670514284,1510.6177061058102,4795.475646810709,1316.9623743297093,3.293079679901207e-07,5.899687265683587e-05,0.10133105458748759,0.0076661140202294855,0.014254234603579502,0.4790943007180033
171,-676.3751719491215,762711.6172821126,649253.9643563562,118101.70881827216,61766.586914642336,56266.35938745716,54231.69706025536,32537.51235195267,17068.10089249319,4948.592972898754,3447.3489890492656,2688.839703540651,375.4925202943397,999.8539480893891,173.50066256348993,27999.765886769128,35853.087102431535,165.50255740518296,1496.204082343932,8243.038028410654,2299.2551003909707,3.177526319962635e-06,5.759370671441636e-05,0.07608630972026198,0.007909696512811653,0.014930556767607649,0.6614624988217681
172,-702.6177691556511,779711.1288485562,694168.8246079668,116037.61951889045,59292.986017482945,55685.03205301691,54521.68774308121,31636.905707559585,16862.073180102732,3030.83918576578,3568.5556048451112,2678.7676232071008,189.42995843583418,670.4755244588724,41.82076488997235,28327.387675187896,20807.274386911275,104.36307212101198,1448.0089933678519,7420.913943874818,950.4050096129638,8.684434018717336e-07,5.9954758857737176e-05,0.10299024227986563,0.009935912734261644,0.02061503575051421,0.6511384445854994
173,-905.2773592211013,767851.6456649146,685372.100146574,119059.8767376368,61710.629226373596,56569.918635210335,52866.22861629207,34119.70402662879,17392.979842357156,4120.6086281736425,3325.088145215431,2452.7239110747055,265.33578834587604,774.4905027654939,205.93967667573529,28234.64343587798,24575.745751346712,305.8318045028397,1673.7576078491852,10759.513493365179,757.8998889114167,4.009590853224488e-06,3.388814688647203e-05,0.0822670175855574,0.0142799427461924,0.01641084578306449,0.6951250764397561
