ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los
-513.4963596525444,814419.4304598172,58546.62453581671,50823.18329191507,46318.14355399559,10888.900576124825,10888.900576123799,0.10262487585640338,0.7202981524284969,1.0000000040541384e-08,0.0006726176481450936,15531.750382627946,2307.4626951002383,29727.77540587408,13568.307098041498,676.5501662044516,6468.234346937176,589.1410266616601,1143.3801542598092
-515.4020964392903,831950.6247092395,53095.401064875194,50192.62738786789,48969.99999999978,7729.312746630729,5000.000000000004,0.09679137011900264,0.7340154752150555,0.0006047392410272795,0.001681232978209469,15249.583455630464,2369.57045854629,30791.23835209512,11971.117018856294,233.2652865741481,5418.903679167735,1250.0631613420044,1480.316526059538
