ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_BEUA,N_Stu,N_Ust,N_Los
-486.26150370479377,812757.4251136644,65412.24471023224,53697.49024213208,46981.49635641749,11474.121781252927,11474.121781146023,0.08025199886143214,0.7332696547979259,6.09426861813149e-07,0.0005718986618910861,15362.093186589444,2369.4654968972127,30229.388283431956,15499.929663949008,1021.8228623814734,1055.6108400738738,7921.1560495205495,4631.2388745625785,1328.1961508428037,9999.999999884634
-488.6575125954746,771694.4219546489,57988.76466815935,51954.50995986805,48591.45684321435,7272.644633928606,5000.000000047255,0.07473546372496304,0.7357761617034024,1.0000000009985417e-08,0.008690871795402646,15966.200757681097,2415.0281167343014,29359.826613771067,13742.356298841263,523.8754961118534,1212.621554917215,6524.949187753893,100.00006225786026,1857.5074100090162,9999.999999975726
