ll,T_NH,T_OOA,T_Ust,T_LosStu,p_AMH_Cha,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_Stu,N_Ust,N_Los
-1146.7209285235388,787321.1392653118,68001.08769075267,48901.06770760701,16092.155333283265,0.09816375542362513,0.0001840994591742097,7.825278282701852e-05,15812.061114737144,2349.112261740598,27609.012095691003,18758.215263088026,1257.7988708567086,6222.910399665799,9999.99999998006,838.4636174374455,429.0544275968171
-1146.4509073074973,803126.1712514798,65589.32455237983,47135.081452898776,23169.605385522034,0.10947098185703918,0.00012394641435898066,4.401467851265488e-05,15639.37892409436,2263.6200499987517,28091.837284993147,17833.234767918242,1209.6101895283227,4590.140552725618,9999.9999999888,429.9024831408654,801.2125361550467
