ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los
-511.5234793863382,824140.7833331374,58596.08741148884,51959.1741143575,48969.99996941325,7598.816181054189,5000.000000032173,0.100235633283766,0.7319144519851349,0.0005451463483106284,0.0024317264361815513,15385.727298646938,2336.3121310333613,30253.94585802564,13063.291778858757,540.8243554402369,5599.6677777414725,1525.345123077408,1429.455415016352
-510.606145545882,823569.899672225,53518.79868357871,50471.292068300565,48969.999999999956,7555.292842006338,5000.000000000004,0.09894928397149218,0.7302461039881083,0.0004470517436408584,0.0030590876603454626,15382.428406680061,2345.748881237798,30532.258023675968,11899.118734094785,251.14074312093746,5400.495400505344,1425.9412740931618,1373.508704537288
