ll,T_NH,T_OOA,T_Ust,T_LosStu,p_AMH_Cha,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_Stu,N_Ust,N_Los
-1146.1483294491075,788309.5679479863,66159.9844553789,47665.659717477945,22431.58239175628,0.10245811810042474,0.0001262572212771998,4.665319413889273e-05,15825.025753706275,2315.3339390485576,27778.35645908663,17853.982211280076,1209.6166363800655,4844.1927659701005,9999.999999998392,543.7308234263782,756.918484165822
-1148.8290548139848,793090.6020716141,56514.1564347191,47809.13837842318,22134.414763588607,0.11281104544610698,0.00013045478030474606,4.8102183946474394e-05,15802.24405899705,2236.0004718634355,28268.442610987993,15082.683963554668,568.775989743494,4913.285751799621,9999.999999992442,519.959969394764,739.5089538174395
