ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_BEUA,N_Stu,N_Ust,N_Los
-487.4296250242158,796578.9691738503,64151.71955799663,53055.14003001988,46715.41837638105,15680.046337564712,15679.922907411468,0.07715271701477229,0.7304154282751844,1.0000000023798332e-08,0.00029659602635374594,15594.652284118836,2398.1701491218296,29898.88133936981,15143.898117158307,967.4516572117739,946.7820085981429,16060.320545207975,3412.4663523683,1038.7669721957432,9999.999999917853
-484.21952322935806,774175.6103999015,60868.80720584731,53358.90826689272,48969.99991867965,9383.161484970962,9382.738325271095,0.07991090103678339,0.7369431181384724,9.431176514358427e-08,0.001050301273095152,15946.539120834714,2355.612771503739,29345.843848675224,14144.068810763165,652.5484478731646,1143.7347265987864,8156.563348013027,2865.46774965108,2485.9897993018194,9999.999999913678
