ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_BEUA,N_Stu,N_Ust,N_Los
-485.1202578626673,792385.9523777396,57260.80246077487,51660.58706825966,48469.37326110756,8783.779783961932,8783.779771865717,0.0800346508488804,0.7368862038526703,1.0000000038802474e-08,0.0013800513080122773,15673.555408237604,2364.8621409612724,29996.36908484992,13554.474772544165,486.5190029227097,1165.8924179014814,7123.087691957256,3375.969631201455,1840.644624016972,9999.999999929541
-485.66379581193803,786707.9494493183,56514.00776203847,51499.484691729864,48670.164426594594,7294.037200586071,7294.032347881657,0.07843123204700998,0.7383164312298324,1.0000000102659838e-08,0.008161948040621906,15754.177838079286,2380.5736301341008,29837.57478676202,13453.496251786264,435.4399351298879,1208.5193844412893,7297.861102480041,1977.746755947123,1876.9372774242352,9999.999999902522
