ll,T_NH,T_OOA,T_Ust,T_LosStu,p_AMH_Cha,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_Stu,N_Ust,N_Los
-1145.5818215057639,807082.8573510328,64513.01854191709,48652.067592106076,19618.87287261367,0.09886881857119417,0.0001481002715165841,5.611965571858532e-05,15514.991595978156,2351.9763241606543,28394.691806425366,17706.923788837103,1037.1046531662646,5546.415195537408,9999.999999962492,766.9061557404183,612.616417723872
-1149.694815803554,846492.8911763558,58071.921802582845,48172.67998999552,23865.213504794992,0.10415509744588136,0.00013273699782857305,4.441635717120842e-05,14939.583008989437,2318.517767654079,29976.724862633706,15311.381830156339,633.8530018211717,4575.019771822773,9999.999999943662,635.8656728967558,840.444085596737
