ll,T_NH,T_OOA,T_Ust,T_LosStu,p_AMH_Cha,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_Stu,N_Ust,N_Los
-1149.98627595748,812033.8415555065,66869.64727851414,47975.74648836141,24689.348080708427,0.13005354533700553,0.0001186666005539875,3.9175537477697694e-05,15620.774408645639,2109.4983381651273,27958.84669783517,18003.20767027118,1227.5835847774676,4442.930699078742,9999.999999946594,625.5956821857812,886.4774257596312
-1145.9952974468074,845127.2976697582,66670.3629017717,46655.72245621535,18802.33573494041,0.11283319245330707,0.000168579749140199,5.966868870258162e-05,15014.793177732263,2245.4506753800856,29145.729828098745,18349.675239057215,1309.5965842368628,5217.2118189200655,9999.99999996338,343.92298261274266,576.9315616933311
