ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los
-511.66740096917704,829001.8368790086,54546.10432898763,50766.60743443726,48969.99999831073,7798.960895741896,5000.000000000004,0.09978208867937342,0.7310577977226854,0.0004509561129502825,0.002004569266137775,15303.719826577391,2338.8186960954813,30625.882000720943,12133.600550767807,309.4605705955866,5467.555412572356,1440.1304083446387,1389.2521532981125
-509.383735850509,843239.461662439,58166.74527081539,51965.22822473972,48969.9535769302,7283.450406351858,5000.000000033577,0.09454378581909355,0.733265062064849,0.0004698879908315597,0.005991469236810756,15060.444366490732,2391.852172073962,30817.795624635706,13253.050103104446,513.2718244996692,5759.8067404639805,1672.0481231123856,1375.0665016276982
