ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_Stu,N_Ust,N_Los
-490.04393139617684,788293.149991601,54134.058341528274,50761.54312217405,48960.42963635444,7212.574600305452,5000.000000000004,0.08043049910324507,0.7339745178606824,0.00016601502580440884,0.00999999852593639,15741.768395151492,2360.6294775531965,30069.302195018034,12646.44928220427,287.8814179769408,5508.756974790415,1701.4584819479976,1277.532569466791
-495.07590244953434,796150.5444317467,54182.077677842724,50569.7592677066,48969.99999999847,7521.967031786499,5000.000000000004,0.07925826242513147,0.7319277081289638,0.0005007744133457276,0.0027412369770158447,15623.898986992837,2377.5441739367598,30460.271568487544,12433.581014783402,296.53237231915864,5312.842264291668,1415.286742379933,1430.7858060555304
-493.8109673038522,798623.9490135851,60606.44873468965,51940.55398416328,47825.810222059205,7656.993394871305,5000.000000000004,0.07456910082487662,0.7306024898925769,0.00031275813941141156,0.0027708371933291573,15556.852734556694,2431.0566833344183,30249.01022706579,13958.598846799183,725.1153163587697,5589.892219712566,1268.1859714029174,1311.5617490101388
