ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_BEUA,N_Stu,N_Ust,N_Los
-507.51836770393027,816055.2005786186,54169.87239858786,50733.7849498913,48969.999030351,7596.552941339196,5000.000000000004,0.10001949900456614,0.735606418272182,0.00029587597011829523,0.0032215421708851133,15501.56732816407,2333.7867845707983,30148.743291833987,12271.18473844187,286.8595858619286,1307.4735102052489,5590.575802319238,9999.999999915259,1522.324426448275,9999.999999981073
-508.1132716955681,817069.689238171,62201.32936120699,51910.12074039134,46335.444236777854,7538.927089257105,5000.000000000004,0.09774586469316986,0.7363277824046123,7.889766105956629e-05,0.004308465000259267,15471.982657751965,2351.9408734493827,29628.654229761698,14601.4673386879,887.9433355143533,1148.6558810367796,5940.835998389819,9999.999999844045,630.551618645732,9999.99999993901
