ll,T_NH,T_OOA,T_Ust,T_LosStu,p_AMH_Cha,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_Stu,N_Ust,N_Los
-1137.0809623873847,792092.5796604577,55943.32581315132,47159.44979394417,38509.29766057703,0.0901058672969021,9.521384333119756e-05,2.4598545785487775e-05,15610.758110100896,2266.658739596319,30055.371169625752,13113.661635835942,540.6921831243717,1564.3561585115328,9999.999999868665,427.2400549403859,1665.1383819424912
-1118.967542986527,744719.5490187409,65237.04126730381,47182.42553019147,22692.688721158753,0.07247581467371489,0.00011856621073766494,4.430571518479771e-05,16245.886126756928,2436.0714158664923,27544.462080016052,17541.37232287657,1193.8765514295571,4689.868741308009,9999.999999926948,447.17627023196235,774.57876886181
-1121.4573772552048,754397.2881667152,56327.86390176072,46205.809406656495,17753.397922184875,0.0664584148887772,0.00015153644303343944,6.63881604349739e-05,16061.388690907152,2517.5608426632275,28268.834574539764,15531.075979327377,684.7554370210964,5438.709495347441,9999.99999992652,216.47095483288692,512.8213101795013
