ll,T_NH,T_OOA,T_Basal,T_Ust,T_LosStu,T_Bas_Stu,p_AMH_Cha,p_Bas_Stu,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_BEUA,N_Stu,N_Ust,N_Los
-505.7588472999551,810758.5181569424,54870.47946066256,51126.96381032332,48969.998645242784,8800.18323408791,5000.000000731996,0.10213317059968054,0.7351667907342851,3.6146360006581616e-05,0.0013307600797803666,15591.41237940807,2313.907774071866,29796.425194240815,12701.545513184028,321.82996794161994,1191.3661935951425,5762.189743345653,9999.999999696038,1777.6568054035063,9999.999999902771
-502.16438060916255,816719.6921479638,62077.16108265943,52560.55281786627,47184.453458411605,9376.100283454694,9376.013751926745,0.09936888377477902,0.73919792368264,1.0000000000050005e-08,0.0010474622322104242,15486.878134227953,2339.434192981395,29565.218844909003,14725.703725375992,827.3819531989866,1112.964771019252,7860.969379366137,3539.3228756224544,1151.1165934439382,9999.99999999594
