ll,T_NH,T_OOA,T_Ust,T_LosStu,p_AMH_Cha,m_StuYor,m_LosYor,N_Anc,N_N,N_AMH,N_Yor,N_OOA,N_WEUA,N_Stu,N_Ust,N_Los
-1153.6045662913587,811956.8929521992,62591.95424998238,47625.073905163335,28585.75569207782,0.12780659846968606,0.00010918657166605311,3.526295638115518e-05,15601.733481672212,2134.830414091133,28469.930912755266,15995.312319800627,953.8622186103443,3598.458389432775,9999.999999992227,528.6628200476215,1089.7140416660525
-1162.2691308183394,787464.1348960137,56635.985548362005,47661.475566284564,34932.694136646925,0.11844088768820349,9.790149366947403e-05,2.292013485278601e-05,15919.707780362676,2196.9180133884506,28462.86018901633,14100.653482945141,562.0096320234624,2394.9496249768163,9999.999999979278,502.93998014254174,1462.3190200230442
