ll0,ll1,D_naive,p_naive,adj0,D_adj0,p_adj0,adj1,D_adj1,p_adj1,N_A_simple,T_XY_simple,N_X_Y_simple,N_A_complex,T_XY_complex,N_X_complex,N_Y_complex
-9.584246509561128,-0.6607646149980622,17.846963789126132,2.394009434381061e-05,0.044858536275597,0.8005886725437819,0.3709174243806151,0.0681976919507891,1.2171217387477131,0.2699262524152975,14954.335129456344,5331.631878739783,21224.527605519943,14943.073509347892,5314.255474485147,21938.066519460957,20048.096816073303
-38.27357788581824,-0.8679335536719881,74.8112886642925,0.0,0.0220616085900588,1.6504573686295243,0.1988966922121234,0.0707210673219624,5.290734182070196,0.0214391797541874,15319.950564261391,5134.153050096199,21105.805930742867,15316.70751472829,5299.730471666449,19923.07385089916,23743.678411025576
-1.4330529343102254,-1.41241840893984,0.0412690507407709,0.8390194690734575,0.0693918746667733,0.0028637367966202,0.957322461105919,0.0700884982477944,0.0028924857905326,0.9571089820331856,15151.55554523478,4814.237481657123,20153.79007271939,15151.986559063342,4823.58434092248,20243.71505224279,20151.87412569176
-8.698663174113607,-1.7923539301021592,13.812618488022895,0.0002019751692918,0.0456743345599763,0.6308821579712727,0.4270319171284,0.0736113521038267,1.0167655229976806,0.3132874667011717,15094.437645162809,5020.33183319072,19190.069077777287,15097.663723007689,5079.162361595662,19941.298108883795,18641.56954986469
-3.179799218983236,-1.3354967084767866,3.688605021012899,0.0547854181569948,0.0525922707504225,0.1939921139564785,0.6596145791290171,0.0645786751179302,0.2382052252903581,0.6255054112848952,15364.294150041536,4372.337212085624,18002.68574864859,15358.76603539555,4350.570188536226,17517.20454325557,18352.272216146124
-2.690768342819559,-1.7395185984785058,1.902499488682106,0.1677988133785892,0.0546722525140276,0.1040139324530365,0.7470649160886297,0.0657390386887877,0.1250684874918719,0.7236010233068078,15075.31818139172,4859.803793255284,18789.75321659552,15084.7615566592,4872.103058673162,19084.76061323345,18492.15919990515
-3.0704186259996336,-2.639742216988563,0.8613528180221408,0.353360391833027,0.0685478228520286,0.0590438603828773,0.8080135900605385,0.0713421222492191,0.0614507380430449,0.8042175104178306,15096.74910533298,4910.640599105292,20876.35202701982,15100.139815706229,4902.625816434185,20988.182653751115,20653.50919622757
-2.0718556707465163,-0.94063167982414,2.262447981844753,0.1325443950261002,0.0682380696168275,0.1543850828895733,0.6943795501028232,0.0683045771232138,0.1545355526631744,0.694238162850759,15388.562254964296,5445.090539780668,21959.620530908796,15403.432915338952,5432.755352929441,21575.90424676988,22263.280861132134
-1.7011581234239763,-1.5463169259596363,0.3096823949286795,0.5778751459034887,0.071138265861322,0.0220302685430073,0.882006606036106,0.0722179750076282,0.0223646354572618,0.8811211544698964,15153.941928835087,4917.94531358667,17750.79948242925,15151.702679653026,4915.048986862149,17573.715081056293,17813.83707615381
-8.227604320087512,-1.0486773142677623,14.357854011639498,0.000151147864087,0.0472353804210573,0.6781986962697961,0.4102076874602318,0.0697468872239693,1.0014156245280363,0.3169682104525435,15479.914123922272,5418.988377633772,21723.29812978536,15484.196521402258,5381.571564800068,22362.92125417728,20739.65605492663
