ll,T_NDH,T_ND,T_ChaNI,T_UstOOA,N_Anc,N_AMH,N_Yor,N_Ust,N_ND,N_Den,N_N,T_pHN,p_HN,p_NH
-93.12479026497799,668867.8038020435,624299.790499673,80000.00107844168,55310.13982610944,17809.364115229935,23028.830272876254,95484.83826822105,618.2925433730874,1849.379655003135,3728.6516164943337,2060.4571156246984,214462.02494624292,0.08169781984159588,0.021565537237882678
-93.43712898825407,697307.9817792273,625001.4437925747,80000.00000000023,52459.01797012587,17366.805192143063,24004.800384345283,101354.77048446621,440.69098785367913,2995.0494980182484,3731.239184946406,2350.0261780984665,250802.61442044558,0.08110545542345708,0.02214409437558869
