ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-382.84469810677444,637450.137217155,561709.3383706441,131854.94039799724,82904.92501419444,18012.502834411524,24467.321204887674,3907.6509750169703,3109.359864581859,3623.7938876066487,762.50950475838,140.42251697109475,1381.6577837822258,1.3219717364191797e-05
-426.3934756124542,546106.0747669274,519220.24094379996,132022.34696380555,82297.65427369926,19371.638552748154,21342.208048477158,1424.0542065712123,2961.171313057736,3390.8376111847883,749.962379977242,110.22218627315901,1343.8974626951551,1.0407373553734197e-05
-388.1919702225998,619007.6168371404,516418.89328706457,130237.83631082128,80900.82815755658,18298.214315643207,23847.53937891766,5418.913187148247,2943.1773672431177,3386.5062896600093,722.3749376947318,41.63875657978562,1296.5728494259927,1.2228844593630277e-05
-360.29264407200014,713606.4998715717,489864.28190031095,125573.66703507653,81330.19992486724,16870.008105169127,26842.122954457223,11816.778190442545,2785.1233173517285,3238.640671579913,515.8491664141276,60.23970780711896,1296.320340065378,1.7848844772803362e-05
-376.1365237663165,656858.7325939329,480760.4322563071,122592.89390776728,80354.07002655264,17739.266004352372,25071.285944392464,9504.472109053695,2728.2006428877867,3195.504168733282,400.2538731427342,15.61836130885548,1252.1977112563545,2.3493115177879746e-05
-376.35851583651254,665464.626570261,558276.4150924297,131257.3570569039,81415.44648292479,17589.362392272913,25342.641523158072,5505.481255540951,3100.6163785403483,3618.614225385216,744.8574897518004,65.94334130328674,1310.841538807038,1.3115551132088442e-05
