T_NDH,T_ND,T_H_N,T_AWN,T_CV,N_Anc,N_H,N_ND,N_Den,N_N,N_Alt,N_Chag,N_Vin,p_S_ND,p_S_D,p_H_N,p_H_WN,m_ND
745115.40166087,730834.3472953929,276803.92278792756,135969.74273076167,60890.90894962857,16215.50414983902,29041.026927189156,483.69690173788945,3934.268042967541,3019.602262364821,1180.378836272861,243.42273660640396,798.6574530019949,0.015800916974527353,0.008521256627417935,0.06223351790671349,0.01613511019082209,4.951354975074758e-07
823942.4391496658,728045.283772064,270899.0702706586,126206.537265508,59498.111907254526,15213.005731086889,30221.72368135498,4028.542631935352,3647.6110008805726,3053.683920710819,621.0257461483066,164.37517405002765,785.8553713841459,0.01659472866004615,0.006037602746036482,0.059311057969108946,0.013315425486803712,2.361948068790297e-06
752912.0113184319,723847.6557274297,328495.9083173462,126708.10879635831,61244.85401814601,15592.486637991937,28440.47031333146,1218.032428350423,3359.7372102101413,2883.9342695938626,638.7819240397487,265.2614985402139,1009.355719928258,0.024395269551649584,0.006263597975710564,0.09192116913953338,0.01244870004057707,3.5376506220517985e-06
748607.5732105102,727921.2621591244,215198.27572084017,128147.5096991035,59782.856783674135,16123.904052845215,29384.093545831685,817.6082899705772,3527.022783455957,2981.2752196273,706.4196261594559,190.55379391284234,817.2593221126125,0.012109939683801073,0.013252968677929071,0.04403764785265954,0.012249067353095253,1.952402381385133e-06
897431.2666407904,888795.9609579772,220596.46867952927,122461.5846208955,58043.91798811654,14013.943143268798,32244.81093252755,629.815254158809,3122.2023280247527,2581.050973136661,455.06679626063647,139.01321918385483,659.0321503714929,1.0000000549687498e-06,0.020026850797879716,0.03828689250527478,0.01799091965627739,5.977019786264843e-06
750006.5454491851,665596.0125579005,221764.0197193585,126191.0294160905,58539.576413205905,16547.865978989117,28190.00083324904,4287.242215109183,3347.031013710897,2630.6443433428985,781.9091636490906,129.70242209009652,789.6994500881956,0.0011776117971804279,0.010637871628500915,0.05133902529618635,0.016407064161044045,3.6480732828423494e-06
780822.6312179726,700566.8560529238,406225.0985481416,123929.11673224672,61653.27313149724,15728.088820755547,29084.244195914158,4727.816447941356,3148.9841500215603,2886.9608896882473,476.52204258495976,339.66323105083103,981.4966244978107,0.008553295872033892,0.009346614900825894,0.10799790638634,0.015455260262358052,5.396764654291689e-06
811593.7290288591,736123.9440300161,210293.36830171008,118270.0060687645,61127.590474086624,15160.274946955158,29380.27271706301,3654.6510490790656,3450.4196913274113,2832.8353909035072,134.16563473524008,270.20478233357744,799.6392200806054,0.004927401054946967,0.015195540351935617,0.049991131223638074,0.009826345778462024,3.6108219568909167e-06
829819.1860234602,818142.0055199857,486276.97151939874,118015.80776400927,58331.96389193399,14693.902603496656,30448.778801315955,1087.1303251303202,2756.7995772721856,2783.090961845384,127.17311424390341,132.71754342346568,773.0759055748427,0.0061661697062511235,0.0042773914324102,0.13383512770374933,0.012644199535321626,7.54302108360377e-06
788077.725198687,775143.545948412,411383.4841822429,123636.89345357167,61030.06539238815,16135.01668044638,28757.547004281816,793.0829886414925,3071.6920841453034,2891.256358850899,456.33923892435143,229.75561347614973,778.7471155266313,0.000923481452501723,0.0006540086094667328,0.134208006000216,0.010474353839354725,5.997625026221501e-06
671458.4090337596,668395.5769962424,234159.93851403188,132150.7420099145,62089.741775981165,16034.879898637437,28903.75916839777,100.04165151218714,3629.603309606396,3084.9134447213664,887.0058449332095,276.7292107072244,849.808666496821,0.042866944960014614,0.010735361728152782,0.04886848378353517,0.012460402600885915,1.000000001086173e-08
857809.8987454468,844529.9463611793,304788.0385200792,119017.54486521584,59427.700574073046,14500.195975177752,29717.461816761363,784.1361981437665,3123.135755439093,2788.144554569654,187.28403947721938,175.93697576569224,657.3759261778864,0.017793006184098445,0.00155778592773408,0.08392170252000687,0.013372229770212631,5.4989389448651686e-06
793606.6057015214,778084.5381706737,222695.08005222742,120807.89104505275,61333.40725479641,15036.107583192044,30101.846202572393,603.5517705403096,3761.8940973079475,2871.7006355962203,344.216146247365,244.58342208507653,875.6981339008181,0.014765850743439703,0.01378412902605532,0.05763790872573774,0.008647447818947863,2.723444298656871e-06
774463.1410084476,701522.191726269,457848.7687099983,121231.44737319497,60668.294819099545,15798.469958091571,27653.60557999662,4191.962155525622,2981.574478800341,2870.5450979811544,340.78457920266555,213.49577457914629,835.9640029184955,1.0000000396963843e-06,0.005771712538588836,0.13847814467842648,0.01624472996955135,5.762512124919572e-06
724603.1975857347,640720.4015000124,193692.14500721463,122219.48202075047,59810.75045610287,16336.656318459487,28827.230504549312,3613.104354049478,3492.9858029361985,2819.243199533403,450.34366888401183,198.8238971058248,734.3485451453405,0.008254471654491051,0.012535601190996849,0.03842114479568502,0.011855925300756166,2.4414846326088553e-06
740385.6223015595,689190.9886129507,352735.01971081604,126357.69136394668,61109.87049787094,15661.854102159918,28797.307206777063,1902.2244708342153,3492.841957180501,3034.241411323438,630.7791743134036,223.2403148042609,891.3092706746529,0.0349679659055323,0.000634427838213757,0.10465118365967775,0.012721407776072753,1.7409804359597853e-06
