T_NDH,T_ND,T_AWN,T_CV,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_H_N,p_H_N,p_H_WN
772817.7011582599,746639.8661702104,122418.3848571864,59998.471188150215,15963.464826865636,27487.103203113875,901.5569219427649,4057.6954544301984,2959.480871669009,471.4955523197732,187.9116509242484,812.2357068205513,1.15302181218582e-06,313270.4201383991,0.11920398398803608,0.009105931657097832
756436.6423660272,725454.0020079709,120268.08389444702,58762.95371239492,16186.370526942806,26788.85397169745,1546.590141968894,3166.853014693101,2899.964704104321,290.06739388835416,137.4833256326596,730.4295065403036,4.803079647031331e-06,440663.524392947,0.1620049723798021,0.0163128471428161
763427.5506595775,736773.8740871873,121737.03649929009,60341.22425885307,16201.561261582712,28434.49423083782,1279.303818168786,3488.397516005494,2780.407848253692,408.2755278068655,218.43796035193714,771.5460825035949,4.310685069968207e-06,337345.7433504013,0.11366340908773691,0.011722624568356437
764842.951325088,741986.546995427,122623.62290692239,60477.69370329646,16114.092170895137,26852.974294301544,1096.1934150014492,3275.581813215205,2947.8235700976106,387.3767680564471,197.90735637631528,856.2854620735328,3.745684586442726e-06,388673.8897311944,0.13139019909158936,0.012295585698386392
787659.880939062,762179.8110646677,128125.06968026291,61281.276490928976,16000.73031656951,26787.254822709936,1042.284285747122,3541.192262835463,2759.0497031593227,1072.4702297904992,272.0109084060944,830.4774487598512,1.836202428233344e-06,270835.1705702652,0.08285643170132687,0.014336931843505927
762580.9746135316,735985.1906393036,119699.64507072781,58600.52751945052,16524.113493429166,27283.066687575763,1234.3320229989627,3566.804593016651,2982.7762958377907,192.7430403297067,160.4688470966846,864.2070058345608,3.735168430674649e-06,335339.9442460063,0.10760435867323365,0.0090315399809033
740296.0986109701,727367.6334382648,120103.93450550936,62172.182002464964,16655.25031359968,26728.923905984033,582.3810405161972,3632.523727664123,2833.515719985209,378.34636763391603,340.2542825583491,990.9496889838164,3.8428133048642115e-06,378926.3147470127,0.1479421580892865,0.011076627472402989
785794.1075789846,735578.8217444068,126050.93839318381,60501.41427272276,16171.272018210697,27202.975276506506,1820.1399579039194,3821.10977196515,3085.0300179898195,792.8977005315056,205.05315255605714,767.3611470899384,2.0336284107620296e-06,396492.30822253943,0.14913317191471964,0.013356993020425468
760166.2374201181,730746.3054182311,130198.0400332286,60859.44996016419,16507.996152723335,27139.14684561448,1223.0034105414413,3383.629142802753,3037.9179412827625,1184.5606229512387,241.64325256087287,813.9635344502402,3.6477942554044943e-06,480390.13592470443,0.19999999999808551,0.012587478217708056
787284.436438167,765861.9218831784,122333.15504533178,61438.08744303417,16111.891093788214,27916.22876572365,1632.7636151739594,3230.3711606524926,2749.399123105505,367.9935125309644,248.09444351135824,875.5617307311103,5.5262409218234814e-06,264301.4567713213,0.05508263655825921,0.012648677008630921
810325.1765501383,757511.5658457734,116953.54649567185,59169.60650111953,15503.937400262792,27938.92687914477,2748.6143206314646,3535.5810870004757,2498.401267328254,114.01965950303945,152.90899045802027,911.8272970315307,4.779970344734085e-06,304760.58442091383,0.11701394479431874,0.019564398238827198
817150.0212626563,769698.878795078,125964.897216355,59613.936312415644,15456.625959143315,29050.688806046055,1878.4781493506655,3673.7621964669397,3036.621704821686,702.0589301998506,151.07853058757368,753.881327903389,2.8575445975083744e-06,426316.6023501076,0.15167725404784826,0.0135083475505784
773558.8506319409,730549.2160118266,119158.90365697471,57843.15449385381,16089.215725208793,27263.97796503391,2213.2335422427377,3141.444175819413,2741.8155427547526,191.174333966816,85.99912130285186,724.2407686853242,5.05536934909407e-06,349191.45713386306,0.14121847451447445,0.014526694168363304
762716.2796766387,743566.5130452235,123155.31349594308,63580.82421206497,16307.212370670106,26868.24172076038,846.8870656835106,3390.998143245379,2738.438204693126,441.32441797820223,346.55248872563567,909.4234606186634,3.989194020083707e-06,358211.14880111656,0.14220641534825657,0.011123285502348831
757274.9631813397,722021.7777012783,127083.99426353813,60739.95634632633,16257.693235008579,27011.231501472434,1369.7565547014945,3332.6062184530783,2905.2111918654896,842.92968952272,252.76016275314436,872.2864293809023,3.291770282812008e-06,436520.00686431106,0.16614315191808046,0.015420901429135754
785026.324652614,735788.096298978,125473.84707767404,58568.66847493439,16121.693263345307,29118.766117420757,1891.1860348252278,3612.667398320992,3044.3002994138574,650.9958654261044,143.6919335819878,674.2128055380012,2.250937517698467e-06,357531.6664201087,0.11724464098985707,0.012128892046095989
780422.4752382144,751124.66462019,124034.76133109618,60790.94006339234,15800.193040582833,27605.6914428944,1592.9336365398956,3116.056078543782,2851.4609846788944,573.0156755055901,225.9914750110099,671.2489348672726,5.164972185801906e-06,448922.81272451166,0.1490938843329232,0.0160919796684472
