ll,T_NH,T_OOA,T_LosUst,N_Anc,N_Vin,N_AMH,N_OOA,N_Los,p_HN,m_LosYor
-45.13392612276638,840409.924987497,58203.02299459363,46093.8942705826,15415.59414809431,2274.3421285377344,28403.45321626705,743.075983310901,1483.4234036319215,0.10693567056011984,5.485784875591447e-05
-44.080647405571796,830900.4819092529,54048.79710496297,46003.356285543305,15553.193335414833,2290.350529564148,28296.14153627777,499.28352304132386,1491.1332147282399,0.10513531355025663,5.1864269944232945e-05
-44.08533609831295,832608.4495175718,54011.55181024921,46003.804934977816,15532.857014577352,2283.2255292572872,28312.43125065247,497.53936851720556,1493.8052294184413,0.10598271120454078,5.144311313920454e-05
