ll,T_NDH,T_ND,T_AMH_Alt,p_AMH_Alt,N_Anc,N_Yor,N_ND,N_Den,N_Alt,model,T_Gho,T_Gho_Den,p_Gho_Den,N_Gho
-37.87544131620887,765715.7602653815,695462.2643588333,227561.10453906783,0.0600206272563589,16234.102706488708,27770.18737677689,2476.870573980248,3796.420626510984,2582.1838880798678,171,1159927.0624189582,522746.2067761249,0.0346724625971869,99999.99963242044
-36.11308015176411,799443.4990964215,719506.9318153288,247107.66395770363,0.0795321114753607,15827.094402402949,28403.967820743568,2813.159776279796,3667.8836113703896,2474.102409122572,172,2924234.568656994,176988.25987902208,0.0026770687280374,99999.99999995864
-37.22120928417189,795728.6750671299,701797.2157239087,256608.72401455115,0.0798233935783776,15873.6823549025,28351.770293435035,3344.2705619804856,3693.3293508549896,2543.0187415214,173,2911776.1652341364,228677.793413501,0.0030126847209284,99999.74921379086
-33.54347921865232,787721.3517054216,722085.5403167838,234503.07920200328,0.0812193030937259,16040.66938217766,27938.685670211235,2318.4593134330494,3594.6505319942817,2320.6623649146727,174,3775543.8815466,93178.7599217974,0.0011453246901716,8683.079303785411
-37.87358807942837,800971.776990706,648629.4110467064,226496.50358620187,0.0750679395716083,15823.72184596102,28350.667342684737,5701.011624916109,3337.8971221769925,2266.0569437253384,175,3999999.98184134,90000.0000000329,0.001081430253108,54053.36850205297
-33.32235664970959,784002.8041626472,714851.4200258118,253469.35385755287,0.0883353939217398,16112.119995087996,27786.105695750222,2437.1088060996367,3639.595009644661,2411.968348518847,176,3957251.615535993,90356.68915242076,0.0008885944832632,6405.505508770113
-35.5544690224678,747114.0521469169,685862.6420036855,233249.31749502767,0.0829527573891077,16667.988790237687,26789.906450169183,2234.1589125860646,3444.144396486966,2257.5039643404216,177,2263536.842043375,90019.14627415122,0.0025264806891078,10569.32703703194
-33.04005278687855,779444.1440902906,722021.687150179,250362.584905512,0.0868910509618936,16178.050882598578,27679.09100001563,2018.1387686685837,3637.4462977262097,2404.946519679274,178,3908575.3284264314,92047.48931381913,0.0009789603647959,7863.88229561272
-35.85843188803556,765595.2577635498,728199.0431362023,234153.00727821264,0.0662487835749862,16260.767998961175,27752.365625993058,1325.96680502373,3879.1707385839777,2564.9865889556786,179,3072247.755887638,377973.5059174819,0.0043050256820326,99999.99999986714
-33.04191441669107,770874.6601594039,746347.2489135532,248552.8145489653,0.0846845887836177,16300.923746072209,27463.552515182284,846.9430473266975,3637.7636042279823,2430.4943303425443,180,2183825.9430297106,101604.87267645758,0.0028245393955568,5925.691316177959
-34.06430178388261,791708.704086103,780452.8825032073,245863.7771570169,0.0837038473054886,15976.87503383074,28036.49902922258,376.5549678790524,3742.658557140376,2431.3064356429013,181,3999994.9107849593,102458.21244065766,0.0011194168933137,5782.824992881197
-39.636829061849184,779593.0517349753,654287.7885565403,225122.89426249583,0.0572321278810157,16016.48785229199,28246.442601539195,4678.594642294088,3787.351294385398,2555.14058709799,182,1882762.2883948465,650456.3170290751,0.0120985238794147,99999.99999999984
-37.37401170396993,769535.9855171981,664133.4060120322,271626.10247843905,0.0929846979430835,16331.456755419,27395.131092373613,3830.8714167887183,3320.9417229058995,2473.173087862862,183,1369711.8359285253,108870.38458806345,0.0063376825364901,99823.25470774458
-36.79020147375636,779734.3755667643,710126.3202188355,237852.1817817071,0.0702193085622421,16079.825442852622,28045.071297056493,2476.3501381770834,3778.3512822619073,2520.7666184184204,184,1786606.826197571,336776.1288910734,0.0093788551756563,99999.99999999788
-38.7012538628314,763505.1558710323,703576.466408535,252283.0526288644,0.0840915564655161,16394.24232228039,27375.908105682312,1990.492549629652,3578.406762226805,2454.6198466232795,185,869802.3916813268,417317.515392414,0.0583168346091321,99999.99999999984
-35.92385279156941,783339.8549999531,688938.1876693312,276748.8770452938,0.1012800787064051,16166.314600737183,27626.34232642217,3311.852483040938,3414.810629120806,2460.791452840494,186,924751.6105959328,92086.46752716084,0.0078696977539513,47806.59032358223
-33.30285726305152,760031.753108454,715362.662218564,249477.8576204334,0.0875861843288073,16476.37943141787,27135.566674763475,1581.993437224939,3612.424467188788,2382.2613281514678,187,3379801.846330334,92176.4125017166,0.0012344966744911,7095.049964549578
-34.93384979679689,750050.7382187868,724981.9270532201,243564.9158205147,0.0805320159152419,16591.17853436237,27008.448008224223,880.2961781328686,3547.526327020796,2426.230290022239,188,1561302.4729382815,176520.92659294244,0.0079059025299523,99999.99999997372
-32.826129596168045,768397.0400757068,728726.8694444943,248303.59719542012,0.086758274307047,16346.608197554997,27370.88480839269,1390.0557282676102,3653.64572684031,2389.2503485666666,189,3999995.926908296,93176.93763150425,0.0009499373548287,6789.423584957222
-32.864646567312626,767425.7638728912,729647.7236284589,246757.602139347,0.0859806878769798,16359.45150811202,27352.81663764836,1323.347223598911,3636.87964226762,2384.844748625792,190,3397672.837359383,93613.4460392676,0.0012847412041633,7296.958607056912
-37.37773253357656,777661.8627347413,707135.9616310877,245728.8574596101,0.0718796599164091,16111.973941138249,27979.051756321685,2450.448797503049,3596.303531655291,2563.872427683404,191,1134338.3454763188,352170.92989306094,0.0283227500654636,99999.99999894555
-33.56121994020706,798199.3452519114,748404.0364273535,245289.80593734543,0.0841045566896495,15881.995564023193,28202.329428790425,1712.7128543430767,3683.676222485504,2405.8263364404106,192,3999999.999986527,94837.84456114468,0.001011945561992,5863.278476181677
-38.18662334307197,777504.9826177951,695778.1865193543,225126.9393472814,0.0580745900478095,16042.614922638291,28189.65859817434,2975.4322658363008,3910.026874991688,2595.436977804381,193,2342820.6919605,591879.8977365092,0.0080199978920294,99999.99999985224
-33.339887598069645,787497.3657992359,717909.9937328241,246456.3124885217,0.0861566042935845,16053.046770429804,27896.640969953354,2449.1676839119978,3611.264097677841,2372.0044654568114,194,3999999.9896191824,90859.28038518688,0.0009570660933969,7582.772557111455
-36.35756711816941,773841.7653043899,703033.4047822283,233703.58828960903,0.0721193062249994,16192.79813270391,27813.24240911096,2549.6070079656365,3609.428339528984,2439.86143143,195,2130324.87929421,224761.8552556819,0.005824026663722,99999.56893164858
-38.63172395684581,783020.1837331542,684700.5251901046,229423.36307870003,0.0597049759385732,15968.157036023546,28311.705052981357,3598.719586908507,3889.1902993478993,2590.882278972713,196,2284418.006989833,627890.6698272745,0.0081140643756952,33893.766455816
-38.2138205284883,766517.1168052912,690825.0152120144,223236.59814409656,0.0564527458131899,16211.018304949666,27891.76237752837,2655.053704035559,3794.444260068239,2607.019859653111,197,1104071.89538575,549104.9219574102,0.0435742842570927,99999.99999999364
-33.179206355758694,779834.6202157093,717284.9848363546,251901.48704630585,0.0876508537224292,16171.490391545542,27684.4259033604,2202.049635410539,3608.314633179362,2407.434168894285,198,3567091.7684812434,90798.54136452232,0.0011425295965967,6809.2320908035945
-33.26927287754724,759418.8416442303,716213.3577873226,250507.486630884,0.0887357073453352,16489.78479964794,27104.93502455472,1527.845896774794,3634.810452783031,2378.680410480434,199,3999999.999999501,90678.85940838646,0.0008947928528317,6434.752359243474
-33.55302395537326,789021.004211776,715564.6652574921,253651.18928958493,0.0865626455821281,16026.022530977249,27950.297224373287,2586.7736474568555,3583.910429558735,2436.27022264539,200,3103092.4270710954,91776.49874670716,0.0014826729643149,7406.878415446404
-32.9780931562792,770832.2887929181,725665.6303520891,252665.4932205458,0.0886394518636954,16316.3758349542,27430.37271435048,1583.36872846552,3676.9054602931496,2415.6515357135463,201,3999999.9996158793,92855.53029795724,0.0008860591834189,5686.336740527001
-33.19065374668984,784999.2782569347,750763.6368613101,244117.28324365136,0.0830380886233614,16078.422568756976,27864.75257386132,1177.23298370296,3627.39050030601,2408.7959799872383,202,2499918.9552706825,100193.0618181829,0.0024069248130841,6509.592906591662
-40.25814674502272,726183.9477032361,686389.41972315,221347.53312728656,0.0554600255225914,16821.36792604691,26744.580433708958,1459.4730084999635,3908.243085209922,2599.2099960245478,203,1515467.9604448702,686386.4567623404,0.0190185154337568,99999.99999877009
-38.60350437890237,761051.0894649914,682532.2854628394,220173.69445755845,0.0541742251061113,16282.777885710031,27769.866342326462,2823.9862589742465,3848.773554401384,2611.685184291403,204,1246322.4786460025,620225.4356207256,0.0317857789781634,99999.99999999984
-38.098527457322405,794343.7321781996,705686.5707591303,249492.2183707802,0.082691574348381,15915.536562461928,28217.456327210573,3089.399182057434,3278.899450820944,2440.2942340591626,205,1190307.762968465,178268.63982477703,0.0155630675116099,99999.9999999867
-39.388936594388326,774022.4229479266,657250.593455708,222362.797735126,0.0523259460657007,16080.141935940548,28165.520664193093,3582.9753884047227,3772.4429956967015,2651.5496674242936,206,881347.8618855682,657250.1740528739,0.1529677864003288,1297.3585644807772
-38.77537869528179,756542.8587117348,685614.7123627451,247968.62289002503,0.072390364819223,16435.10521331543,27379.949980547488,2231.5178411916263,3690.3621152097776,2563.006615636616,207,851356.5397219541,570144.2668980064,0.1138171142591918,99999.99999999984
-38.8893736787415,763161.545069701,661288.6353662243,270454.91761458595,0.1033251620434537,16488.97422848145,27012.31431085168,3631.942093107617,3078.558129233041,2361.946838504647,208,767248.323912522,90925.85940154588,0.0127925258493891,99999.9999994307
-33.0644389658308,780276.6811492136,721198.5808378817,249255.54248721412,0.0866002166217504,16163.743730610924,27701.500050078103,2077.3486132634407,3626.481769248032,2396.5121098887007,209,3936296.853094913,91889.42720377048,0.0009764527297488,7332.699572974289
-34.23017833223807,781073.6323132783,750815.7479842142,237819.6281516343,0.0751274860344942,16093.05637553116,27944.49752006258,1042.0373925479637,3625.3883861570944,2465.548849028525,210,1855252.3300648085,189954.8442730148,0.0068472775749902,99999.99999983732
-32.986664418553566,756440.7592605131,736459.8393047123,247810.8795707353,0.086678026751401,16527.75769211772,27040.731978309646,696.1075004157182,3656.7240522215,2389.02937962032,211,3422008.1807947163,95481.44475367435,0.001283671306948,6534.591909020841
-33.158453759494684,758081.7795082029,723045.6725601902,245308.6966780239,0.0863939982371906,16504.152198619606,27082.069389465905,1235.511133074004,3627.541868833844,2360.2896827782283,212,3528791.6486535594,92710.79648583585,0.0011749003551674,6560.784654076027
-37.30868941019671,729021.4386944957,712317.4625705666,246811.52598007812,0.0786807411343579,16890.34754324676,26491.54469229172,583.4840379609907,3549.1072545962998,2475.885893736121,213,1121935.5579099914,290307.22787649074,0.0216964961618478,99999.99999923458
-34.368857836932804,772875.0366356551,691760.6622473536,246240.72688122155,0.0864673279697531,16279.105972932995,27486.521365217457,2910.969197334284,3439.5907015084404,2346.827719403598,214,1790761.7957675173,91073.630144366,0.003619938936588,8955.935256233954
-34.70668245695273,794811.745368525,774692.7759690027,244423.27208697065,0.0831547055062086,15931.869600294654,28105.84509579141,674.6840944630947,3604.492226334866,2421.669905221466,215,1632482.94314576,104372.63544463612,0.004950602920694,4263.647171193826
-38.342625919364494,782175.8064062053,694345.8386420928,235655.81707026224,0.0647166753550248,16006.013025418184,28205.84004552202,3062.2957831222966,3724.251628506665,2574.1580443977587,216,1113943.7000526756,471886.8198175641,0.0370219466745838,99999.99999990374
-37.073091985906814,764731.2844105468,717294.9603545552,235583.2817418878,0.0653702555887617,16276.445858121093,27710.73786672589,1575.28175565299,3754.290414706664,2587.321191682145,217,965976.274495411,510565.7645250624,0.0623977989323302,99999.98968066192
-35.94017015026006,773693.5017985624,668903.7874581619,233350.15118935585,0.0822134233040142,16270.41843961793,27513.20661796077,3858.3526360344113,3455.4119715970637,2257.1553258664485,218,1838754.5614097775,90000.00000000189,0.0030101079287053,40398.31385800008
-34.48636682032662,777082.4491658715,709459.2935501118,254242.87623776903,0.0905148987398113,16232.1464865477,27545.23821395194,2378.5891935215245,3470.2329474406574,2388.4570130231677,219,1246484.9495364227,93812.69778262278,0.0058892537350342,7308.991495227045
-33.37355619738695,787326.8680158921,716242.983829155,249233.6195715588,0.0861236425764948,16054.13869396326,27898.046220621494,2505.82480860689,3602.069145355716,2399.5211048178494,220,3649733.92324979,91136.24168072424,0.0011152006482508,7264.626765416153
-33.06142616649497,781479.098433104,732041.2008040532,248120.4461249069,0.0847211735548186,16137.721426006294,27754.2906281222,1726.1341202868214,3616.945717829025,2415.7042933922257,221,2899474.760988652,95365.28380187812,0.0017353603987778,6755.3294894861865
-33.09580105115104,781361.7080750235,723714.8088076303,249945.19340473672,0.0862427428727077,16144.94613225242,27737.77825736813,2022.9930268598928,3620.681700921927,2409.793472654452,222,3376177.221930678,92813.76507847937,0.0012840379998845,7043.843695404954
-33.28306461100413,769912.4446510463,738968.7273183141,248352.7961158743,0.0862264349345567,16321.380001492866,27409.94808736395,1071.6086020359649,3574.96081244615,2401.298598687435,223,1763373.0600153168,98482.75735260478,0.0038935606330908,5283.478305948375
-32.90618903398247,768954.8637064784,735187.0556500625,243768.40467118032,0.0837938407943385,16327.914001515106,27413.833374682825,1179.6592502737496,3602.616782164325,2386.666862504619,224,2790449.110809789,95733.57871714576,0.0019187612688028,6713.128537292659
-33.44089959518964,752068.3303701758,729393.998745817,246261.45636675117,0.0858634431178886,16593.728419034094,26919.67140709393,795.1546594740803,3595.840772509888,2380.5343308827173,225,2274506.232813581,95502.3401766358,0.0025043681949671,5821.470380537738
-39.26931517597023,754384.4693282153,672921.0242849301,225550.49875835635,0.0523544973786235,16378.264566860507,27615.37408005606,2885.169917630636,3844.616057107805,2684.967691617899,226,1075801.1277391112,672921.0242816309,0.0514001118764001,99999.99999999984
-38.243783085031,772578.1435926354,688604.1545496095,233724.5874828544,0.064957227042711,16160.722617538191,27916.638072067173,2403.265776160411,3766.8588679538702,2561.937162130136,227,846460.0423662026,642081.1951399571,0.1737475005297755,99999.99999871412
-37.38679980481834,757941.5740303125,706022.6609739912,235642.57167176876,0.0659354971489334,16383.398808639056,27514.28221044294,1758.7520624994536,3719.971753770859,2567.427603221501,228,982932.5166747632,491661.5311860005,0.0550151609544858,99999.99999999984
-38.622384520126005,789705.6997779469,687215.9937729007,232659.8724022388,0.0616392219233346,15870.804523070276,28479.72752728365,3735.487173872015,3866.704251464047,2588.604871026026,229,2464583.161349122,547784.4385900346,0.006849182967967,97480.10943728156
-40.472679084252135,766247.9793412306,639059.5091738964,214037.58282783197,0.0525600956376594,16203.561722454026,27920.445200501443,4288.267004235071,3678.273192570579,2531.6140203643363,230,927789.442992726,639059.5088729691,0.1007855305852359,99999.99999715092
-32.896497041935966,765058.1961084974,747938.1272761932,242110.99773154635,0.0834672828323161,16387.30491890236,27303.795489395503,591.8051305956445,3647.422548589882,2379.7709672268807,231,2874637.525747218,99251.97801826366,0.0018545926512451,6343.875757360673
-33.07656813390929,777301.0428462009,764393.2771544654,248254.25163505835,0.0855794482769232,16204.935756788696,27623.283716299866,438.208138454676,3732.3506840586,2422.356541469457,232,3966531.346599368,98648.29192246815,0.0010421227254081,5335.208057460601
-33.99182686822278,792147.3330142047,718057.8995851056,240193.56922404547,0.085600644797279,15981.51730275094,27990.855858926585,2607.4078351258504,3634.6877055782425,2302.7527505109497,233,3996009.396605383,91136.31756435789,0.0008855284356625,4366.357360839491
-36.57681611605037,778643.1327498012,698013.7064615816,274058.97147319367,0.1016694064895619,16251.364840060198,27473.045382137265,2820.779657326468,3548.560059591201,2444.2497892507536,234,801785.8713577397,103698.8131495962,0.0080631769977918,99956.6846079148
-37.51208225285802,783001.5556621465,709555.0075659765,266437.0277586656,0.0975283790255756,16156.516870234773,27709.44705983144,2514.5652930691645,3401.5906368613046,2429.8377562657383,235,918303.2563627098,187233.60313931067,0.0182541613191239,99999.89780706448
-33.090334996480514,779627.0575919921,719340.2993186053,248038.78055788865,0.0862036484979056,16173.324830002151,27684.221968213667,2124.5692042232963,3618.092303278397,2388.246000223118,236,3999993.3573921714,91145.71608302947,0.0009501013444076,7230.426244883476
-34.85715453039249,812055.4098560428,720953.595387288,249415.49794781685,0.0841869044191018,15671.15507119593,28572.179638474223,3192.0680900367265,3634.5215260729306,2432.998073834795,237,3999960.869573407,91559.96074462742,0.0009293365079195,6401.493714935044
-33.1371524038161,774587.5833246856,718451.2128471092,246334.794917668,0.0856042031149676,16248.613120401242,27552.269497630125,1981.7624334887385,3596.378672273101,2378.610927578182,238,3099319.7810733146,92605.423886618,0.0014873301181374,7359.314925982865
-34.30163150611406,782925.9868576261,727379.103700834,243944.97448045417,0.0817602413423982,16099.180457834402,27877.384249162813,1947.6413658726465,3625.951470356281,2414.5227480524622,239,2568236.1919122306,133585.79148128288,0.0027413993474591,99999.99999683598
-34.69954861980558,780353.6979737565,713010.273351061,264455.6546016608,0.0932755288023753,16187.415938652932,27626.4214087181,2349.695650430379,3452.935977997789,2453.560667844868,240,1157440.21603189,95991.75235786509,0.0067953315093877,9241.962542470406
-35.43176031331871,767820.6081248916,744761.6629824555,212003.19206868095,0.0626267424166207,16242.607963014729,27802.954093403067,808.1509780584237,3743.1253395783374,2413.8457300732857,241,2339184.61382639,266043.38353534875,0.0065948259147075,99999.99957777084
-32.85160414607445,776282.879853387,735991.8633231175,247261.4230718648,0.0850041779063584,16218.922506549,27606.88375593729,1403.508360235059,3638.001801297354,2406.4921541400063,242,3141405.147202969,95381.7072057329,0.0015127303115882,6619.9004629428455
-33.55798950535494,759025.8584562587,711800.1345575639,239292.058722434,0.0851636236410581,16490.15278314825,27114.57839897205,1683.0631151666244,3597.23829400758,2308.0062555032614,243,3999929.595343304,92184.41216252778,0.0009676445695042,9402.973025160443
-32.95618185016631,779941.0012191185,740532.2130721329,249516.1183799568,0.0854138771019336,16162.30904671178,27709.6978667766,1365.080530912598,3639.236158088072,2425.5790622058025,244,2802831.8999473043,96946.70306620748,0.0018534287901027,6307.625213153046
-36.178520481901685,747167.3001072268,710874.7575916479,247798.0653934241,0.078324946962337,16615.55751541343,27007.635454672178,1283.8238272994531,3566.131390620244,2488.473427235874,245,1385641.276824116,245521.2394026079,0.0126042193160116,99999.99999897488
-36.160348964572734,781579.0907129507,751276.8378156598,236272.63178828268,0.0645742781956771,16025.015911396067,28157.76282430763,1027.1247053223449,3603.942608564448,2627.565147567368,246,1192397.9485213133,325822.799941269,0.0271023749700507,99999.99999991388
-37.21120101557675,773404.3887071168,695992.8337863008,266585.6383184159,0.0942639605938332,16290.064494325206,27490.095944109657,2709.485802768316,3407.4948555018464,2454.2456027954863,247,1000793.3343748612,167806.1199094106,0.0137279041606161,99999.98818626053
-35.534302319117515,786281.5236170181,676944.2372385832,262719.5391702972,0.0933101896862865,16095.506919522408,27786.40631619847,3912.936383071064,3401.555190634952,2410.7159472025696,248,1265635.8053123364,90005.99511544668,0.0053852166469266,16717.9856568263
-35.37314512832948,776425.8813832786,742965.4986329963,249919.27609057727,0.0762770062188514,16161.303365684904,27834.084464114752,1142.949178157823,3615.247912842436,2561.846579828224,249,1196390.107151207,277940.75296903896,0.0191513451298061,99999.99999999984
-36.17800573973463,791451.7715251253,666833.9335878772,263023.4382423036,0.0910399292008286,16001.144973157492,27970.85484123339,4487.572765569581,3310.804820845389,2422.537606821147,250,1445876.9183082294,90000.07075614747,0.0052411245258564,32954.60236780747
-40.007990188189936,790411.377770126,659290.3843419737,221627.8627945235,0.0528431342937311,15831.06634822176,28600.651064880047,4638.05218378654,3776.305985244616,2618.6032038635394,251,1095255.0947764495,647566.6022880791,0.0518050349432585,99999.99999999913
-38.927838400803125,782060.0661878352,695198.7380752864,209569.83200230903,0.0497821512549763,15941.858999865946,28422.78141218441,3080.6229771388907,3830.2068704676767,2627.8042727638194,252,1239405.3384883974,567363.6665883072,0.0352961652400952,99999.99999987266
-34.093427190017145,762603.9338216044,741334.332699547,241493.72829306687,0.0778001775727836,16385.972738699733,27402.56875233912,737.677374292604,3598.314810386114,2455.839377059714,253,1736681.457827581,184839.78491228315,0.0072271701399563,99999.99999979396
-34.4482285093889,760896.7488943711,757374.0870834399,240254.15655090945,0.0765559567625293,16408.273179166437,27365.3666468668,120.83620903453532,3721.26463801644,2471.160546910299,254,2692218.760932666,184565.7944816126,0.003426197387076,99951.30735324087
-32.822461882185735,776011.3662028416,731273.9931089325,247990.70700254128,0.0860385286434536,16227.26765953976,27590.815935970026,1563.1708655241855,3644.297230581127,2397.5227543501264,255,3999875.009226449,93245.71305668006,0.0009856759047123,7172.135530760691
-33.17136396810589,790106.452734031,749664.929466737,245395.3669448276,0.0836967801947425,16002.166805721938,28001.6407211798,1392.043093768946,3675.947196310945,2412.528487565943,256,3744712.9057342,100265.67852993912,0.0012057408191255,7777.407497895459
-36.95385136390338,757165.6207716783,704824.7336053874,235893.0514550528,0.0736051272621862,16438.89898870538,27378.189728401383,1888.551012582444,3781.452336446807,2442.153800825045,257,3999989.323863069,297053.863283174,0.0021702278686484,99999.99999929553
-42.994788367172,767481.282620815,650257.763563777,304509.83993935667,0.1022790559568553,16366.917734096658,27385.968868401545,3970.131287021355,3594.960825118273,2629.674238780583,258,847274.1576982777,474315.8256380934,0.054635938980248,99999.99999999984
-38.01194880298248,801576.7527870735,708989.9089899918,228083.3728945203,0.0684502671336322,15744.88095285786,28624.961950511093,3273.134462328811,3569.649105529604,2447.589998463046,259,1508558.5055939918,269565.5808200992,0.0134460952527683,99999.99999999984
-36.519819453715705,770843.1068917959,701431.9302736346,236952.5117331001,0.0752633950893954,16242.412695064371,27716.67013554102,2498.0660140865243,3660.5914883311593,2423.383772765469,260,2912665.5161256306,234695.2706100439,0.0034369652776969,99999.99976916138
-34.832871591804874,775371.7388400391,732739.0088174903,239116.59320288643,0.0734199298524038,16164.246155043587,27858.23533445203,1497.5843171064653,3754.542505568616,2495.8071475990764,261,2572633.935381738,251619.08212704628,0.0043704821611127,99235.3803996137
-37.03887605962908,767236.027864172,698299.1269285678,227032.38049338484,0.0660762348425586,16249.646792241829,27756.84289173114,2492.973583770685,3586.323657541593,2469.494625568344,262,1962801.3803027968,277301.49236815627,0.0087471233416556,99999.99999999984
-37.64946933938109,794785.166018902,681676.6532406828,248310.2789526608,0.081046875730291,15909.229967903844,28245.52817062343,4086.911808380531,3534.6807365959035,2433.670152332398,263,2226273.5987711754,164583.96698647484,0.0038338495670213,99999.99999999984
-32.706888498195504,772598.7913342621,737215.4139697069,248257.16450500372,0.0866335637708668,16281.37121481648,27489.51903580953,1230.2439189883903,3673.245054587527,2395.371571299788,264,3999999.293977159,94662.7607269671,0.0009722679768392,6579.736728206867
-36.06920506854658,754080.9578306838,669455.1518261206,273389.84364249033,0.0936267186908318,16574.926600144685,26955.056125790383,3086.165033822053,3478.03937715324,2491.3550115975777,265,2159562.961755617,90000.00000020812,0.0022721736791485,25941.99059810136
-32.86406122057802,762333.5715609224,730834.6994337742,248162.928199762,0.0868046967943579,16439.58115414759,27198.448132449263,1103.0920262131451,3659.8415872082783,2387.663645526895,266,3999999.997569218,92929.56657257365,0.0009423493664416,5997.650376848149
-33.23093912111092,777982.7191867522,765161.536863974,244372.6117022881,0.0836601996405528,16188.41842191527,27657.99996156243,435.4987451589479,3690.7213293747714,2409.287691286725,267,3033888.802561876,100020.63724381714,0.0017211559968386,5148.612865007617
-37.240339440886366,778489.3738403993,712105.3522262326,232894.32103070756,0.0661669073270924,16063.664609731848,28106.45819244809,2382.569079466796,3903.0996393443465,2540.8765588240067,268,3803881.900803523,440716.3097334141,0.0029628949689013,99999.99999946836
-37.68566193906101,783539.5392178542,717519.3864685392,230721.3091595372,0.0621341782800314,15973.585000366063,28277.702023663296,2240.281861389446,3747.605179349301,2597.817724802499,269,1067567.8196032655,476829.3274074567,0.0458154971456377,99999.96955681073
-35.809567752663675,788514.7526396249,726469.5625269894,238858.9100419552,0.0717775507721866,15954.96853227767,28243.77937903217,2174.446140850864,3658.942675817573,2514.4802544577674,270,1771662.660987503,256373.53835963955,0.0090814488084425,99995.9881279648
-38.51289724761,772741.5018070766,689829.6326503447,224493.7624018859,0.0573552049641991,16119.028127206404,28018.47211784141,2964.128140228143,3886.5925205013614,2585.779829834368,271,1263548.509426375,640786.3926764868,0.0286746556664901,99066.73442112656
-38.54320973219775,757111.2764634188,696430.8606558202,258729.4558496512,0.0828014020421016,16473.438488005926,27262.50655291296,2063.1527970457014,3552.2650452397816,2521.9140588967443,272,922822.6655336346,387433.9300155209,0.0460047378137403,99999.99999278696
-38.56351123115668,780866.0085136523,693838.4008687444,246273.96751800732,0.0696597507346303,16048.883784684296,28085.158801579804,2353.586124825435,3717.416979109988,2600.501986547444,273,838598.2132612716,626129.2637914394,0.1999998119190146,63973.84151313558
-36.34351587859327,787596.1983500725,751060.5279668118,235587.82663517343,0.0632040430967753,15904.46636096463,28418.16884314369,1269.3309686706664,3955.946829725234,2654.774656826242,274,3144746.346387301,407320.0141778362,0.0044829469446287,99999.9999999986
-33.831885868806246,762609.3035986121,698609.467894365,243301.95421383495,0.0861451647754799,16436.399564671356,27211.540958887847,2298.9086324843056,3553.216466444988,2328.2128652647752,275,3653617.488233207,90000.00175895105,0.001096644518377,9627.02405341764
-33.493436542039525,785560.3247953525,709766.4799487764,248891.80103933028,0.0859934291231409,16081.280831524073,27851.513933846585,2685.716135603611,3577.339558662069,2393.550444983376,276,3317303.140331236,90660.5899032602,0.0013023934025601,7720.396371623785
-33.48028128174515,759106.733290424,710148.7098789326,247360.5785073997,0.0867679408553108,16491.465600191776,27114.432947065558,1744.8235686424518,3608.737229093795,2370.238442129309,277,3999970.973196471,91299.23370529644,0.0009217358305281,8484.011302296096
-33.76211354982589,778190.2167630631,698032.8270520314,249816.62679363484,0.0864599695765417,16191.766648205654,27657.211891193987,2867.445729967248,3517.8361836840754,2387.130319812818,278,3999999.999999999,90000.00960117778,0.0010045230375059,9564.763891660645
-33.055036100848824,761698.146109176,734669.3059187653,245358.00639069543,0.0854361001090155,16443.99679858437,27193.4342722037,942.8971121196582,3604.514414633849,2379.043056685141,279,2385662.796076624,96312.30119850958,0.0023832420029583,5799.862897291497
-39.05833090812875,773812.1913120064,678891.7786179943,266106.06089379074,0.0792390169417393,16186.523338115212,27809.9766175068,3418.7008538092737,3762.902168140895,2604.994517931665,280,1615711.8558254093,407309.7568366386,0.0102872508173808,99999.99999999984
-39.17827096665612,775400.1785391035,667898.9612384345,231856.9875759525,0.0591531172148555,16088.744575954795,28089.0432287652,3742.788698324067,3812.5522567998514,2603.6717731072,281,1024777.8709898554,655660.231203679,0.0575793234515557,99999.99999942146
-35.13336285869482,788651.6264524983,750987.5622255406,239552.7893380256,0.0723688460213385,15957.94436913597,28226.58628401545,1288.0275614130392,3623.2409581103,2528.9203196048984,282,1495971.9374501524,246048.4967479386,0.0126722404381986,99993.41476321276
-42.9299315830197,786384.8401505223,612270.0257408929,208712.71270417137,0.0532780920050554,15903.58042677228,28470.456697077792,6574.7442332602,3602.45432984756,2417.1895707949298,283,1343571.2363863336,612270.0257408788,0.0266948140097526,99999.99994333155
-39.95106023560491,808787.8877694537,681595.364169237,239086.44880771707,0.0709816433526043,15627.43408027448,28834.60460818317,4617.076491812277,3842.146116255484,2492.8031135973933,284,3999999.95916147,465393.18392146734,0.0022951950227544,99999.99888105136
-38.54116712828551,778904.0836248653,661602.5141376747,272726.2500397978,0.0982364071534348,16215.402644224694,27534.285485002445,4195.10964091389,3075.084077319131,2427.198123010416,285,968711.8084227524,90000.00000000413,0.0104262750413099,34199.98589877581
-33.61571621881487,795100.8440179258,740431.6819247089,236511.09117959152,0.0808704995332053,15921.145710147006,28145.6372014228,1899.9750055073887,3613.220746733179,2355.3079660498447,286,3412824.4118240853,95788.79320773654,0.0014335286789312,7140.453132926591
-39.51469266024058,731837.4499810014,675343.4527569856,233376.01208495817,0.0608942452483584,16761.30662795503,26836.089695717623,1582.0664519238858,3799.4994069531326,2620.0320676680462,287,806318.0467698683,675342.9661316471,0.1999999999996889,99999.9999997634
