ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-166.77861608599727,725170.9595961133,709479.093592146,121348.35016509151,84344.5980400295,16974.862993124883,26505.45697021159,616.1066888615389,3853.052207879408,2753.51153282968,393.1316544835502,188.80406238930857,1506.0043171354798,1.8276543053736083e-05,208937.54513326343,0.0786936860191832
-200.7545339557554,711221.720483367,689492.5327555797,119671.59498493448,85631.7070663872,17124.221783919456,25511.27557622603,931.23012308953,3629.6907615826967,2699.9965828877225,273.6940511363197,233.0278683433875,1666.43393701018,3.2407494249530595e-05,210725.5480294955,0.0835870844042769
-188.0837069661355,662854.6570462949,649737.2299767346,122425.74243176763,84951.74066604847,17841.658267442624,24278.34383357268,575.101105977995,3707.1288430038658,2796.409358778295,531.2074542775285,239.8083801154585,1702.718650966481,1.5628628948435674e-05,178280.3694631694,0.0563158163670646
-216.27136284528663,653546.0226897398,639356.7122969354,120687.89775901788,82658.04204846942,17996.713304500037,24011.60261029423,577.6814210392346,3625.512581294444,2661.049925405784,360.7982867773886,112.5488373362424,1337.533801760816,1.609839363253172e-05,194188.95757342209,0.0713063944466295
-186.1456354774,690131.9501504115,672546.8649604499,141307.243466511,103253.1762165487,17098.789722278074,25504.349863645148,723.5779941533494,3551.8264544126678,2393.352237670574,1449.5914366297834,1161.67421856866,2190.1272546356204,6.352315732781252e-06,225408.8465851516,0.0823297748758677
-198.47701941594872,730268.6226276148,713250.8016376629,128675.35571385465,89206.41527343327,16741.30470823861,26984.48773990744,685.2210741885505,3649.9815818592615,2827.123950286233,579.4948982604218,376.321662149387,1668.0074636979668,1.5688420842863036e-05,230014.0037408592,0.0740279354415704
-217.31941166794675,721256.2550800736,706812.5365093851,122602.45769555538,88949.25005768283,16778.44779881991,26604.52337212466,582.374508940718,3669.431031478095,2597.485830240408,381.2860894501644,362.315058472828,1562.3352394442936,2.2156316017009083e-05,224518.5609652493,0.0833720551894063
-252.68791368967305,693746.9417611709,671503.8662841301,128271.4438649793,88196.24666313051,17292.22927410545,25729.39447496665,909.9986113736524,3718.03508235606,2755.4877194406813,574.1836178226961,367.7419982010897,1496.162281292619,7.100976511677229e-06,229248.1449536723,0.0775158175270461
-225.1283313051104,715593.6229856331,702261.8906271969,124848.94506554194,86276.85279387845,16835.597211594235,25704.512005987068,589.6386790677674,3826.917822917044,2625.687523815768,534.187442300211,301.26932933776936,1665.7870938432757,1.732432306217675e-05,216433.5269244928,0.0839127927786038
-368.0901785087537,723384.6992981465,706320.4409864362,123571.11387582366,87163.88819147076,17350.69464379424,25807.211427547543,661.787975172756,3394.5014293255704,2721.095676914939,357.4046649411536,382.1656952395899,1546.5674344421234,3.073799892697992e-05,227810.2874623892,0.091402360232385
-210.3204939228221,723772.5560721657,707944.5540585922,118696.05438240948,81826.48314730763,16903.460904691256,26427.8003033164,608.1222786381682,3833.287287860994,2749.590877193237,255.33067805898196,71.04622161185996,1181.1039289054045,3.0107037856989365e-05,212892.1706396025,0.0789142526508196
