ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-276.98588729532986,767246.4950429292,547440.5118902911,134632.94139081577,84225.88680184653,15662.652694453893,28454.6847931333,11123.025693537707,2993.953893752299,3395.640478468734,846.5037910265227,190.58805174808532,1586.893234922803,6.936457384320671e-06
-403.7708763244233,720867.1876731227,525456.1282339065,131468.94282984931,84800.21834348961,17026.314779713255,27242.00595770431,10200.902296350829,2824.282459393383,3376.567285338669,723.7261402625993,187.84076136974696,1367.6888750013718,1.587810575059871e-05
-364.2846216442511,784248.7930258609,563505.0648682485,139954.73543632994,85581.37964109091,15398.377990946909,28316.96966479346,10915.82427840228,2991.5896880498267,3533.451400646736,1006.1626275081576,228.14727246993695,1428.66941448461,6.417122494587132e-06
-391.4963316684849,814055.9448834085,512253.4987356763,130220.24410030663,84822.6587222119,15408.52251912507,27944.675629251557,15440.784680309836,2789.17463582708,3354.5206309604027,663.8021605905057,207.21978523412824,1326.7493797684006,1.3269395873309058e-05
-485.2957176032911,794805.4810055395,555569.0201049783,137079.5083010796,84941.53071280434,15354.393333279058,28796.03839746713,11474.109574743345,3198.874054403288,3516.6731129673235,1166.2566350939833,198.6773370542372,1485.3672179707091,7.853751844352132e-06
-424.9001617850961,770965.5557658747,532640.9096411357,118681.03662244637,83845.62016887034,15761.658893704744,27986.057727886266,12553.51629686147,2755.5667074943613,3461.8697424984234,226.7194126367403,148.29090352726556,1485.2446218151472,4.890923658929639e-05
-358.0664352558016,748343.0346448667,542963.2536581305,134547.7531938327,83894.43550046474,16232.137632049657,28592.15047628547,10107.137600015503,3137.8919317789787,3464.261787147669,966.9625413265125,168.61692384789094,1362.3454143375316,1.0667876962437132e-05
-349.92048629863586,760117.725693799,543816.7361243246,133816.4619460732,85936.88613274528,15950.938425990307,27290.96260153609,11301.32986749738,2926.1648282094743,3442.059565438368,830.9155469796101,231.7573218166128,1596.8253626152998,9.39233822051892e-06
-340.3375237410164,783697.4891661383,541148.1265534937,139095.31235530032,86286.48843876125,15860.36243094504,27270.805565059512,12476.587550555369,2785.6593993826937,3382.087568238332,1230.800011504022,296.3212059849721,1485.7266007453993,9.718919218928067e-06
-468.97022273744994,757810.5283784417,550925.9218985012,132119.3945251564,82939.67130512648,16405.224389327574,27642.09583594847,10242.631723460856,3155.4177310983778,3580.332588868228,687.8637489030508,139.5090587426406,1644.3753075653433,1.1768739582919512e-05
-386.067565424712,747349.1005767201,531690.261315629,131093.53510086352,83640.62397236687,16262.884096865107,27569.814107382845,10937.75501805403,3213.5409525532496,3398.472558339294,1018.0530804436812,180.38727453565295,1505.9168457348476,8.030168540491035e-06
-498.58272684651774,789321.1750107489,569770.445587065,132225.34738752054,84044.12071983675,15837.440868640815,28085.571692820704,10736.446956755986,3185.222284920223,3657.425826369726,876.8775183806097,158.10943012164674,1363.6379887243618,1.209128151954965e-05
-461.4029670823779,780309.7345958243,574132.1147148133,131194.88392574005,85085.68933045275,15987.71836282674,28512.034888966595,10726.99334049022,2932.8966055865244,3566.928330717656,755.8381985962807,218.1583508544083,1476.5841928099323,2.016089850339794e-05
-270.8217468456492,797282.2363540314,523387.8323011412,129884.13102864288,83081.05642602961,15880.41690852234,28432.9237401181,14885.877810676357,2932.989859667591,3392.3944649807163,642.0402763453171,118.11380358278451,1401.869752168908,1.5775210319392592e-05
