ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-182.63661113308217,755289.93750719,734187.8282446237,121722.96410653128,87041.63653667449,16495.262183418,26859.498918639947,856.5687001413331,3459.704813174418,2700.812683732272,288.9685648564545,319.461982131447,1336.0592623398209,3.339674908368232e-05,238260.6042524378,0.0965862271612398
-145.99840781765113,708325.9717950196,684967.6420390661,119185.81214085007,85019.88654279993,17379.049909653586,27212.52443979556,927.4919554142808,3902.799721455091,2802.7422482107386,273.51391996260656,231.6635536912639,1441.7579949461633,3.189573730112747e-05,244787.8358741192,0.0917393207487835
-179.49681102898168,744714.0125736742,723060.6238667043,118370.13730438682,82657.38014372201,16208.695898124552,26503.45025275543,905.7211818349944,3575.4635617536824,3018.1772845983087,245.10404856165047,108.6567207033328,1297.217653367093,3.868910331874151e-05,247592.92740928967,0.0798889409012579
-198.8241461726118,731304.6234087567,707154.4095434397,129581.12661727548,83658.49722458828,17297.527677659233,25597.19498114905,827.7063771590497,3583.038287402517,2967.959835356301,750.6427623098612,144.50844060773275,1644.953993910049,1.0739868969305724e-05,349954.96009706456,0.1702823665482654
-187.8437623609169,744594.7209359605,719025.1502659728,119609.6063374508,84285.44457210401,16764.129412338676,25355.432895464168,928.1608979329268,3825.542030682946,2616.995227376531,302.62911941294874,211.1772234039564,1482.439122057826,2.811025008288474e-05,233878.6650370717,0.1130587222609663
-176.727650678926,721822.9118711961,698809.0861977052,119278.53381658686,85669.2751431935,17157.990685207245,27083.96266430777,913.9504039342668,3631.6936157230434,2585.636452867707,219.5773239082047,321.0566231603273,1637.371925338903,4.877993527750362e-05,232271.57825171415,0.1027354959463955
-160.48530338021894,710770.6055267337,689876.7992219281,120445.3071860717,85019.55725449637,17145.27459126524,25808.9650164648,841.464480055821,3432.82734220334,2879.082985924364,279.25171879629914,207.721553079231,1253.5114932058293,2.806482323701421e-05,238971.76480580468,0.0834790911173849
-150.13932066324708,705407.1889946845,681200.4005792729,124113.4293644379,84047.58770719387,17186.743798481213,26060.93696327407,956.4409656460448,3557.9435300787504,2717.5323509594805,440.9726970025061,199.2874321927605,1573.4227150036586,2.0307310903883e-05,228043.9503982349,0.0860343715272659
-223.60587871948604,754944.6729104696,731324.8107861745,118942.3518962155,82072.94221979723,16726.360586645973,27858.283606383902,920.387176169997,3632.547122731483,2822.006370686718,258.6723042326038,78.34987518162286,1325.951475099936,2.9552517536312577e-05,216124.96376506437,0.0810325322378023
-199.09558952241477,734863.7321032891,712655.0662226098,117682.4418836227,85778.30877264315,16483.93606573144,25956.1754299106,895.687846148154,3549.296016145196,2756.943484401188,211.72859919467027,310.59561148846154,1458.422901815485,3.799453078908373e-05,225502.32770446737,0.089810757499579
-160.02107776954443,727576.8611328907,704418.3813059143,121466.46015966982,83978.90602637033,17008.3975131943,27095.855144519643,897.0936283963115,3536.213224004134,2733.323708222249,343.7291756047612,156.89619953773993,1684.0227824891117,2.9224042315471656e-05,252173.01531377848,0.1046442383166794
