ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-571.718803980194,770381.8309663596,487448.99207076523,125491.12321135002,83941.9951611009,15840.403957885286,29163.84043246207,15119.799634737392,2809.853071110276,3245.134281720821,498.4476691032503,166.51298493012,1428.518247087252,1.4354762918317612e-05
