ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-172.29206930365177,701372.6623947868,674703.8446410246,121198.12314563885,92772.68323433674,17218.326622836023,25653.322161930315,1052.250304490109,3762.3516040481195,2612.039925624126,368.58362900913886,639.3742447934369,1985.088477025932,2.8411039439130726e-05,254711.2849980872,0.10841747021778031
