ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-443.90554333665006,766359.2439791451,546591.8247213378,131630.6774977793,84210.0701468704,16062.673723884218,26906.58995235188,11620.954946997723,2806.864975534175,3459.5931626622864,707.6175594308819,193.97421214265975,1353.1418527136746,1.5178252844796101e-05
