ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD,T_pHN,p_HN
-368.0901785087537,723384.6992981465,706320.4409864362,123571.11387582366,87163.88819147076,17350.69464379424,25807.211427547543,661.787975172756,3394.5014293255704,2721.095676914939,357.40466494115356,382.1656952395899,1546.5674344421234,3.073799892697992e-05,227810.28746238918,0.09140236023238506
