ll,T_NDH,T_ND,T_AltWN,T_ChaVin,N_Anc,N_Yor,N_ND,N_Den,N_N,N_Alt,N_Cha,N_Vin,m_AD
-249.97063349941808,751569.8830181091,513007.7950511298,124315.14288365106,82819.80500380207,16350.496292424803,27275.994825883983,12644.446979078488,2700.9105349001115,3333.9048370677865,456.55347902455327,135.68015637229303,1493.7090512316277,2.4671181573733355e-05
