ll,T_DH,N_anc,N_D,N_Y
-24.399469901465686,787954.7284666133,16157.234772226144,3913.9161189370006,27691.528378361836
-24.3994699008786,787955.0782639866,16157.230377383496,3913.9171399965753,27691.536594465048
